Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IIIZIIIIZZIIII (0.13770737385487228+0j)
IIZXZIIIZZIIII (-0.007339314537327554+0j)
IIIXIIIIZZIIII (0.007339314537327554+0j)
YIYXZIIIZZIIII (0.0036459651693362665+0j)
XZYYZIIIZZIIII (-0.0036459651693362665+0j)
IIZZZIIIZZIIII (0.12620166169663172+0j)
YIYZZIIIZZIIII (0.010185797972039907+0j)
XZXIIIIIZZIIII (0.010185797972039907+0j)
IZIIIIIIZZIIII (0.1441534387491433+0j)
ZZIIIIIIZZIIII (0.12379155768570385+0j)
IIXIYIYXXZZIII (0.0076075185888425725+0j)
IIXIXZXYYZIIII (-0.0076075185888425725+0j)
IIXIYIYYYIZIII (0.0076075185888425725+0j)
IIXIXZXXXIIIII (-0.0076075185888425725+0j)
XYZIIIYXXZZIII (-0.006086293737244728+0j)
XXZIIIXYYZIIII (0.006086293737244728+0j)
XYZIIIYYYIZIII (-0.006086293737244728+0j)
XXZIIIXXXIIIII (0.006086293737244728+0j)
IIIIZXIYYZIIII (-0.009092328400696398+0j)
IIIIIXIYYZIIII (0.009092328400696398+0j)
IIIIZXIXXIIIII (-0.009092328400696398+0j)
IIIIIXIXXIIIII (0.009092328400696398+0j)
XYYIXXIYYZIIII (-0.003214717120293108+0j)
XXYIXYIYYZIIII (0.003214717120293108+0j)
XYYIXXIXXIIIII (-0.003214717120293108+0j)
XXYIXYIXXIIIII (0.003214717120293108+0j)
IIIYYZIYYZIIII (0.0036843263032362915+0j)
IIIXXIIYYZIIII (0.0036843263032362915+0j)
IIIYYZIXXIIIII (0.0036843263032362915+0j)
IIIXXIIXXIIIII (0.0036843263032362915+0j)
IIZIXZIYYZIIII (-0.008830672409714697+0j)
IIIZXIIYYZIIII (0.008830672409714697+0j)
IIZIXZIXXIIIII (-0.008830672409714697+0j)
IIIZXIIXXIIIII (0.008830672409714697+0j)
YIYIXZIYYZIIII (-0.003213153520422858+0j)
XZYIYIIYYZIIII (0.003213153520422858+0j)
YIYIXZIXXIIIII (-0.003213153520422858+0j)
XZYIYIIXXIIIII (0.003213153520422858+0j)
XYYXZIIYYZIIII (-0.0036434765235461583+0j)
XXYYZIIYYZIIII (0.0036434765235461583+0j)
XYYXZIIXXIIIII (-0.0036434765235461583+0j)
XXYYZIIXXIIIII (0.0036434765235461583+0j)
XYYZZIIYYZIIII (-0.010184010141371103+0j)
XXXIIIIYYZIIII (-0.010184010141371103+0j)
XYYZZIIXXIIIII (-0.010184010141371103+0j)
XXXIIIIXXIIIII (-0.010184010141371103+0j)
ZXIIIIIYYZIIII (-0.01017712944709971+0j)
IXIIIIIYYZIIII (0.01017712944709971+0j)
ZXIIIIIXXIIIII (-0.01017712944709971+0j)
IXIIIIIXXIIIII (0.01017712944709971+0j)
IIIIIIZIZIZIII (0.13698212921958247+0j)
IIXIXYYIZIZIII (-0.007617630049418689+0j)
IIXIXXXZIIIIII (-0.007617630049418689+0j)
IIXYZIYIZIZIII (-0.003549177981792919+0j)
IIXXZIXZIIIIII (-0.003549177981792919+0j)
IIYIIIYIZIZIII (-0.01990316289907822+0j)
IIXZZIXZIIIIII (-0.01990316289907822+0j)
YIZIIIYIZIZIII (0.006083354852748517+0j)
XZZIIIXZIIIIII (0.006083354852748517+0j)
IIIIIZIZIIIIII (0.1399403744366109+0j)
IIIYYXIZIIIIII (0.0036863267731401766+0j)
IIIXYYIZIIIIII (-0.0036863267731401766+0j)
IIZIXXIZIIIIII (-0.008837070911815355+0j)
IIIZYYIZIIIIII (-0.008837070911815355+0j)
YIYIXXIZIIIIII (-0.016698569945428676+0j)
XZYIXYIZIIIIII (0.016698569945428676+0j)
IIIIZZIZIIIIII (0.12174710376605108+0j)
XYYIXZIZIIIIII (-0.023137425067224007+0j)
XXYIYIIZIIIIII (0.023137425067224007+0j)
IIIZIIIZIIIIII (0.13770888440709086+0j)
IIZXZIIZIIIIII (-0.0073405124573875415+0j)
IIIXIIIZIIIIII (0.0073405124573875415+0j)
YIYXZIIZIIIIII (-0.003646593722016608+0j)
XZYYZIIZIIIIII (0.003646593722016608+0j)
IIZZZIIZIIIIII (0.12619685852263252+0j)
YIYZZIIZIIIIII (-0.010189901394205522+0j)
XZXIIIIZIIIIII (-0.010189901394205522+0j)
IZIIIIIZIIIIII (0.12379155768570385+0j)
ZZIIIIIZIIIIII (0.14416041132163582+0j)
IIIIIZZZZIZIII (0.10848581025375134+0j)
IIIYYXZZZIZIII (2.603128211610113e-07+0j)
IIIXYYZZZIZIII (-2.603128211610113e-07+0j)
IIZIXXZZZIZIII (-3.164786915100463e-06+0j)
IIIZYYZZZIZIII (-3.164786915100463e-06+0j)
YIYIXXZZZIZIII (-0.01844825550390125+0j)
XZYIXYZZZIZIII (0.01844825550390125+0j)
IIIIZZZZZIZIII (0.10848609088940303+0j)
XYYIXZZZZIZIII (-0.01844822582854179+0j)
XXYIYIZZZIZIII (0.01844822582854179+0j)
IIIZIIZZZIZIII (0.12208627955336879+0j)
IIZXZIZZZIZIII (-0.011677832958993422+0j)
IIIXIIZZZIZIII (0.011677832958993422+0j)
YIYXZIZZZIZIII (1.557493192133792e-06+0j)
XZYYZIZZZIZIII (-1.557493192133792e-06+0j)
IIZZZIZZZIZIII (0.1127871674339366+0j)
YIYZZIZZZIZIII (1.2911703922864875e-06+0j)
XZXIIIZZZIZIII (1.2911703922864875e-06+0j)
IZIIIIZZZIZIII (0.12380628920083635+0j)
ZZIIIIZZZIZIII (0.1238075260305546+0j)
IIXYZZYZZIZIII (-0.00034196138994494016+0j)
IIXXZZXIIIIIII (-0.00034196138994494016+0j)
IIYIIZYZZIZIII (-0.02487716567171758+0j)
IIXZZZXIIIIIII (-0.02487716567171758+0j)
YIZIIZYZZIZIII (-0.006489859681043264+0j)
XZZIIZXIIIIIII (-0.006489859681043264+0j)
IIXIYXYZZIZIII (2.6941227762589115e-08+0j)
IIXIYYXIIIIIII (-2.6941227762589115e-08+0j)
XYZIIXYZZIZIII (-0.0064873769899719165+0j)
XXZIZYYZZIZIII (4.1771795118369925e-07+0j)
XYZIZXYZZIZIII (0.006486959272020731+0j)
XXZIIXXIIIIIII (-0.006486959272020731+0j)
XYZIIYXIIIIIII (4.1771795118369925e-07+0j)
XXZIZXXIIIIIII (0.0064873769899719165+0j)
IIXZXYYZZIZIII (-3.4282282515332697e-07+0j)
IIXZXXXIIIIIII (-3.4282282515332697e-07+0j)
IIYXYYYZZIZIII (-1.0160833585115862e-06+0j)
IIXXXYYZZIZIII (-1.7709755645883732e-07+0j)
IIYYYXYZZIZIII (8.389858020527489e-07+0j)
IIXYXYXIIIIIII (-8.389858020527489e-07+0j)
IIYXYXXIIIIIII (-1.7709755645883732e-07+0j)
IIXXXXXIIIIIII (-1.0160833585115862e-06+0j)
YIZXYYYZZIZIII (0.006986293157657261+0j)
XZZYYYYZZIZIII (-0.0007732789353853704+0j)
YIZYYXYZZIZIII (-0.006213014222271891+0j)
XZZXYYXIIIIIII (0.006213014222271891+0j)
YIZXYXXIIIIIII (0.0007732789353853704+0j)
XZZYYXXIIIIIII (-0.006986293157657261+0j)
IIYZYYYZZIZIII (-2.103186260369585e-06+0j)
IIYZYXXIIIIIII (-2.103186260369585e-06+0j)
YIZZYYYZZIZIII (0.013323195207564874+0j)
XZIIXYYZZIZIII (0.004162716851283454+0j)
YIIIXXYZZIZIII (0.009160478356281424+0j)
XZZZYYXIIIIIII (0.009160478356281424+0j)
YIZZYXXIIIIIII (0.004162716851283454+0j)
XZIIXXXIIIIIII (0.013323195207564874+0j)
IZXIXYYZZIZIII (0.006045421778906376+0j)
IZXIXXXIIIIIII (0.006045421778906376+0j)
ZZXIXYYZZIZIII (-0.00604783730512948+0j)
ZZXIXXXIIIIIII (-0.00604783730512948+0j)
IIXYIZYZZIZIII (-0.00034183960573880333+0j)
IIXXIZXIIIIIII (-0.00034183960573880333+0j)
IIYIZZYZZIZIII (-0.02487827311446458+0j)
IIXZIZXIIIIIII (-0.02487827311446458+0j)
YIZIZZYZZIZIII (0.006483185344236019+0j)
XZZIZZXIIIIIII (0.006483185344236019+0j)
XYZXXIYZZIZIII (-0.0069858169487535+0j)
XXZYXIYZZIZIII (0.0007729676314706074+0j)
XYZYYZYZZIZIII (-0.006212849317282892+0j)
XXZXXIXIIIIIII (-0.006212849317282892+0j)
XYZXYZXIIIIIII (0.0007729676314706074+0j)
XXZYYZXIIIIIII (-0.0069858169487535+0j)
XYZZXIYZZIZIII (-0.013324025405131345+0j)
XXIIYIYZZIZIII (0.004163780866985761+0j)
XYIIXZYZZIZIII (0.009160244538145589+0j)
XXZZXIXIIIIIII (-0.009160244538145589+0j)
XYZZYZXIIIIIII (0.004163780866985761+0j)
XXIIXZXIIIIIII (0.013324025405131345+0j)
ZXXIYIYZZIZIII (0.006044655961815945+0j)
IXXIYIYZZIZIII (-0.006043291787286367+0j)
ZYXIXZYZZIZIII (-1.3641745295776483e-06+0j)
IYXIYIXIIIIIII (-1.3641745295776483e-06+0j)
ZXXIXZXIIIIIII (0.006043291787286367+0j)
IXXIXZXIIIIIII (-0.006044655961815945+0j)
IIYZIIYZZIZIII (-0.025559964068128424+0j)
IIXIZIXIIIIIII (-0.025559964068128424+0j)
YIZZIIYZZIZIII (-3.6708135448188162e-06+0j)
XZZZIIXIIIIIII (-3.6708135448188162e-06+0j)
IIYXIIYZZIZIII (0.00041603211837378494+0j)
IIYYIIXIIIIIII (-0.00041603211837378494+0j)
YIZXIIYZZIZIII (1.1082733784742536e-07+0j)
XZIYZIYZZIZIII (-8.196171792163639e-08+0j)
YIIXZIYZZIZIII (-2.886561992578897e-08+0j)
XZZXIIXIIIIIII (2.886561992578897e-08+0j)
YIZYIIXIIIIIII (-8.196171792163639e-08+0j)
XZIXZIXIIIIIII (-1.1082733784742536e-07+0j)
IZXYZIYZZIZIII (0.0001981610207979057+0j)
IZXXZIXIIIIIII (0.0001981610207979057+0j)
ZZXYZIYZZIZIII (0.00019792781629785264+0j)
ZZXXZIXIIIIIII (0.00019792781629785264+0j)
YIIZZIYZZIZIII (-2.9001272954076295e-06+0j)
XZIZZIXIIIIIII (-2.9001272954076295e-06+0j)
IZYIIIYZZIZIII (-0.020180547775448258+0j)
IZXZZIXIIIIIII (-0.020180547775448258+0j)
ZZYIIIYZZIZIII (-0.020180865877094865+0j)
ZZXZZIXIIIIIII (-0.020180865877094865+0j)
YZZIIIYZZIZIII (-2.745518193123138e-06+0j)
XIZIIIXIIIIIII (-2.745518193123138e-06+0j)
IIIIZIIIIIIIII (0.11098940203156295+0j)
XYYIXIIIIIIIII (-0.024478678784783457+0j)
XXYIYZIIIIIIII (0.024478678784783457+0j)
IIIZIZIIIIIIII (0.12488905025021384+0j)
IIZXZZIIIIIIII (-0.011380855562668324+0j)
IIIXIZIIIIIIII (0.011380855562668324+0j)
YIYXZZIIIIIIII (-0.002462705439218658+0j)
XZYYZZIIIIIIII (0.002462705439218658+0j)
IIZZZZIIIIIIII (0.11264635671042258+0j)
YIYZZZIIIIIIII (-0.004581397018490592+0j)
XZXIIZIIIIIIII (-0.004581397018490592+0j)
IZIIIZIIIIIIII (0.11323660636606628+0j)
ZZIIIZIIIIIIII (0.10554982207945288+0j)
IIIYXYIIIIIIII (1.8982886725374404e-07+0j)
IIIXXXIIIIIIII (1.8982886725374404e-07+0j)
IIZIYYIIIIIIII (3.742425468532956e-06+0j)
IIIZXXIIIIIIII (3.742425468532956e-06+0j)
YIYIYYIIIIIIII (0.024478602126418465+0j)
XZYIYXIIIIIIII (0.024478602126418465+0j)
XYYXIXIIIIIIII (0.0024642781614690745+0j)
XXYYIXIIIIIIII (-0.00246403795410815+0j)
XYYYZYIIIIIIII (2.4020736092474765e-07+0j)
XXYXIYIIIIIIII (-2.4020736092474765e-07+0j)
XYYXZXIIIIIIII (-0.00246403795410815+0j)
XXYYZXIIIIIIII (0.0024642781614690745+0j)
XYYZIXIIIIIIII (0.004580744561565999+0j)
XXXIZXIIIIIIII (0.004578776823384908+0j)
XYXIIYIIIIIIII (-1.9677381810911942e-06+0j)
XXYZIYIIIIIIII (-1.9677381810911942e-06+0j)
XYYZZXIIIIIIII (-0.004578776823384908+0j)
XXXIIXIIIIIIII (-0.004580744561565999+0j)
ZXIIZXIIIIIIII (-0.00880773145551907+0j)
IXIIZXIIIIIIII (-0.0011176924684853217+0j)
ZYIIIYIIIIIIII (-0.009925423924004391+0j)
IYIIZYIIIIIIII (-0.009925423924004391+0j)
ZXIIIXIIIIIIII (-0.0011176924684853217+0j)
IXIIIXIIIIIIII (-0.00880773145551907+0j)
IIZZXXIIIIIIII (-5.398288868361785e-06+0j)
IIIIYYIIIIIIII (-5.398288868361785e-06+0j)
YIYZXXIIIIIIII (-0.032955696158550984+0j)
XZYZXYIIIIIIII (0.032955696158550984+0j)
IIZXXXIIIIIIII (-1.0001663282048143e-06+0j)
IIZYXYIIIIIIII (-1.0001663282048143e-06+0j)
YIYXXXIIIIIIII (-0.004619634275051158+0j)
XZXYYXIIIIIIII (6.366218238197338e-05+0j)
YIXXYXIIIIIIII (0.004555972092669183+0j)
XZYXXYIIIIIIII (0.004555972092669183+0j)
YIYYXYIIIIIIII (-6.366218238197338e-05+0j)
XZXXYYIIIIIIII (-0.004619634275051158+0j)
IZIYYXIIIIIIII (0.0012760706484398448+0j)
IZIXYYIIIIIIII (-0.0012760706484398448+0j)
ZZIYYXIIIIIIII (-0.0012761348609923607+0j)
ZZIXYYIIIIIIII (0.0012761348609923607+0j)
YIXZYXIIIIIIII (-0.020332480769610237+0j)
XZXZYYIIIIIIII (0.020332480769610237+0j)
IZZIXXIIIIIIII (-0.0023791211672144555+0j)
IZIZYYIIIIIIII (-0.0023791211672144555+0j)
ZZZIXXIIIIIIII (0.002371336828820521+0j)
ZZIZYYIIIIIIII (0.002371336828820521+0j)
YZYIXXIIIIIIII (-0.026349481373425652+0j)
XIYIXYIIIIIIII (0.026349481373425652+0j)
IIIZZZIIIIIIII (0.1248889076899801+0j)
IIZXIZIIIIIIII (-0.011380108185511913+0j)
IIIXZZIIIIIIII (0.011380108185511913+0j)
YIYXIZIIIIIIII (0.002465955930395984+0j)
XZYYIZIIIIIIII (-0.002465955930395984+0j)
IIZZIZIIIIIIII (0.11264877041045507+0j)
YIYZIZIIIIIIII (0.004580793786184607+0j)
XZXIZZIIIIIIII (0.004580793786184607+0j)
IZIIZZIIIIIIII (0.10554721363499134+0j)
ZZIIZZIIIIIIII (0.11323598458355254+0j)
XYYZXZIIIIIIII (-0.03295554549529803+0j)
XXYZYIIIIIIIII (0.03295554549529803+0j)
XYYXXZIIIIIIII (-0.004620321857536098+0j)
XXXYYZIIIIIIII (6.384444456422373e-05+0j)
XYXXYZIIIIIIII (0.004556477412971874+0j)
XXYXYIIIIIIIII (0.004556477412971874+0j)
XYYYYIIIIIIIII (-6.384444456422373e-05+0j)
XXXXXIIIIIIIII (0.004620321857536098+0j)
ZXIYYZIIIIIIII (0.001275705681819365+0j)
IXIYYZIIIIIIII (-0.0012753996198194822+0j)
ZYIXYZIIIIIIII (-3.060619998829228e-07+0j)
IYIYXIIIIIIIII (-3.060619998829228e-07+0j)
ZXIXXIIIIIIIII (0.0012753996198194822+0j)
IXIXXIIIIIIIII (-0.001275705681819365+0j)
XYXZYZIIIIIIII (-0.0203311011109769+0j)
XXXZXIIIIIIIII (-0.0203311011109769+0j)
ZXZIXZIIIIIIII (-0.002374784159882147+0j)
IXZIXZIIIIIIII (0.0023744086989902413+0j)
ZYIZYZIIIIIIII (-3.7546089190661214e-07+0j)
IYZIYIIIIIIIII (-3.7546089190661214e-07+0j)
ZXIZXIIIIIIIII (0.0023744086989902413+0j)
IXIZXIIIIIIIII (-0.002374784159882147+0j)
YXYIXZIIIIIIII (-0.026350578587646865+0j)
YYYIYIIIIIIIII (-0.026350578587646865+0j)
IIZIZIIIIIIIII (0.11245926652355794+0j)
YIYIZIIIIIIIII (1.8855156182264734e-06+0j)
XZXZIIIIIIIIII (1.8855156182264734e-06+0j)
IZIZIIIIIIIIII (0.1258414959368584+0j)
ZZIZIIIIIIIIII (0.1258425767548474+0j)
YIXYIIIIIIIIII (2.3218547107078154e-06+0j)
XZXXIIIIIIIIII (2.3218547107078154e-06+0j)
IZZXZIIIIIIIII (-0.016976577952520427+0j)
IZIXIIIIIIIIII (0.016976577952520427+0j)
ZZZXZIIIIIIIII (-0.016977096064244787+0j)
ZZIXIIIIIIIIII (0.016977096064244787+0j)
YZYXZIIIIIIIII (2.4886457901072967e-06+0j)
XIYYZIIIIIIIII (-2.4886457901072967e-06+0j)
IZZZZIIIIIIIII (0.10262409895003849+0j)
ZZZZZIIIIIIIII (0.10262436999913446+0j)
YZYZZIIIIIIIII (1.7878306688041967e-06+0j)
XIXIIIIIIIIIII (1.7878306688041967e-06+0j)
ZIIIIIIIIIIIII (0.11361442823860414+0j)
