Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
XIXYYIIIXIXXIIIIIXIIIIIIIIII (0.0056399736046028725+0j)
XIXXYIIIXIXYIIIIIXIIIIIIIIII (-0.0056399736046028725+0j)
YIIIYIIIXIXXIIIIZXZIIIIIIIII (-0.0070875042953598205+0j)
XZZIYIIIXIXYIIIIZXZIIIIIIIII (0.0070875042953598205+0j)
YIIIYIIIXIXXIIIIIXIIIIIIIIII (0.0070875042953598205+0j)
XZZIYIIIXIXYIIIIIXIIIIIIIIII (-0.0070875042953598205+0j)
IIIIIIIIZIXZIIIIZXZIIIIIIIII (0.030634926754053025+0j)
IIIIIIIIIZXIIIIIZXZIIIIIIIII (-0.030634926754053025+0j)
IIIIIIIIZIXZIIIIIXIIIIIIIIII (-0.030634926754053025+0j)
IIIIIIIIIZXIIIIIIXIIIIIIIIII (0.030634926754053025+0j)
XIYIYIIIXIXZIIIIZXZIIIIIIIII (-0.00499556608509592+0j)
XIXZYIIIXIYIIIIIZXZIIIIIIIII (0.00499556608509592+0j)
XIYIYIIIXIXZIIIIIXIIIIIIIIII (0.00499556608509592+0j)
XIXZYIIIXIYIIIIIIXIIIIIIIIII (-0.00499556608509592+0j)
IIIIIIXYYXZIIIIIZXZIIIIIIIII (-0.03444604466968886+0j)
IIIIIIXXYYZIIIIIZXZIIIIIIIII (0.03444604466968886+0j)
IIIIIIXYYXZIIIIIIXIIIIIIIIII (0.03444604466968886+0j)
IIIIIIXXYYZIIIIIIXIIIIIIIIII (-0.03444604466968886+0j)
XYZIYIIIXXZIIIIIZXZIIIIIIIII (-0.0020039595673110987+0j)
XXZIYIIIXYZIIIIIZXZIIIIIIIII (0.0020039595673110987+0j)
XYZIYIIIXXZIIIIIIXIIIIIIIIII (0.0020039595673110987+0j)
XXZIYIIIXYZIIIIIIXIIIIIIIIII (-0.0020039595673110987+0j)
XIXYYIIIXZZIIIIIZXZIIIIIIIII (0.004555042575591598+0j)
XIXXYIIIYIIIIIIIZXZIIIIIIIII (-0.004555042575591598+0j)
XIXYYIIIXZZIIIIIIXIIIIIIIIII (-0.004555042575591598+0j)
XIXXYIIIYIIIIIIIIXIIIIIIIIII (0.004555042575591598+0j)
YIIIYIIIXZZIIIIIZXZIIIIIIIII (0.019437864302162464+0j)
XZZIYIIIYIIIIIIIZXZIIIIIIIII (-0.019437864302162464+0j)
YIIIYIIIXZZIIIIIIXIIIIIIIIII (-0.019437864302162464+0j)
XZZIYIIIYIIIIIIIIXIIIIIIIIII (0.019437864302162464+0j)
IIIIZIXXZIIIIIIIZXZIIIIIIIII (-0.010350550989201651+0j)
IIIIIZYYIIIIIIIIZXZIIIIIIIII (-0.010350550989201651+0j)
IIIIZIXXZIIIIIIIIXIIIIIIIIII (0.010350550989201651+0j)
IIIIIZYYIIIIIIIIIXIIIIIIIIII (0.010350550989201651+0j)
IIIIIYYZIIIIIIIIZXZIIIIIIIII (0.029952480248448314+0j)
IIIIIXXIIIIIIIIIZXZIIIIIIIII (0.029952480248448314+0j)
IIIIIYYZIIIIIIIIIXIIIIIIIIII (-0.029952480248448314+0j)
IIIIIXXIIIIIIIIIIXIIIIIIIIII (-0.029952480248448314+0j)
XYZIYZZIZIIIIIIIZXZIIIIIIIII (-0.03383989276073853+0j)
XXZIXIIIIIIIIIIIZXZIIIIIIIII (-0.03383989276073853+0j)
XYZIYZZIZIIIIIIIIXIIIIIIIIII (0.03383989276073853+0j)
XXZIXIIIIIIIIIIIIXIIIIIIIIII (0.03383989276073853+0j)
IIZXIIIIIIIIIIIIZXZIIIIIIIII (0.039970436710159325+0j)
IIIXIIIIIIIIIIIIZXZIIIIIIIII (-0.039970436710159325+0j)
IIZXIIIIIIIIIIIIIXIIIIIIIIII (-0.039970436710159325+0j)
IIIXIIIIIIIIIIIIIXIIIIIIIIII (0.039970436710159325+0j)
ZIXZIIIIIIIIIIIIZXZIIIIIIIII (-0.01696648239411408+0j)
IZXIIIIIIIIIIIIIZXZIIIIIIIII (0.01696648239411408+0j)
ZIXZIIIIIIIIIIIIIXIIIIIIIIII (0.01696648239411408+0j)
IZXIIIIIIIIIIIIIIXIIIIIIIIII (-0.01696648239411408+0j)
IIIIIIIIIIIIIIYZYXZIIIIIIIII (-0.0022473020856351366+0j)
IIIIIIIIIIIIIIXIYYZIIIIIIIII (0.0022473020856351366+0j)
IIIIXIIIXYZIYXYYXXZIZIIIIIII (0.0020856718513686777+0j)
IIIIXIIIXXZIYYYYXXZIZIIIIIII (-0.0020856718513686777+0j)
IIIIXIIIXYZIYXYXXYZIZIIIIIII (-0.0020856718513686777+0j)
IIIIXIIIXXZIYYYXXYZIZIIIIIII (0.0020856718513686777+0j)
IIIIYIIIIIIIYXYYXXZIZIIIIIII (0.002662667670736539+0j)
IIIIXZZIZIIIYYYYXXZIZIIIIIII (-0.002662667670736539+0j)
IIIIYIIIIIIIYXYXXYZIZIIIIIII (-0.002662667670736539+0j)
IIIIXZZIZIIIYYYXXYZIZIIIIIII (0.002662667670736539+0j)
IIIIXIXYZIIIYZYYXXZIZIIIIIII (0.0019523212917112623+0j)
IIIIXIXXZIIIXIXYYXZIIIIIIIII (0.0019523212917112623+0j)
IIIIXIXYZIIIYZYXXYZIZIIIIIII (-0.0019523212917112623+0j)
IIIIXIXXZIIIXIXXYYZIIIIIIIII (-0.0019523212917112623+0j)
XYZIZIIIIIIIYZYYXXZIZIIIIIII (0.0034761318517933714+0j)
XXZIZIIIIIIIXIXYYXZIIIIIIIII (0.0034761318517933714+0j)
XYZIZIIIIIIIYZYXXYZIZIIIIIII (-0.0034761318517933714+0j)
XXZIZIIIIIIIXIXXYYZIIIIIIIII (-0.0034761318517933714+0j)
IIIIIIIIIYYXIIXYYXZIIIIIIIII (0.016180856270541697+0j)
IIIIIIIIIXYYIIXYYXZIIIIIIIII (-0.016180856270541697+0j)
IIIIIIIIIYYXIIXXYYZIIIIIIIII (-0.016180856270541697+0j)
IIIIIIIIIXYYIIXXYYZIIIIIIIII (0.016180856270541697+0j)
IIIIZIIIXIXXIIXYYXZIIIIIIIII (-0.0023435863096328145+0j)
IIIIIZZIYIXYIIXYYXZIIIIIIIII (-0.0023435863096328145+0j)
IIIIZIIIXIXXIIXXYYZIIIIIIIII (0.0023435863096328145+0j)
IIIIIZZIYIXYIIXXYYZIIIIIIIII (0.0023435863096328145+0j)
IIIIIIXYYIXZIIXYYXZIIIIIIIII (0.019147121761494985+0j)
IIIIIIXXYIYIIIXYYXZIIIIIIIII (-0.019147121761494985+0j)
IIIIIIXYYIXZIIXXYYZIIIIIIIII (-0.019147121761494985+0j)
IIIIIIXXYIYIIIXXYYZIIIIIIIII (0.019147121761494985+0j)
XYZIYIIIXIXZIIXYYXZIIIIIIIII (-0.0018703120229285224+0j)
XXZIYIIIXIYIIIXYYXZIIIIIIIII (0.0018703120229285224+0j)
XYZIYIIIXIXZIIXXYYZIIIIIIIII (0.0018703120229285224+0j)
XXZIYIIIXIYIIIXXYYZIIIIIIIII (-0.0018703120229285224+0j)
IIIIIIIIZXZIIIXYYXZIIIIIIIII (-0.008711515800026527+0j)
IIIIIIIIIXIIIIXYYXZIIIIIIIII (0.008711515800026527+0j)
IIIIIIIIZXZIIIXXYYZIIIIIIIII (0.008711515800026527+0j)
IIIIIIIIIXIIIIXXYYZIIIIIIIII (-0.008711515800026527+0j)
XIYIYIIIXXZIIIXYYXZIIIIIIIII (-0.008875244053079594+0j)
XIXZYIIIXYZIIIXYYXZIIIIIIIII (0.008875244053079594+0j)
XIYIYIIIXXZIIIXXYYZIIIIIIIII (0.008875244053079594+0j)
XIXZYIIIXYZIIIXXYYZIIIIIIIII (-0.008875244053079594+0j)
IIIIZIIIXZZIIIXYYXZIIIIIIIII (0.011646895104177855+0j)
IIIIIZZIXIIIIIXYYXZIIIIIIIII (-0.011646895104177855+0j)
IIIIZIIIXZZIIIXXYYZIIIIIIIII (-0.011646895104177855+0j)
IIIIIZZIXIIIIIXXYYZIIIIIIIII (0.011646895104177855+0j)
XIXYYIXXZIIIIIXYYXZIIIIIIIII (-0.009860645547954612+0j)
XIXXYIXYZIIIIIXYYXZIIIIIIIII (0.009860645547954612+0j)
XIXYYIXXZIIIIIXXYYZIIIIIIIII (0.009860645547954612+0j)
XIXXYIXYZIIIIIXXYYZIIIIIIIII (-0.009860645547954612+0j)
YIIIYIXXZIIIIIXYYXZIIIIIIIII (0.0061751858991384335+0j)
XZZIYIXYZIIIIIXYYXZIIIIIIIII (-0.0061751858991384335+0j)
YIIIYIXXZIIIIIXXYYZIIIIIIIII (-0.0061751858991384335+0j)
XZZIYIXYZIIIIIXXYYZIIIIIIIII (0.0061751858991384335+0j)
XIYIYZZIZIIIIIXYYXZIIIIIIIII (0.016800783061335117+0j)
XIXZXIIIIIIIIIXYYXZIIIIIIIII (0.016800783061335117+0j)
XIYIYZZIZIIIIIXXYYZIIIIIIIII (-0.016800783061335117+0j)
XIXZXIIIIIIIIIXXYYZIIIIIIIII (-0.016800783061335117+0j)
IYYXIIIIIIIIIIXYYXZIIIIIIIII (0.01906803742467419+0j)
IXYYIIIIIIIIIIXYYXZIIIIIIIII (-0.01906803742467419+0j)
IYYXIIIIIIIIIIXXYYZIIIIIIIII (-0.01906803742467419+0j)
IXYYIIIIIIIIIIXXYYZIIIIIIIII (0.01906803742467419+0j)
ZXZIIIIIIIIIIIXYYXZIIIIIIIII (-0.004132521858654301+0j)
IXIIIIIIIIIIIIXYYXZIIIIIIIII (0.004132521858654301+0j)
ZXZIIIIIIIIIIIXXYYZIIIIIIIII (0.004132521858654301+0j)
IXIIIIIIIIIIIIXXYYZIIIIIIIII (-0.004132521858654301+0j)
IIIIIIIIIIIIIZYIYXZIIIIIIIII (-0.015282847641389678+0j)
IIIIIIIIIIIIIZXZYYZIIIIIIIII (0.015282847641389678+0j)
IIIIXIIIXIXYYXXIXXZIZIIIIIII (-8.5964418019188e-07+0j)
IIIIXIIIXIXXYYXIXXZIZIIIIIII (8.5964418019188e-07+0j)
IIIIXIIIXIXYYXYZXYZIZIIIIIII (-8.5964418019188e-07+0j)
IIIIXIIIXIXXYYYZXYZIZIIIIIII (8.5964418019188e-07+0j)
IIIIXIIIYIIIYXXIXXZIZIIIIIII (0.002293372420932667+0j)
IIIIXIIIXZZIYYXIXXZIZIIIIIII (-0.002293372420932667+0j)
IIIIXIIIYIIIYXYZXYZIZIIIIIII (0.002293372420932667+0j)
IIIIXIIIXZZIYYYZXYZIZIIIIIII (-0.002293372420932667+0j)
XIYIZIIIIIIIYXXIXXZIZIIIIIII (0.0022293609487875777+0j)
XIXZZIIIIIIIYYXIXXZIZIIIIIII (-0.0022293609487875777+0j)
XIYIZIIIIIIIYXYZXYZIZIIIIIII (0.0022293609487875777+0j)
XIXZZIIIIIIIYYYZXYZIZIIIIIII (-0.0022293609487875777+0j)
IIIIIIIIIIIIZZXIXXZIZIIIIIII (0.015299526997682927+0j)
IIIIIIIIIIIIZZYZXYZIZIIIIIII (0.015299526997682927+0j)
IIIIXIIIXIYIYZXIXXZIZIIIIIII (0.0014225456490767436+0j)
IIIIXIIIXIXZXIYIYXZIIIIIIIII (-0.0014225456490767436+0j)
IIIIXIIIXIYIYZYZXYZIZIIIIIII (0.0014225456490767436+0j)
IIIIXIIIXIXZXIXZYYZIIIIIIIII (0.0014225456490767436+0j)
XIXYZIIIIIIIYZXIXXZIZIIIIIII (0.0012267547093368885+0j)
XIXXZIIIIIIIXIYIYXZIIIIIIIII (-0.0012267547093368885+0j)
XIXYZIIIIIIIYZYZXYZIZIIIIIII (0.0012267547093368885+0j)
XIXXZIIIIIIIXIXZYYZIIIIIIIII (0.0012267547093368885+0j)
YIIIZIIIIIIIYZXIXXZIZIIIIIII (-0.0032618423712979755+0j)
XZZIZIIIIIIIXIYIYXZIIIIIIIII (0.0032618423712979755+0j)
YIIIZIIIIIIIYZYZXYZIZIIIIIII (-0.0032618423712979755+0j)
XZZIZIIIIIIIXIXZYYZIIIIIIIII (-0.0032618423712979755+0j)
IIIIIIIIIIIZIIYIYXZIIIIIIIII (-0.012261588960228782+0j)
IIIIIIIIIIIZIIXZYYZIIIIIIIII (0.012261588960228782+0j)
IIIIIIIIZIXXIIYIYXZIIIIIIIII (0.011092396404091319+0j)
IIIIIIIIIZYYIIYIYXZIIIIIIIII (0.011092396404091319+0j)
IIIIIIIIZIXXIIXZYYZIIIIIIIII (-0.011092396404091319+0j)
IIIIIIIIIZYYIIXZYYZIIIIIIIII (-0.011092396404091319+0j)
XIYIYIIIXIXXIIYIYXZIIIIIIIII (-9.569417789111668e-05+0j)
XIXZYIIIXIXYIIYIYXZIIIIIIIII (9.569417789111668e-05+0j)
XIYIYIIIXIXXIIXZYYZIIIIIIIII (9.569417789111668e-05+0j)
XIXZYIIIXIXYIIXZYYZIIIIIIIII (-9.569417789111668e-05+0j)
IIIIIIIIIIZZIIYIYXZIIIIIIIII (0.0014366334851305864+0j)
IIIIIIIIIIZZIIXZYYZIIIIIIIII (-0.0014366334851305864+0j)
XIXYYIIIXIXZIIYIYXZIIIIIIIII (0.0019946176014204262+0j)
XIXXYIIIXIYIIIYIYXZIIIIIIIII (-0.0019946176014204262+0j)
XIXYYIIIXIXZIIXZYYZIIIIIIIII (-0.0019946176014204262+0j)
XIXXYIIIXIYIIIXZYYZIIIIIIIII (0.0019946176014204262+0j)
YIIIYIIIXIXZIIYIYXZIIIIIIIII (0.005855921641294315+0j)
XZZIYIIIXIYIIIYIYXZIIIIIIIII (-0.005855921641294315+0j)
YIIIYIIIXIXZIIXZYYZIIIIIIIII (-0.005855921641294315+0j)
XZZIYIIIXIYIIIXZYYZIIIIIIIII (0.005855921641294315+0j)
IIIIIIIIIZIIIIYIYXZIIIIIIIII (-0.004288708819198947+0j)
IIIIIIIIIZIIIIXZYYZIIIIIIIII (0.004288708819198947+0j)
IIIIZIIIXXZIIIYIYXZIIIIIIIII (-0.007389801192729195+0j)
IIIIIZZIYYZIIIYIYXZIIIIIIIII (-0.007389801192729195+0j)
IIIIZIIIXXZIIIXZYYZIIIIIIIII (0.007389801192729195+0j)
IIIIIZZIYYZIIIXZYYZIIIIIIIII (0.007389801192729195+0j)
IIIIIIIIZZZIIIYIYXZIIIIIIIII (-0.005813456880701879+0j)
IIIIIIIIZZZIIIXZYYZIIIIIIIII (0.005813456880701879+0j)
XIYIYIIIXZZIIIYIYXZIIIIIIIII (-8.164931812595401e-05+0j)
XIXZYIIIYIIIIIYIYXZIIIIIIIII (8.164931812595401e-05+0j)
XIYIYIIIXZZIIIXZYYZIIIIIIIII (8.164931812595401e-05+0j)
XIXZYIIIYIIIIIXZYYZIIIIIIIII (-8.164931812595401e-05+0j)
IIIIIIIZIIIIIIYIYXZIIIIIIIII (-0.001213346424704642+0j)
IIIIIIIZIIIIIIXZYYZIIIIIIIII (0.001213346424704642+0j)
XYZIYIXXZIIIIIYIYXZIIIIIIIII (0.00600031733790786+0j)
XXZIYIXYZIIIIIYIYXZIIIIIIIII (-0.00600031733790786+0j)
XYZIYIXXZIIIIIXZYYZIIIIIIIII (-0.00600031733790786+0j)
XXZIYIXYZIIIIIXZYYZIIIIIIIII (0.00600031733790786+0j)
IIIIIIZZIIIIIIYIYXZIIIIIIIII (-0.010994896649180302+0j)
IIIIIIZZIIIIIIXZYYZIIIIIIIII (0.010994896649180302+0j)
IIIIIZIIIIIIIIYIYXZIIIIIIIII (-0.008867226504114013+0j)
IIIIIZIIIIIIIIXZYYZIIIIIIIII (0.008867226504114013+0j)
IIIIZZZIZIIIIIYIYXZIIIIIIIII (-0.00541932353910634+0j)
IIIIZZZIZIIIIIXZYYZIIIIIIIII (0.00541932353910634+0j)
IIIZIIIIIIIIIIYIYXZIIIIIIIII (-0.00028396653418916304+0j)
IIIZIIIIIIIIIIXZYYZIIIIIIIII (0.00028396653418916304+0j)
ZIXXIIIIIIIIIIYIYXZIIIIIIIII (-0.007891580340234591+0j)
IZYYIIIIIIIIIIYIYXZIIIIIIIII (-0.007891580340234591+0j)
ZIXXIIIIIIIIIIXZYYZIIIIIIIII (0.007891580340234591+0j)
IZYYIIIIIIIIIIXZYYZIIIIIIIII (0.007891580340234591+0j)
IIZZIIIIIIIIIIYIYXZIIIIIIIII (0.0027318990330158894+0j)
IIZZIIIIIIIIIIXZYYZIIIIIIIII (-0.0027318990330158894+0j)
IZIIIIIIIIIIIIYIYXZIIIIIIIII (-0.006379823944289438+0j)
IZIIIIIIIIIIIIXZYYZIIIIIIIII (0.006379823944289438+0j)
ZZZIIIIIIIIIIIYIYXZIIIIIIIII (-0.013224474064622195+0j)
ZZZIIIIIIIIIIIXZYYZIIIIIIIII (0.013224474064622195+0j)
IIIIIIIIIIIIIIIZZZZIIIIIIIII (0.08437263428119261+0j)
IIIIIIIIIIIIIIZZZZZIIIIIIIII (0.09298061609530985+0j)
IIIIIIIIIIIIIZIIZZZIIIIIIIII (0.12127887293042079+0j)
IIIIXIIIXIXYYXZIIZZIZIIIIIII (0.0018617570293533521+0j)
IIIIXIIIXIXXYYZIIZZIZIIIIIII (-0.0018617570293533521+0j)
IIIIXIIIYIIIYXZIIZZIZIIIIIII (-0.001632594734641597+0j)
IIIIXIIIXZZIYYZIIZZIZIIIIIII (0.001632594734641597+0j)
XIYIZIIIIIIIYXZIIZZIZIIIIIII (-0.0003235136471204827+0j)
XIXZZIIIIIIIYYZIIZZIZIIIIIII (0.0003235136471204827+0j)
IIIIIIIIIIIIZZZIIZZIZIIIIIII (0.12126262045979286+0j)
IIIIXIIIXIYIYZZIIZZIZIIIIIII (0.00046413921496712615+0j)
IIIIXIIIXIXZXIIIZZZIIIIIIIII (0.00046413921496712615+0j)
XIXYZIIIIIIIYZZIIZZIZIIIIIII (0.0007698416010695474+0j)
XIXXZIIIIIIIXIIIZZZIIIIIIIII (0.0007698416010695474+0j)
YIIIZIIIIIIIYZZIIZZIZIIIIIII (0.0032012872170822902+0j)
XZZIZIIIIIIIXIIIZZZIIIIIIIII (0.0032012872170822902+0j)
IIIIIIIIIIIZIIIIZZZIIIIIIIII (0.09420739305705457+0j)
IIIIIIIIZIXXIIIIZZZIIIIIIIII (0.0006320042320080502+0j)
IIIIIIIIIZYYIIIIZZZIIIIIIIII (0.0006320042320080502+0j)
XIYIYIIIXIXXIIIIZZZIIIIIIIII (-0.005690780067542763+0j)
XIXZYIIIXIXYIIIIZZZIIIIIIIII (0.005690780067542763+0j)
IIIIIIIIIIZZIIIIZZZIIIIIIIII (0.0969760766987437+0j)
XIXYYIIIXIXZIIIIZZZIIIIIIIII (-0.008767390686567986+0j)
XIXXYIIIXIYIIIIIZZZIIIIIIIII (0.008767390686567986+0j)
YIIIYIIIXIXZIIIIZZZIIIIIIIII (0.005038019374873066+0j)
XZZIYIIIXIYIIIIIZZZIIIIIIIII (-0.005038019374873066+0j)
IIIIIIIIIZIIIIIIZZZIIIIIIIII (0.09286178413506561+0j)
IIIIZIIIXXZIIIIIZZZIIIIIIIII (0.005117995839271863+0j)
IIIIIZZIYYZIIIIIZZZIIIIIIIII (0.005117995839271863+0j)
IIIIIIIIZZZIIIIIZZZIIIIIIIII (0.09748625943710847+0j)
XIYIYIIIXZZIIIIIZZZIIIIIIIII (-0.008947413850400812+0j)
XIXZYIIIYIIIIIIIZZZIIIIIIIII (0.008947413850400812+0j)
IIIIIIIZIIIIIIIIZZZIIIIIIIII (0.09357948118658861+0j)
XYZIYIXXZIIIIIIIZZZIIIIIIIII (-0.007029710309848319+0j)
XXZIYIXYZIIIIIIIZZZIIIIIIIII (0.007029710309848319+0j)
IIIIIIZZIIIIIIIIZZZIIIIIIIII (0.09437344413668572+0j)
IIIIIZIIIIIIIIIIZZZIIIIIIIII (0.09850149893454536+0j)
IIIIZZZIZIIIIIIIZZZIIIIIIIII (0.09287669260169663+0j)
IIIZIIIIIIIIIIIIZZZIIIIIIIII (0.09575727589251441+0j)
ZIXXIIIIIIIIIIIIZZZIIIIIIIII (-0.0027318990330158894+0j)
IZYYIIIIIIIIIIIIZZZIIIIIIIII (-0.0027318990330158894+0j)
IIZZIIIIIIIIIIIIZZZIIIIIIIII (0.0980082894215979+0j)
IZIIIIIIIIIIIIIIZZZIIIIIIIII (0.09736771085116856+0j)
ZZZIIIIIIIIIIIIIZZZIIIIIIIII (0.10343727128421779+0j)
IIIIXIXYZIIIYXYYXZZIZIIIIIII (0.0011925778509969088+0j)
IIIIXIXXZIIIYYYYXZZIZIIIIIII (-0.0011925778509969088+0j)
IIIIXIXYZIIIYXYXYIIIZIIIIIII (-0.0011925778509969088+0j)
IIIIXIXXZIIIYYYXYIIIZIIIIIII (0.0011925778509969088+0j)
XYZIZIIIIIIIYXYYXZZIZIIIIIII (0.002099711295473708+0j)
XXZIZIIIIIIIYYYYXZZIZIIIIIII (-0.002099711295473708+0j)
XYZIZIIIIIIIYXYXYIIIZIIIIIII (-0.002099711295473708+0j)
XXZIZIIIIIIIYYYXYIIIZIIIIIII (0.002099711295473708+0j)
IIIIXIIIXYZIYZYYXZZIZIIIIIII (0.0012564337824261856+0j)
IIIIXIIIXXZIXIXYYZZIIIIIIIII (0.0012564337824261856+0j)
IIIIXIIIXYZIYZYXYIIIZIIIIIII (-0.0012564337824261856+0j)
IIIIXIIIXXZIXIXXXIIIIIIIIIII (0.0012564337824261856+0j)
IIIIYIIIIIIIYZYYXZZIZIIIIIII (0.0015622520047984328+0j)
IIIIXZZIZIIIXIXYYZZIIIIIIIII (0.0015622520047984328+0j)
IIIIYIIIIIIIYZYXYIIIZIIIIIII (-0.0015622520047984328+0j)
IIIIXZZIZIIIXIXXXIIIIIIIIIII (0.0015622520047984328+0j)
IIIIIIXYYIXXIIXYYZZIIIIIIIII (0.009814882049530566+0j)
IIIIIIXXYIXYIIXYYZZIIIIIIIII (-0.009814882049530566+0j)
IIIIIIXYYIXXIIXXXIIIIIIIIIII (0.009814882049530566+0j)
IIIIIIXXYIXYIIXXXIIIIIIIIIII (-0.009814882049530566+0j)
XYZIYIIIXIXXIIXYYZZIIIIIIIII (0.0005286319439245291+0j)
XXZIYIIIXIXYIIXYYZZIIIIIIIII (-0.0005286319439245291+0j)
XYZIYIIIXIXXIIXXXIIIIIIIIIII (0.0005286319439245291+0j)
XXZIYIIIXIXYIIXXXIIIIIIIIIII (-0.0005286319439245291+0j)
IIIIIIIIIYYZIIXYYZZIIIIIIIII (0.012706370709618244+0j)
IIIIIIIIIXXIIIXYYZZIIIIIIIII (0.012706370709618244+0j)
IIIIIIIIIYYZIIXXXIIIIIIIIIII (0.012706370709618244+0j)
IIIIIIIIIXXIIIXXXIIIIIIIIIII (0.012706370709618244+0j)
IIIIZIIIXIXZIIXYYZZIIIIIIIII (0.005752470916384176+0j)
IIIIIZZIYIYIIIXYYZZIIIIIIIII (0.005752470916384176+0j)
IIIIZIIIXIXZIIXXXIIIIIIIIIII (0.005752470916384176+0j)
IIIIIZZIYIYIIIXXXIIIIIIIIIII (0.005752470916384176+0j)
XIXYYIIIXXZIIIXYYZZIIIIIIIII (-0.0065245938340475285+0j)
XIXXYIIIXYZIIIXYYZZIIIIIIIII (0.0065245938340475285+0j)
XIXYYIIIXXZIIIXXXIIIIIIIIIII (-0.0065245938340475285+0j)
XIXXYIIIXYZIIIXXXIIIIIIIIIII (0.0065245938340475285+0j)
YIIIYIIIXXZIIIXYYZZIIIIIIIII (0.0029469658901830034+0j)
XZZIYIIIXYZIIIXYYZZIIIIIIIII (-0.0029469658901830034+0j)
YIIIYIIIXXZIIIXXXIIIIIIIIIII (0.0029469658901830034+0j)
XZZIYIIIXYZIIIXXXIIIIIIIIIII (-0.0029469658901830034+0j)
IIIIIIXYYZZIIIXYYZZIIIIIIIII (0.010207757710388858+0j)
IIIIIIXXXIIIIIXYYZZIIIIIIIII (0.010207757710388858+0j)
IIIIIIXYYZZIIIXXXIIIIIIIIIII (0.010207757710388858+0j)
IIIIIIXXXIIIIIXXXIIIIIIIIIII (0.010207757710388858+0j)
XYZIYIIIXZZIIIXYYZZIIIIIIIII (-0.005117919074241375+0j)
XXZIYIIIYIIIIIXYYZZIIIIIIIII (0.005117919074241375+0j)
XYZIYIIIXZZIIIXXXIIIIIIIIIII (-0.005117919074241375+0j)
XXZIYIIIYIIIIIXXXIIIIIIIIIII (0.005117919074241375+0j)
XIYIYIXXZIIIIIXYYZZIIIIIIIII (-0.008564808869881514+0j)
XIXZYIXYZIIIIIXYYZZIIIIIIIII (0.008564808869881514+0j)
XIYIYIXXZIIIIIXXXIIIIIIIIIII (-0.008564808869881514+0j)
XIXZYIXYZIIIIIXXXIIIIIIIIIII (0.008564808869881514+0j)
XIXYYZZIZIIIIIXYYZZIIIIIIIII (0.01464233331522656+0j)
XIXXXIIIIIIIIIXYYZZIIIIIIIII (0.01464233331522656+0j)
XIXYYZZIZIIIIIXXXIIIIIIIIIII (0.01464233331522656+0j)
XIXXXIIIIIIIIIXXXIIIIIIIIIII (0.01464233331522656+0j)
YIIIYZZIZIIIIIXYYZZIIIIIIIII (-4.5903363635541516e-05+0j)
XZZIXIIIIIIIIIXYYZZIIIIIIIII (-4.5903363635541516e-05+0j)
YIIIYZZIZIIIIIXXXIIIIIIIIIII (-4.5903363635541516e-05+0j)
XZZIXIIIIIIIIIXXXIIIIIIIIIII (-4.5903363635541516e-05+0j)
IYYZIIIIIIIIIIXYYZZIIIIIIIII (0.012995076569975946+0j)
IXXIIIIIIIIIIIXYYZZIIIIIIIII (0.012995076569975946+0j)
IYYZIIIIIIIIIIXXXIIIIIIIIIII (0.012995076569975946+0j)
IXXIIIIIIIIIIIXXXIIIIIIIIIII (0.012995076569975946+0j)
IIIIIIIIIIIIZXXIXZZIZIIIIIII (-0.02525533577471289+0j)
IIIIIIIIIIIIIXYIYZZIIIIIIIII (-0.02525533577471289+0j)
IIIIIIIIIIIIZXYZYIIIZIIIIIII (-0.02525533577471289+0j)
IIIIIIIIIIIIIXXZXIIIIIIIIIII (-0.02525533577471289+0j)
IIIIXIIIXIYIYXXIXZZIZIIIIIII (0.00035027962301186074+0j)
IIIIXIIIXIXZYYXIXZZIZIIIIIII (-0.00035027962301186074+0j)
IIIIXIIIXIYIYXYZYIIIZIIIIIII (0.00035027962301186074+0j)
IIIIXIIIXIXZYYYZYIIIZIIIIIII (-0.00035027962301186074+0j)
XIXYZIIIIIIIYXXIXZZIZIIIIIII (0.00017057742292755814+0j)
XIXXZIIIIIIIYYXIXZZIZIIIIIII (-0.00017057742292755814+0j)
XIXYZIIIIIIIYXYZYIIIZIIIIIII (0.00017057742292755814+0j)
XIXXZIIIIIIIYYYZYIIIZIIIIIII (-0.00017057742292755814+0j)
YIIIZIIIIIIIYXXIXZZIZIIIIIII (-0.0026127203056988293+0j)
XZZIZIIIIIIIYYXIXZZIZIIIIIII (0.0026127203056988293+0j)
YIIIZIIIIIIIYXYZYIIIZIIIIIII (-0.0026127203056988293+0j)
XZZIZIIIIIIIYYYZYIIIZIIIIIII (0.0026127203056988293+0j)
IIIIXIIIXIXYYZXIXZZIZIIIIIII (-0.0007908725782759166+0j)
IIIIXIIIXIXXXIYIYZZIIIIIIIII (0.0007908725782759166+0j)
IIIIXIIIXIXYYZYZYIIIZIIIIIII (-0.0007908725782759166+0j)
IIIIXIIIXIXXXIXZXIIIIIIIIIII (0.0007908725782759166+0j)
IIIIXIIIYIIIYZXIXZZIZIIIIIII (0.001566632291106075+0j)
IIIIXIIIXZZIXIYIYZZIIIIIIIII (-0.001566632291106075+0j)
IIIIXIIIYIIIYZYZYIIIZIIIIIII (0.001566632291106075+0j)
IIIIXIIIXZZIXIXZXIIIIIIIIIII (-0.001566632291106075+0j)
