Jordan-Wigner mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IXZZZZZXIIIIIIZIIIIIIIIIIIII (-0.029936315541121833+0j)
IIIIIIZIIIIIIIZIIIIIIIIIIIII (0.13220104346909559+0j)
IIIIIZIIIIIIIIZIIIIIIIIIIIII (0.1329663713069885+0j)
IIIIZIIIIIIIIIZIIIIIIIIIIIII (0.11207596723018731+0j)
IIIZIIIIIIIIIIZIIIIIIIIIIIII (0.10435287015576672+0j)
YZZYIIIIIIIIIIZIIIIIIIIIIIII (-0.013224474064622195+0j)
XZZXIIIIIIIIIIZIIIIIIIIIIIII (-0.013224474064622195+0j)
IIZIIIIIIIIIIIZIIIIIIIIIIIII (0.10343727128421779+0j)
IZIIIIIIIIIIIIZIIIIIIIIIIIII (0.12239532961436697+0j)
ZIIIIIIIIIIIIIZIIIIIIIIIIIII (0.16072581668345243+0j)
IIIIIIIIIIIIZZIIIIIIIIIIIIII (0.0992524302529108+0j)
IIIIIIIIIIYZYZIIIIIIIIIIIIII (0.001208944169894914+0j)
IIIIIIIIIIXZXZIIIIIIIIIIIIII (0.001208944169894914+0j)
IIIYZZZZZZZZYZIIIIIIIIIIIIII (0.0008315092930533605+0j)
IIIXZZZZZZZZXZIIIIIIIIIIIIII (0.0008315092930533605+0j)
YZZZZZZZZZZZYZIIIIIIIIIIIIII (-0.004018631663877981+0j)
XZZZZZZZZZZZXZIIIIIIIIIIIIII (-0.004018631663877981+0j)
IIIIIIIIIIIZIZIIIIIIIIIIIIII (0.14484152548946946+0j)
IIIIIIIIYZZYIZIIIIIIIIIIIIII (0.026607424959019084+0j)
IIIIIIIIXZZXIZIIIIIIIIIIIIII (0.026607424959019084+0j)
IIYZZZZZZZZYIZIIIIIIIIIIIIII (-0.017940745644012247+0j)
IIXZZZZZZZZXIZIIIIIIIIIIIIII (-0.017940745644012247+0j)
IIIIIIIIIIZIIZIIIIIIIIIIIIII (0.11722046481278132+0j)
IIIYZZZZZZYIIZIIIIIIIIIIIIII (-0.03428044867262285+0j)
IIIXZZZZZZXIIZIIIIIIIIIIIIII (-0.03428044867262285+0j)
YZZZZZZZZZYIIZIIIIIIIIIIIIII (0.0015103355904811063+0j)
XZZZZZZZZZXIIZIIIIIIIIIIIIII (0.0015103355904811063+0j)
IIIIIIIIIZIIIZIIIIIIIIIIIIII (0.11866071835670451+0j)
IIIIYZZZZYIIIZIIIIIIIIIIIIII (-0.038146416284262456+0j)
IIIIXZZZZXIIIZIIIIIIIIIIIIII (-0.038146416284262456+0j)
IIIIIIIIZIIIIZIIIIIIIIIIIIII (0.13757863091797984+0j)
IIYZZZZZYIIIIZIIIIIIIIIIIIII (-0.02933410931815437+0j)
IIXZZZZZXIIIIZIIIIIIIIIIIIII (-0.02933410931815437+0j)
IIIIIIIZIIIIIZIIIIIIIIIIIIII (0.11057122389797543+0j)
IYZZZZZYIIIIIZIIIIIIIIIIIIII (-0.040901423095982964+0j)
IXZZZZZXIIIIIZIIIIIIIIIIIIII (-0.040901423095982964+0j)
IIIIIIZIIIIIIZIIIIIIIIIIIIII (0.14660057229661758+0j)
IIIIIZIIIIIIIZIIIIIIIIIIIIII (0.1540681215927093+0j)
IIIIZIIIIIIIIZIIIIIIIIIIIIII (0.12261724326116195+0j)
IIIZIIIIIIIIIZIIIIIIIIIIIIII (0.11652764067514892+0j)
YZZYIIIIIIIIIZIIIIIIIIIIIIII (-0.012437072137702138+0j)
XZZXIIIIIIIIIZIIIIIIIIIIIIII (-0.012437072137702138+0j)
IIZIIIIIIIIIIZIIIIIIIIIIIIII (0.11703161686162555+0j)
IZIIIIIIIIIIIZIIIIIIIIIIIIII (0.14194626830700907+0j)
ZIIIIIIIIIIIIZIIIIIIIIIIIIII (0.18253996961602353+0j)
IIIIIIIIIIIYIYIIIIIIIIIIIIII (-0.0006724759879068593+0j)
IIIIIIIIIIIXIXIIIIIIIIIIIIII (-0.0006724759879068593+0j)
IIIIIIIIYZZZIYIIIIIIIIIIIIII (0.002858811136751116+0j)
IIIIIIIIXZZZIXIIIIIIIIIIIIII (0.002858811136751116+0j)
IIYZZZZZZZZZIYIIIIIIIIIIIIII (0.0021542400204621406+0j)
IIXZZZZZZZZZIXIIIIIIIIIIIIII (0.0021542400204621406+0j)
IIIIIIIIIIYYYYIIIIIIIIIIIIII (0.0363090041289108+0j)
IIIIIIIIIIXXYYIIIIIIIIIIIIII (0.036324117101077524+0j)
IIIIIIIIIIYXXYIIIIIIIIIIIIII (-1.5112972166724144e-05+0j)
IIIIIIIIIIXYYXIIIIIIIIIIIIII (-1.5112972166724144e-05+0j)
IIIIIIIIIIYYXXIIIIIIIIIIIIII (0.036324117101077524+0j)
IIIIIIIIIIXXXXIIIIIIIIIIIIII (0.0363090041289108+0j)
IIIYZZZZZZZYYYIIIIIIIIIIIIII (0.02659772825619701+0j)
IIIXZZZZZZZXYYIIIIIIIIIIIIII (0.026608013056609977+0j)
IIIYZZZZZZZXXYIIIIIIIIIIIIII (-1.0284800412967837e-05+0j)
IIIXZZZZZZZYYXIIIIIIIIIIIIII (-1.0284800412967837e-05+0j)
IIIYZZZZZZZYXXIIIIIIIIIIIIII (0.026608013056609977+0j)
IIIXZZZZZZZXXXIIIIIIIIIIIIII (0.02659772825619701+0j)
YZZZZZZZZZZYYYIIIIIIIIIIIIII (0.0289729653112622+0j)
XZZZZZZZZZZXYYIIIIIIIIIIIIII (0.0289287700459889+0j)
YZZZZZZZZZZXXYIIIIIIIIIIIIII (4.419526527330714e-05+0j)
XZZZZZZZZZZYYXIIIIIIIIIIIIII (4.419526527330714e-05+0j)
YZZZZZZZZZZYXXIIIIIIIIIIIIII (0.0289287700459889+0j)
XZZZZZZZZZZXXXIIIIIIIIIIIIII (0.0289729653112622+0j)
IIIIIIIIYZYIYYIIIIIIIIIIIIII (0.030585734542066482+0j)
IIIIIIIIXZXIYYIIIIIIIIIIIIII (0.030654881630832395+0j)
IIIIIIIIYZXIXYIIIIIIIIIIIIII (-6.91470887659129e-05+0j)
IIIIIIIIXZYIYXIIIIIIIIIIIIII (-6.91470887659129e-05+0j)
IIIIIIIIYZYIXXIIIIIIIIIIIIII (0.030654881630832395+0j)
IIIIIIIIXZXIXXIIIIIIIIIIIIII (0.030585734542066482+0j)
IIYZZZZZZZYIYYIIIIIIIIIIIIII (0.0257978797982777+0j)
IIXZZZZZZZXIYYIIIIIIIIIIIIII (0.025850877247775683+0j)
IIYZZZZZZZXIXYIIIIIIIIIIIIII (-5.299744949797784e-05+0j)
IIXZZZZZZZYIYXIIIIIIIIIIIIII (-5.299744949797784e-05+0j)
IIYZZZZZZZYIXXIIIIIIIIIIIIII (0.025850877247775683+0j)
IIXZZZZZZZXIXXIIIIIIIIIIIIII (0.0257978797982777+0j)
IIIIIIIYZYIIYYIIIIIIIIIIIIII (0.03975643253618253+0j)
IIIIIIIXZXIIYYIIIIIIIIIIIIII (0.03970731830308794+0j)
IIIIIIIYZXIIXYIIIIIIIIIIIIII (4.9114233094599453e-05+0j)
IIIIIIIXZYIIYXIIIIIIIIIIIIII (4.9114233094599453e-05+0j)
IIIIIIIYZYIIXXIIIIIIIIIIIIII (0.03970731830308794+0j)
IIIIIIIXZXIIXXIIIIIIIIIIIIII (0.03975643253618253+0j)
IYZZZZZZZYIIYYIIIIIIIIIIIIII (0.02956208851715681+0j)
IXZZZZZZZXIIYYIIIIIIIIIIIIII (0.029475513237048143+0j)
IYZZZZZZZXIIXYIIIIIIIIIIIIII (8.657528010866389e-05+0j)
IXZZZZZZZYIIYXIIIIIIIIIIIIII (8.657528010866389e-05+0j)
IYZZZZZZZYIIXXIIIIIIIIIIIIII (0.029475513237048143+0j)
IXZZZZZZZXIIXXIIIIIIIIIIIIII (0.02956208851715681+0j)
IIIYZZZZYIIIYYIIIIIIIIIIIIII (0.003624583657765087+0j)
IIIXZZZZXIIIYYIIIIIIIIIIIIII (0.003578080492161866+0j)
IIIYZZZZXIIIXYIIIIIIIIIIIIII (4.650316560322128e-05+0j)
IIIXZZZZYIIIYXIIIIIIIIIIIIII (4.650316560322128e-05+0j)
IIIYZZZZYIIIXXIIIIIIIIIIIIII (0.003578080492161866+0j)
IIIXZZZZXIIIXXIIIIIIIIIIIIII (0.003624583657765087+0j)
YZZZZZZZYIIIYYIIIIIIIIIIIIII (-0.048746378065021405+0j)
XZZZZZZZXIIIYYIIIIIIIIIIIIII (-0.04852864406189061+0j)
YZZZZZZZXIIIXYIIIIIIIIIIIIII (-0.00021773400313078017+0j)
XZZZZZZZYIIIYXIIIIIIIIIIIIII (-0.00021773400313078017+0j)
YZZZZZZZYIIIXXIIIIIIIIIIIIII (-0.04852864406189061+0j)
XZZZZZZZXIIIXXIIIIIIIIIIIIII (-0.048746378065021405+0j)
IIIIYZZYIIIIYYIIIIIIIIIIIIII (0.013669549949904292+0j)
IIIIXZZXIIIIYYIIIIIIIIIIIIII (0.01373299876639061+0j)
IIIIYZZXIIIIXYIIIIIIIIIIIIII (-6.344881648631976e-05+0j)
IIIIXZZYIIIIYXIIIIIIIIIIIIII (-6.344881648631976e-05+0j)
IIIIYZZYIIIIXXIIIIIIIIIIIIII (0.01373299876639061+0j)
IIIIXZZXIIIIXXIIIIIIIIIIIIII (0.013669549949904292+0j)
IIIIIYYIIIIIYYIIIIIIIIIIIIII (-0.05988561582161427+0j)
IIIIIXXIIIIIYYIIIIIIIIIIIIII (-0.05975824877494101+0j)
IIIIIYXIIIIIXYIIIIIIIIIIIIII (-0.00012736704667325877+0j)
IIIIIXYIIIIIYXIIIIIIIIIIIIII (-0.00012736704667325877+0j)
IIIIIYYIIIIIXXIIIIIIIIIIIIII (-0.05975824877494101+0j)
IIIIIXXIIIIIXXIIIIIIIIIIIIII (-0.05988561582161427+0j)
IYZZYIIIIIIIYYIIIIIIIIIIIIII (0.05069893883223142+0j)
IXZZXIIIIIIIYYIIIIIIIIIIIIII (0.05058685608527069+0j)
IYZZXIIIIIIIXYIIIIIIIIIIIIII (0.0001120827469607141+0j)
IXZZYIIIIIIIYXIIIIIIIIIIIIII (0.0001120827469607141+0j)
IYZZYIIIIIIIXXIIIIIIIIIIIIII (0.05058685608527069+0j)
IXZZXIIIIIIIXXIIIIIIIIIIIIII (0.05069893883223142+0j)
IIYYIIIIIIIIYYIIIIIIIIIIIIII (0.044148599172450294+0j)
IIXXIIIIIIIIYYIIIIIIIIIIIIII (0.04418408008725487+0j)
IIYXIIIIIIIIXYIIIIIIIIIIIIII (-3.548091480456289e-05+0j)
IIXYIIIIIIIIYXIIIIIIIIIIIIII (-3.548091480456289e-05+0j)
IIYYIIIIIIIIXXIIIIIIIIIIIIII (0.04418408008725487+0j)
IIXXIIIIIIIIXXIIIIIIIIIIIIII (0.044148599172450294+0j)
YZYIIIIIIIIIYYIIIIIIIIIIIIII (-0.025587886416171792+0j)
XZXIIIIIIIIIYYIIIIIIIIIIIIII (-0.025417406092915915+0j)
YZXIIIIIIIIIXYIIIIIIIIIIIIII (-0.0001704803232558754+0j)
XZYIIIIIIIIIYXIIIIIIIIIIIIII (-0.0001704803232558754+0j)
YZYIIIIIIIIIXXIIIIIIIIIIIIII (-0.025417406092915915+0j)
XZXIIIIIIIIIXXIIIIIIIIIIIIII (-0.025587886416171792+0j)
IIIIIIIIYZZIZYIIIIIIIIIIIIII (0.0019636389740363925+0j)
IIIIIIIIXZZIZXIIIIIIIIIIIIII (0.0019636389740363925+0j)
IIYZZZZZZZZIZYIIIIIIIIIIIIII (0.0018911945094064225+0j)
IIXZZZZZZZZIZXIIIIIIIIIIIIII (0.0018911945094064225+0j)
IIIIIIIIIIZYZYIIIIIIIIIIIIII (0.0011941265149544862+0j)
IIIIIIIIIIZXZXIIIIIIIIIIIIII (0.0011941265149544862+0j)
IIIYZZZZZZYYZYIIIIIIIIIIIIII (-0.0008260003169502966+0j)
IIIXZZZZZZXYZYIIIIIIIIIIIIII (-0.0004631901775321587+0j)
IIIYZZZZZZXXZYIIIIIIIIIIIIII (-0.00036281013941813793+0j)
IIIXZZZZZZYYZXIIIIIIIIIIIIII (-0.00036281013941813793+0j)
IIIYZZZZZZYXZXIIIIIIIIIIIIII (-0.0004631901775321587+0j)
IIIXZZZZZZXXZXIIIIIIIIIIIIII (-0.0008260003169502966+0j)
YZZZZZZZZZYYZYIIIIIIIIIIIIII (0.002894000307599551+0j)
XZZZZZZZZZXYZYIIIIIIIIIIIIII (0.002032504813768451+0j)
YZZZZZZZZZXXZYIIIIIIIIIIIIII (0.0008614954938311009+0j)
XZZZZZZZZZYYZXIIIIIIIIIIIIII (0.0008614954938311009+0j)
YZZZZZZZZZYXZXIIIIIIIIIIIIII (0.002032504813768451+0j)
XZZZZZZZZZXXZXIIIIIIIIIIIIII (0.002894000307599551+0j)
IIIIIIIIIZIYZYIIIIIIIIIIIIII (0.0027408347543803626+0j)
IIIIIIIIIZIXZXIIIIIIIIIIIIII (0.0027408347543803626+0j)
IIIIYZZZZYIYZYIIIIIIIIIIIIII (-0.003278371810179915+0j)
IIIIXZZZZXIYZYIIIIIIIIIIIIII (-0.002045980901191115+0j)
IIIIYZZZZXIXZYIIIIIIIIIIIIII (-0.0012323909089888+0j)
IIIIXZZZZYIYZXIIIIIIIIIIIIII (-0.0012323909089888+0j)
IIIIYZZZZYIXZXIIIIIIIIIIIIII (-0.002045980901191115+0j)
IIIIXZZZZXIXZXIIIIIIIIIIIIII (-0.003278371810179915+0j)
IIIIIIIIZIIYZYIIIIIIIIIIIIII (0.003992938347817158+0j)
IIIIIIIIZIIXZXIIIIIIIIIIIIII (0.003992938347817158+0j)
IIYZZZZZYIIYZYIIIIIIIIIIIIII (-0.003602673852903523+0j)
IIXZZZZZXIIYZYIIIIIIIIIIIIII (-0.0017904731970764289+0j)
IIYZZZZZXIIXZYIIIIIIIIIIIIII (-0.0018122006558270935+0j)
IIXZZZZZYIIYZXIIIIIIIIIIIIII (-0.0018122006558270935+0j)
IIYZZZZZYIIXZXIIIIIIIIIIIIII (-0.0017904731970764289+0j)
IIXZZZZZXIIXZXIIIIIIIIIIIIII (-0.003602673852903523+0j)
IIIIIIIZIIIYZYIIIIIIIIIIIIII (0.001994752992020561+0j)
IIIIIIIZIIIXZXIIIIIIIIIIIIII (0.001994752992020561+0j)
IYZZZZZYIIIYZYIIIIIIIIIIIIII (-0.0032071983531155703+0j)
IXZZZZZXIIIYZYIIIIIIIIIIIIII (-0.002205854231104582+0j)
IYZZZZZXIIIXZYIIIIIIIIIIIIII (-0.001001344122010989+0j)
IXZZZZZYIIIYZXIIIIIIIIIIIIII (-0.001001344122010989+0j)
IYZZZZZYIIIXZXIIIIIIIIIIIIII (-0.002205854231104582+0j)
IXZZZZZXIIIXZXIIIIIIIIIIIIII (-0.0032071983531155703+0j)
IIIIIIZIIIIYZYIIIIIIIIIIIIII (0.004522056396431708+0j)
IIIIIIZIIIIXZXIIIIIIIIIIIIII (0.004522056396431708+0j)
IIIIIZIIIIIYZYIIIIIIIIIIIIII (0.004754542187840551+0j)
IIIIIZIIIIIXZXIIIIIIIIIIIIII (0.004754542187840551+0j)
IIIIZIIIIIIYZYIIIIIIIIIIIIII (0.0028703010299860423+0j)
IIIIZIIIIIIXZXIIIIIIIIIIIIII (0.0028703010299860423+0j)
IIIZIIIIIIIYZYIIIIIIIIIIIIII (0.0006045565602355136+0j)
IIIZIIIIIIIXZXIIIIIIIIIIIIII (0.0006045565602355136+0j)
YZZYIIIIIIIYZYIIIIIIIIIIIIII (0.0012593149683562982+0j)
XZZXIIIIIIIYZYIIIIIIIIIIIIII (0.0017245293999978806+0j)
YZZXIIIIIIIXZYIIIIIIIIIIIIII (-0.0004652144316415821+0j)
XZZYIIIIIIIYZXIIIIIIIIIIIIII (-0.0004652144316415821+0j)
YZZYIIIIIIIXZXIIIIIIIIIIIIII (0.0017245293999978806+0j)
XZZXIIIIIIIXZXIIIIIIIIIIIIII (0.0012593149683562982+0j)
IIZIIIIIIIIYZYIIIIIIIIIIIIII (0.0019272699721709589+0j)
IIZIIIIIIIIXZXIIIIIIIIIIIIII (0.0019272699721709589+0j)
IZIIIIIIIIIYZYIIIIIIIIIIIIII (0.004184734878504739+0j)
IZIIIIIIIIIXZXIIIIIIIIIIIIII (0.004184734878504739+0j)
ZIIIIIIIIIIYZYIIIIIIIIIIIIII (0.0043663903776252014+0j)
ZIIIIIIIIIIXZXIIIIIIIIIIIIII (0.0043663903776252014+0j)
IIIIIIIIYZIZZYIIIIIIIIIIIIII (-0.0006453938135316233+0j)
IIIIIIIIXZIZZXIIIIIIIIIIIIII (-0.0006453938135316233+0j)
IIYZZZZZZZIZZYIIIIIIIIIIIIII (-0.0005047130649931577+0j)
IIXZZZZZZZIZZXIIIIIIIIIIIIII (-0.0005047130649931577+0j)
IIIIIIIYZYYZZYIIIIIIIIIIIIII (-0.0013118949909981731+0j)
IIIIIIIXZXYZZYIIIIIIIIIIIIII (-0.001791089745757487+0j)
IIIIIIIYZXXZZYIIIIIIIIIIIIII (0.0004791947547593137+0j)
IIIIIIIXZYYZZXIIIIIIIIIIIIII (0.0004791947547593137+0j)
IIIIIIIYZYXZZXIIIIIIIIIIIIII (-0.001791089745757487+0j)
IIIIIIIXZXXZZXIIIIIIIIIIIIII (-0.0013118949909981731+0j)
IYZZZZZZZYYZZYIIIIIIIIIIIIII (-0.003144244195337647+0j)
IXZZZZZZZXYZZYIIIIIIIIIIIIII (-0.0018247051562445458+0j)
IYZZZZZZZXXZZYIIIIIIIIIIIIII (-0.0013195390390931022+0j)
IXZZZZZZZYYZZXIIIIIIIIIIIIII (-0.0013195390390931022+0j)
IYZZZZZZZYXZZXIIIIIIIIIIIIII (-0.0018247051562445458+0j)
IXZZZZZZZXXZZXIIIIIIIIIIIIII (-0.003144244195337647+0j)
IIIYZZZZYIYZZYIIIIIIIIIIIIII (-3.5699439815319647e-05+0j)
IIIXZZZZXIYZZYIIIIIIIIIIIIII (-0.00028815000497194607+0j)
IIIYZZZZXIXZZYIIIIIIIIIIIIII (0.00025245056515662645+0j)
IIIXZZZZYIYZZXIIIIIIIIIIIIII (0.00025245056515662645+0j)
IIIYZZZZYIXZZXIIIIIIIIIIIIII (-0.00028815000497194607+0j)
IIIXZZZZXIXZZXIIIIIIIIIIIIII (-3.5699439815319647e-05+0j)
YZZZZZZZYIYZZYIIIIIIIIIIIIII (0.004698320929799772+0j)
XZZZZZZZXIYZZYIIIIIIIIIIIIII (0.0028195929469326765+0j)
YZZZZZZZXIXZZYIIIIIIIIIIIIII (0.0018787279828670958+0j)
XZZZZZZZYIYZZXIIIIIIIIIIIIII (0.0018787279828670958+0j)
YZZZZZZZYIXZZXIIIIIIIIIIIIII (0.0028195929469326765+0j)
XZZZZZZZXIXZZXIIIIIIIIIIIIII (0.004698320929799772+0j)
IIIIYZZYIIYZZYIIIIIIIIIIIIII (-0.00298164715807295+0j)
IIIIXZZXIIYZZYIIIIIIIIIIIIII (-0.0012166270173866462+0j)
IIIIYZZXIIXZZYIIIIIIIIIIIIII (-0.0017650201406863028+0j)
IIIIXZZYIIYZZXIIIIIIIIIIIIII (-0.0017650201406863028+0j)
IIIIYZZYIIXZZXIIIIIIIIIIIIII (-0.0012166270173866462+0j)
IIIIXZZXIIXZZXIIIIIIIIIIIIII (-0.00298164715807295+0j)
IIIIIYYIIIYZZYIIIIIIIIIIIIII (0.002980545771971477+0j)
IIIIIXXIIIYZZYIIIIIIIIIIIIII (0.0033499352175445497+0j)
IIIIIYXIIIXZZYIIIIIIIIIIIIII (-0.00036938944557307325+0j)
IIIIIXYIIIYZZXIIIIIIIIIIIIII (-0.00036938944557307325+0j)
IIIIIYYIIIXZZXIIIIIIIIIIIIII (0.0033499352175445497+0j)
IIIIIXXIIIXZZXIIIIIIIIIIIIII (0.002980545771971477+0j)
IYZZYIIIIIYZZYIIIIIIIIIIIIII (-0.0017154000957741065+0j)
IXZZXIIIIIYZZYIIIIIIIIIIIIII (-0.002124525837006175+0j)
IYZZXIIIIIXZZYIIIIIIIIIIIIII (0.0004091257412320681+0j)
IXZZYIIIIIYZZXIIIIIIIIIIIIII (0.0004091257412320681+0j)
IYZZYIIIIIXZZXIIIIIIIIIIIIII (-0.002124525837006175+0j)
IXZZXIIIIIXZZXIIIIIIIIIIIIII (-0.0017154000957741065+0j)
IIYYIIIIIIYZZYIIIIIIIIIIIIII (0.00032475785800554325+0j)
IIXXIIIIIIYZZYIIIIIIIIIIIIII (0.0005226829709682867+0j)
IIYXIIIIIIXZZYIIIIIIIIIIIIII (-0.00019792511296274343+0j)
IIXYIIIIIIYZZXIIIIIIIIIIIIII (-0.00019792511296274343+0j)
IIYYIIIIIIXZZXIIIIIIIIIIIIII (0.0005226829709682867+0j)
IIXXIIIIIIXZZXIIIIIIIIIIIIII (0.00032475785800554325+0j)
YZYIIIIIIIYZZYIIIIIIIIIIIIII (0.002682022470166945+0j)
XZXIIIIIIIYZZYIIIIIIIIIIIIII (0.0012607377828541568+0j)
YZXIIIIIIIXZZYIIIIIIIIIIIIII (0.0014212846873127875+0j)
XZYIIIIIIIYZZXIIIIIIIIIIIIII (0.0014212846873127875+0j)
YZYIIIIIIIXZZXIIIIIIIIIIIIII (0.0012607377828541568+0j)
XZXIIIIIIIXZZXIIIIIIIIIIIIII (0.002682022470166945+0j)
IIIIIIIIYIZZZYIIIIIIIIIIIIII (0.0007452601965299669+0j)
IIIIIIIIXIZZZXIIIIIIIIIIIIII (0.0007452601965299669+0j)
IIYZZZZZZIZZZYIIIIIIIIIIIIII (0.000921285193729777+0j)
IIXZZZZZZIZZZXIIIIIIIIIIIIII (0.000921285193729777+0j)
IIIIYZZZYYZZZYIIIIIIIIIIIIII (-0.0012237967087437812+0j)
IIIIXZZZXYZZZYIIIIIIIIIIIIII (0.0001236040528911284+0j)
IIIIYZZZXXZZZYIIIIIIIIIIIIII (-0.00134740076163491+0j)
IIIIXZZZYYZZZXIIIIIIIIIIIIII (-0.00134740076163491+0j)
IIIIYZZZYXZZZXIIIIIIIIIIIIII (0.0001236040528911284+0j)
IIIIXZZZXXZZZXIIIIIIIIIIIIII (-0.0012237967087437812+0j)
IIIYZZZYIYZZZYIIIIIIIIIIIIII (0.000507095507592599+0j)
IIIXZZZXIYZZZYIIIIIIIIIIIIII (-0.0001817361656050196+0j)
IIIYZZZXIXZZZYIIIIIIIIIIIIII (0.0006888316731976185+0j)
IIIXZZZYIYZZZXIIIIIIIIIIIIII (0.0006888316731976185+0j)
IIIYZZZYIXZZZXIIIIIIIIIIIIII (-0.0001817361656050196+0j)
IIIXZZZXIXZZZXIIIIIIIIIIIIII (0.000507095507592599+0j)
YZZZZZZYIYZZZYIIIIIIIIIIIIII (0.003074242297719132+0j)
XZZZZZZXIYZZZYIIIIIIIIIIIIII (0.00017653156172173952+0j)
YZZZZZZXIXZZZYIIIIIIIIIIIIII (0.0028977107359973928+0j)
XZZZZZZYIYZZZXIIIIIIIIIIIIII (0.0028977107359973928+0j)
YZZZZZZYIXZZZXIIIIIIIIIIIIII (0.00017653156172173952+0j)
XZZZZZZXIXZZZXIIIIIIIIIIIIII (0.003074242297719132+0j)
IIYZYIIIIYZZZYIIIIIIIIIIIIII (0.002531162487640066+0j)
IIXZXIIIIYZZZYIIIIIIIIIIIIII (0.0010373792196773236+0j)
IIYZXIIIIXZZZYIIIIIIIIIIIIII (0.001493783267962743+0j)
IIXZYIIIIYZZZXIIIIIIIIIIIIII (0.001493783267962743+0j)
IIYZYIIIIXZZZXIIIIIIIIIIIIII (0.0010373792196773236+0j)
IIXZXIIIIXZZZXIIIIIIIIIIIIII (0.002531162487640066+0j)
IYZYIIIIIYZZZYIIIIIIIIIIIIII (0.0009962274067001876+0j)
IXZXIIIIIYZZZYIIIIIIIIIIIIII (0.00284896413061915+0j)
IYZXIIIIIXZZZYIIIIIIIIIIIIII (-0.0018527367239189623+0j)
IXZYIIIIIYZZZXIIIIIIIIIIIIII (-0.0018527367239189623+0j)
IYZYIIIIIXZZZXIIIIIIIIIIIIII (0.00284896413061915+0j)
IXZXIIIIIXZZZXIIIIIIIIIIIIII (0.0009962274067001876+0j)
YYIIIIIIIYZZZYIIIIIIIIIIIIII (0.002008740437687497+0j)
XXIIIIIIIYZZZYIIIIIIIIIIIIII (-4.970832126257739e-05+0j)
YXIIIIIIIXZZZYIIIIIIIIIIIIII (0.002058448758950075+0j)
XYIIIIIIIYZZZXIIIIIIIIIIIIII (0.002058448758950075+0j)
YYIIIIIIIXZZZXIIIIIIIIIIIIII (-4.970832126257739e-05+0j)
XXIIIIIIIXZZZXIIIIIIIIIIIIII (0.002008740437687497+0j)
IIYZZZZZIZZZZYIIIIIIIIIIIIII (0.0023622875309333856+0j)
IIXZZZZZIZZZZXIIIIIIIIIIIIII (0.0023622875309333856+0j)
IIIIIIIZYZZZZYIIIIIIIIIIIIII (0.00035715838104382594+0j)
IIIIIIIZXZZZZXIIIIIIIIIIIIII (0.00035715838104382594+0j)
IYZZZZZYYZZZZYIIIIIIIIIIIIII (-0.0013815029763263908+0j)
IXZZZZZXYZZZZYIIIIIIIIIIIIII (-0.000275816795482256+0j)
IYZZZZZXXZZZZYIIIIIIIIIIIIII (-0.0011056861808441348+0j)
IXZZZZZYYZZZZXIIIIIIIIIIIIII (-0.0011056861808441348+0j)
IYZZZZZYXZZZZXIIIIIIIIIIIIII (-0.000275816795482256+0j)
IXZZZZZXXZZZZXIIIIIIIIIIIIII (-0.0013815029763263908+0j)
IIIIIIZIYZZZZYIIIIIIIIIIIIII (0.0007644135170740674+0j)
IIIIIIZIXZZZZXIIIIIIIIIIIIII (0.0007644135170740674+0j)
IIIIIZIIYZZZZYIIIIIIIIIIIIII (0.0007223685294074027+0j)
IIIIIZIIXZZZZXIIIIIIIIIIIIII (0.0007223685294074027+0j)
IIIIZIIIYZZZZYIIIIIIIIIIIIII (-0.0002360386928981948+0j)
IIIIZIIIXZZZZXIIIIIIIIIIIIII (-0.0002360386928981948+0j)
IIIZIIIIYZZZZYIIIIIIIIIIIIII (-0.00047052930842925514+0j)
IIIZIIIIXZZZZXIIIIIIIIIIIIII (-0.00047052930842925514+0j)
YZZYIIIIYZZZZYIIIIIIIIIIIIII (-0.0002766312070883489+0j)
XZZXIIIIYZZZZYIIIIIIIIIIIIII (-0.003434679269757564+0j)
YZZXIIIIXZZZZYIIIIIIIIIIIIII (0.0031580480626692154+0j)
XZZYIIIIYZZZZXIIIIIIIIIIIIII (0.0031580480626692154+0j)
YZZYIIIIXZZZZXIIIIIIIIIIIIII (-0.003434679269757564+0j)
XZZXIIIIXZZZZXIIIIIIIIIIIIII (-0.0002766312070883489+0j)
IIZIIIIIYZZZZYIIIIIIIIIIIIII (-0.001402391536140871+0j)
IIZIIIIIXZZZZXIIIIIIIIIIIIII (-0.001402391536140871+0j)
IZIIIIIIYZZZZYIIIIIIIIIIIIII (0.00019328131601658444+0j)
IZIIIIIIXZZZZXIIIIIIIIIIIIII (0.00019328131601658444+0j)
ZIIIIIIIYZZZZYIIIIIIIIIIIIII (0.004034273084467599+0j)
ZIIIIIIIXZZZZXIIIIIIIIIIIIII (0.004034273084467599+0j)
IIYZZZZIZZZZZYIIIIIIIIIIIIII (0.0005175062327913622+0j)
IIXZZZZIZZZZZXIIIIIIIIIIIIII (0.0005175062327913622+0j)
IIIYYIIYZZZZZYIIIIIIIIIIIIII (0.0020117257871433117+0j)
IIIXXIIYZZZZZYIIIIIIIIIIIIII (0.0008057921030530617+0j)
IIIYXIIXZZZZZYIIIIIIIIIIIIII (0.00120593368409025+0j)
IIIXYIIYZZZZZXIIIIIIIIIIIIII (0.00120593368409025+0j)
