Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-54.90718292900202+0j)
IIIIIIIXIIIYYXIIII (-0.002874620693338857+0j)
IIIIIIZXZIIXYYIIII (-0.002874620693338857+0j)
IIIIIIIXIIIXYYIIII (0.002874620693338857+0j)
YIYIIIXXZIZYYXIIII (0.0026593691021718356+0j)
XZYIIIXYZIZYYXIIII (-0.0026593691021718356+0j)
YIYIIIXXZIZXYYIIII (-0.0026593691021718356+0j)
XZYIIIXYZIZXYYIIII (0.0026593691021718356+0j)
IIIYZIYZZIIYYXIIII (-0.004121160064885532+0j)
IIIXZIXIIIIYYXIIII (-0.004121160064885532+0j)
IIIYZIYZZIIXYYIIII (0.004121160064885532+0j)
IIIXZIXIIIIXYYIIII (0.004121160064885532+0j)
IIZIXXZIIIZYYXIIII (0.004635174120183023+0j)
IIIZYYIIIIIYYXIIII (0.004635174120183023+0j)
IIZIXXZIIIZXYYIIII (-0.004635174120183023+0j)
IIIZYYIIIIIXYYIIII (-0.004635174120183023+0j)
XYYIXXZIIIZYYXIIII (-0.004301879839516101+0j)
XXYIXYZIIIZYYXIIII (0.004301879839516101+0j)
XYYIXXZIIIZXYYIIII (0.004301879839516101+0j)
XXYIXYZIIIZXYYIIII (-0.004301879839516101+0j)
IIZIXZZIIIZYYXIIII (-0.0052905645432493095+0j)
IIIZXIIIIIIYYXIIII (0.0052905645432493095+0j)
IIZIXZZIIIZXYYIIII (0.0052905645432493095+0j)
IIIZXIIIIIIXYYIIII (-0.0052905645432493095+0j)
XYYIXZZIIIZYYXIIII (0.004635174120183014+0j)
XXYIYIZIIIZYYXIIII (-0.004635174120183014+0j)
XYYIXZZIIIZXYYIIII (-0.004635174120183014+0j)
XXYIYIZIIIZXYYIIII (0.004635174120183014+0j)
YIYXZIZIIIZYYXIIII (-0.0027128916459019793+0j)
XZYYZIZIIIZYYXIIII (0.0027128916459019793+0j)
YIYXZIZIIIZXYYIIII (0.0027128916459019793+0j)
XZYYZIZIIIZXYYIIII (-0.0027128916459019793+0j)
IIIIIIIYYZZIXXZIII (0.00198606213135357+0j)
IIIIIIIXXIZIXXZIII (0.00198606213135357+0j)
IIIIIIIYYZIZYYIIII (0.00198606213135357+0j)
IIIIIIIXXIIZYYIIII (0.00198606213135357+0j)
IIIYZIYIXZZIXXZIII (-0.0007681978218046154+0j)
IIIXZIYIYIZIXXZIII (0.0007681978218046154+0j)
IIIYZIYIXZIZYYIIII (-0.0007681978218046154+0j)
IIIXZIYIYIIZYYIIII (0.0007681978218046154+0j)
IIIIIIZXZIZIXXZIII (-0.02695372426172868+0j)
IIIIIIIXIIZIXXZIII (0.02695372426172868+0j)
IIIIIIZXZIIZYYIIII (-0.02695372426172868+0j)
IIIIIIIXIIIZYYIIII (0.02695372426172868+0j)
YIYIIIXXZIIIXXZIII (-0.02493542944855265+0j)
XZYIIIXYZIIIXXZIII (0.02493542944855265+0j)
YIYIIIXXZIZZYYIIII (-0.02493542944855265+0j)
XZYIIIXYZIZZYYIIII (0.02493542944855265+0j)
IIIYZIYZZIZIXXZIII (0.03864183274154088+0j)
IIIXZIXIIIZIXXZIII (0.03864183274154088+0j)
IIIYZIYZZIIZYYIIII (0.03864183274154088+0j)
IIIXZIXIIIIZYYIIII (0.03864183274154088+0j)
IIZIXXZIIIIIXXZIII (-0.03866523532543565+0j)
IIIZYYIIIIZIXXZIII (-0.03866523532543565+0j)
IIZIXXZIIIZZYYIIII (-0.03866523532543565+0j)
IIIZYYIIIIIZYYIIII (-0.03866523532543565+0j)
XYYIXXZIIIIIXXZIII (-0.004635174120183023+0j)
XXYIXYZIIIIIXXZIII (0.004635174120183023+0j)
XYYIXXZIIIZZYYIIII (-0.004635174120183023+0j)
XXYIXYZIIIZZYYIIII (0.004635174120183023+0j)
IIZIXZZIIIIIXXZIII (0.004635174120183014+0j)
IIIZXIIIIIZIXXZIII (-0.004635174120183014+0j)
IIZIXZZIIIZZYYIIII (0.004635174120183014+0j)
IIIZXIIIIIIZYYIIII (-0.004635174120183014+0j)
XYYIXZZIIIIIXXZIII (-0.04825767970820117+0j)
XXYIYIZIIIIIXXZIII (0.04825767970820117+0j)
XYYIXZZIIIZZYYIIII (-0.04825767970820117+0j)
XXYIYIZIIIZZYYIIII (0.04825767970820117+0j)
YIYXZIZIIIIIXXZIII (0.0254372806628125+0j)
XZYYZIZIIIIIXXZIII (-0.0254372806628125+0j)
YIYXZIZIIIZZYYIIII (0.0254372806628125+0j)
XZYYZIZIIIZZYYIIII (-0.0254372806628125+0j)
IIIIYIZIIXYIXXZIII (-0.0020277580285061035+0j)
IIIIXZZIZYYIXXZIII (0.0020277580285061035+0j)
IIIIYIZIIYYIXYZIII (-0.0020277580285061035+0j)
IIIIXZZIZXYIXYZIII (-0.0020277580285061035+0j)
IIZIIIIXYYXIXXZIII (-0.000873800790099524+0j)
IIIZZIZYYYYIXXZIII (-0.000873800790099524+0j)
IIZIIIIXYXXIXYZIII (0.000873800790099524+0j)
IIIZZIZYYXYIXYZIII (0.000873800790099524+0j)
XYYIIIIXYYXIXXZIII (0.008193145485454453+0j)
XXYIIIIYYYXIXXZIII (-0.008193145485454453+0j)
XYYIIIIXYXXIXYZIII (-0.008193145485454453+0j)
XXYIIIIYYXXIXYZIII (0.008193145485454453+0j)
IIIIYIZZYYYIXXZIII (-0.005751852055854732+0j)
IIIIXZIIXYYIXXZIII (-0.005751852055854732+0j)
IIIIYIZZYXYIXYZIII (0.005751852055854732+0j)
IIIIXZIIXXYIXYZIII (0.005751852055854732+0j)
YIYIXZYIXYXIXXZIII (0.00847749077416092+0j)
XZYIYIYIXYXIXXZIII (-0.00847749077416092+0j)
YIYIXZYIXXXIXYZIII (-0.00847749077416092+0j)
XZYIYIYIXXXIXYZIII (0.00847749077416092+0j)
IIZXZIYIXYXIXXZIII (-4.385503593310944e-05+0j)
IIIXIIXIXYYIXXZIII (4.385503593310944e-05+0j)
IIZXZIYIXXXIXYZIII (4.385503593310944e-05+0j)
IIIXIIXIXXYIXYZIII (-4.385503593310944e-05+0j)
XYYXZIYIXYXIXXZIII (0.0004112043542886627+0j)
XXYYZIYIXYXIXXZIII (-0.0004112043542886627+0j)
XYYXZIYIXXXIXYZIII (-0.0004112043542886627+0j)
XXYYZIYIXXXIXYZIII (0.0004112043542886627+0j)
IIIIIIIIIIIZZZIIII (0.12397002096964269+0j)
IIIIIIIIIIZZIZZIII (0.12397002096964269+0j)
IIIIIIIIIZIIZZIIII (0.12125982985695513+0j)
IIIIIIIIZZIIZZIIII (0.16894668781783687+0j)
IIIIIIZIXZIIZZIIII (0.0009978175774173928+0j)
IIIIIIIZXIIIZZIIII (-0.0009978175774173928+0j)
YIYIIIXIXZZIZZIIII (0.002836599960496123+0j)
XZYIIIXIYIZIZZIIII (-0.002836599960496123+0j)
IIIIIIIZIIIIZZIIII (0.13374423099551244+0j)
IIIYZIYXZIIIZZIIII (0.003571044312356317+0j)
IIIXZIYYZIIIZZIIII (-0.003571044312356317+0j)
IIIIIIZZZIIIZZIIII (0.13693706553069035+0j)
YIYIIIXZZIZIZZIIII (-0.0060654055543550725+0j)
XZYIIIYIIIZIZZIIII (0.0060654055543550725+0j)
IIIIIZIIIIIIZZIIII (0.12797765405157846+0j)
IIIIZZIIIIIIZZIIII (0.12797765405157863+0j)
IIIZIIIIIIIIZZIIII (0.14433229003874415+0j)
IIZZZIZIIIZIZZIIII (0.13293968523849467+0j)
IZIIIIIIIIIIZZIIII (0.13293968523849467+0j)
ZZIIIIIIIIIIZZIIII (0.14664051966934166+0j)
IIIIXYYIXZIYYZIIII (-0.0016804964966457491+0j)
IIIIXXYIYIIYYZIIII (0.0016804964966457491+0j)
IIIIXYYIXZIXXIIIII (-0.0016804964966457491+0j)
IIIIXXYIYIIXXIIIII (0.0016804964966457491+0j)
IIIIYIYIXZIYYZIIII (0.00017922532550355277+0j)
IIIIXZYIYIIYYZIIII (-0.00017922532550355277+0j)
IIIIYIYIXZIXXIIIII (0.00017922532550355277+0j)
IIIIXZYIYIIXXIIIII (-0.00017922532550355277+0j)
IIZIIIXXZIZYYZIIII (-0.006119065484109822+0j)
IIIZZIYYZIIYYZIIII (-0.006119065484109822+0j)
IIZIIIXXZIZXXIIIII (-0.006119065484109822+0j)
IIIZZIYYZIIXXIIIII (-0.006119065484109822+0j)
IIIIXYYZZIIYYZIIII (0.009425283295737942+0j)
IIIIXXXIIIIYYZIIII (0.009425283295737942+0j)
IIIIXYYZZIIXXIIIII (0.009425283295737942+0j)
IIIIXXXIIIIXXIIIII (0.009425283295737942+0j)
IIIIYIYZZIIYYZIIII (-0.0010052085618824872+0j)
IIIIXZXIIIIYYZIIII (-0.0010052085618824872+0j)
IIIIYIYZZIIXXIIIII (-0.0010052085618824872+0j)
IIIIXZXIIIIXXIIIII (-0.0010052085618824872+0j)
YIYIXXZIIIZYYZIIII (-0.0004112043542886627+0j)
XZYIXYZIIIZYYZIIII (0.0004112043542886627+0j)
YIYIXXZIIIZXXIIIII (-0.0004112043542886627+0j)
XZYIXYZIIIZXXIIIII (0.0004112043542886627+0j)
YIYIXZZIIIZYYZIIII (4.385503593310944e-05+0j)
XZYIYIZIIIZYYZIIII (-4.385503593310944e-05+0j)
YIYIXZZIIIZXXIIIII (4.385503593310944e-05+0j)
XZYIYIZIIIZXXIIIII (-4.385503593310944e-05+0j)
IIZXZIZIIIZYYZIIII (-0.008969664268851983+0j)
IIIXIIIIIIIYYZIIII (0.008969664268851983+0j)
IIZXZIZIIIZXXIIIII (-0.008969664268851983+0j)
IIIXIIIIIIIXXIIIII (0.008969664268851983+0j)
IIIIXYYIXZZIXZZIII (-0.0001792253255035526+0j)
IIIIXXYIYIZIXZZIII (0.0001792253255035526+0j)
IIIIXYYIXZIZXIIIII (0.0001792253255035526+0j)
IIIIXXYIYIIZXIIIII (-0.0001792253255035526+0j)
IIIIYIYIXZZIXZZIII (-0.0016804964966457504+0j)
IIIIXZYIYIZIXZZIII (0.0016804964966457504+0j)
IIIIYIYIXZIZXIIIII (0.0016804964966457504+0j)
IIIIXZYIYIIZXIIIII (-0.0016804964966457504+0j)
XYYIIIXXZIIIXZZIII (-0.006119065484109821+0j)
XXYIIIXYZIIIXZZIII (0.006119065484109821+0j)
XYYIIIXXZIZZXIIIII (0.006119065484109821+0j)
XXYIIIXYZIZZXIIIII (-0.006119065484109821+0j)
IIIIXYYZZIZIXZZIII (0.0010052085618824863+0j)
IIIIXXXIIIZIXZZIII (0.0010052085618824863+0j)
IIIIXYYZZIIZXIIIII (-0.0010052085618824863+0j)
IIIIXXXIIIIZXIIIII (-0.0010052085618824863+0j)
IIIIYIYZZIZIXZZIII (0.009425283295737946+0j)
IIIIXZXIIIZIXZZIII (0.009425283295737946+0j)
IIIIYIYZZIIZXIIIII (-0.009425283295737946+0j)
IIIIXZXIIIIZXIIIII (-0.009425283295737946+0j)
YIYIXXZIIIIIXZZIII (-4.385503593310917e-05+0j)
XZYIXYZIIIIIXZZIII (4.385503593310917e-05+0j)
YIYIXXZIIIZZXIIIII (4.385503593310917e-05+0j)
XZYIXYZIIIZZXIIIII (-4.385503593310917e-05+0j)
YIYIXZZIIIIIXZZIII (-0.0004112043542886627+0j)
XZYIYIZIIIIIXZZIII (0.0004112043542886627+0j)
YIYIXZZIIIZZXIIIII (0.0004112043542886627+0j)
XZYIYIZIIIZZXIIIII (-0.0004112043542886627+0j)
XYYXZIZIIIIIXZZIII (-0.00896966426885198+0j)
XXYYZIZIIIIIXZZIII (0.00896966426885198+0j)
XYYXZIZIIIZZXIIIII (0.00896966426885198+0j)
XXYYZIZIIIZZXIIIII (-0.00896966426885198+0j)
IIIIIIXYZXYIXZZIII (-0.0015438184387996969+0j)
IIIIIIXXIYYIXZZIII (0.0015438184387996969+0j)
IIIIIIXYZYYIYIZIII (-0.0015438184387996969+0j)
IIIIIIXXIXYIYIZIII (-0.0015438184387996969+0j)
IIIYZIZIIXYIXZZIII (0.0007523760427739497+0j)
IIIXZIZIZYYIXZZIII (-0.0007523760427739497+0j)
IIIYZIZIIYYIYIZIII (0.0007523760427739497+0j)
IIIXZIZIZXYIYIZIII (0.0007523760427739497+0j)
IIIIIIYXYYYIXZZIII (0.016699971564166336+0j)
IIIIIIXXXYYIXZZIII (0.016699971564166336+0j)
IIIIIIYXYXYIYIZIII (-0.016699971564166336+0j)
IIIIIIXXXXYIYIZIII (-0.016699971564166336+0j)
YIYIIIIXYYXIXZZIII (-0.01539390087081924+0j)
XZYIIIIYYYXIXZZIII (0.01539390087081924+0j)
YIYIIIIXYXXIYIZIII (0.01539390087081924+0j)
XZYIIIIYYXXIYIZIII (-0.01539390087081924+0j)
IIIYZIZZYYYIXZZIII (0.03179714672358907+0j)
IIIXZIIIXYYIXZZIII (0.03179714672358907+0j)
IIIYZIZZYXYIYIZIII (-0.03179714672358907+0j)
IIIXZIIIXXYIYIZIII (-0.03179714672358907+0j)
IIZIXXYIXYXIXZZIII (-0.02543728066281248+0j)
IIIZYYXIXYYIXZZIII (-0.02543728066281248+0j)
IIZIXXYIXXXIYIZIII (0.02543728066281248+0j)
IIIZYYXIXXYIYIZIII (0.02543728066281248+0j)
XYYIXXYIXYXIXZZIII (-0.0027128916459019767+0j)
XXYIXYYIXYXIXZZIII (0.0027128916459019767+0j)
XYYIXXYIXXXIYIZIII (0.0027128916459019767+0j)
XXYIXYYIXXXIYIZIII (-0.0027128916459019767+0j)
IIZIXZYIXYXIXZZIII (0.0027128916459019793+0j)
IIIZXIXIXYYIXZZIII (-0.0027128916459019793+0j)
IIZIXZYIXXXIYIZIII (-0.0027128916459019793+0j)
IIIZXIXIXXYIYIZIII (0.0027128916459019793+0j)
XYYIXZYIXYXIXZZIII (-0.0254372806628125+0j)
XXYIYIYIXYXIXZZIII (0.0254372806628125+0j)
XYYIXZYIXXXIYIZIII (0.0254372806628125+0j)
XXYIYIYIXXXIYIZIII (-0.0254372806628125+0j)
YIYXZIYIXYXIXZZIII (0.025380689812386534+0j)
XZYYZIYIXYXIXZZIII (-0.025380689812386534+0j)
YIYXZIYIXXXIYIZIII (-0.025380689812386534+0j)
XZYYZIYIXXXIYIZIII (0.025380689812386534+0j)
IIIIIIIIIIZIZIZIII (0.1299848587968816+0j)
IIIIIIIIIZIZIIIIII (0.14086648662928178+0j)
IIIIIIIIZZIZIIIIII (0.17832008178762507+0j)
IIIIIIZIXZIZIIIIII (0.0018929370377096988+0j)
IIIIIIIZXIIZIIIIII (-0.0018929370377096988+0j)
YIYIIIXIXZZZIIIIII (2.3477546191626672e-05+0j)
XZYIIIXIYIZZIIIIII (-2.3477546191626672e-05+0j)
IIIIIIIZIIIZIIIIII (0.14531514706225881+0j)
IIIYZIYXZIIZIIIIII (0.0070859520014640975+0j)
IIIXZIYYZIIZIIIIII (-0.0070859520014640975+0j)
IIIIIIZZZIIZIIIIII (0.13208451216171407+0j)
YIYIIIXZZIZZIIIIII (0.007649856793061919+0j)
XZYIIIYIIIZZIIIIII (-0.007649856793061919+0j)
IIIIIZIIIIIZIIIIII (0.14412906522706756+0j)
IIIIZXIIIIIZIIIIII (-0.0011867526119343792+0j)
IIIIIXIIIIIZIIIIII (0.0011867526119343792+0j)
IIIIZZIIIIIZIIIIII (0.1331281114706038+0j)
IIIZIIIIIIIZIIIIII (0.13293968523849467+0j)
IIZZZIZIIIZZIIIIII (0.1484111330889009+0j)
IZIIIIIIIIIZIIIIII (0.1361269502275547+0j)
ZZIIIIIIIIIZIIIIII (0.15191290248774564+0j)
IIIIIZIIIIZXZIZIII (-0.0011867526119343787+0j)
IIIIIZIIIIIXIIIIII (0.0011867526119343787+0j)
IIIIZXIIIIZXZIZIII (-0.005500476878231962+0j)
IIIIIXIIIIZXZIZIII (0.005500476878231962+0j)
IIIIZXIIIIIXIIIIII (0.005500476878231962+0j)
IIIIIXIIIIIXIIIIII (-0.005500476878231962+0j)
IIIIZZIIIIZXZIZIII (0.001186752611934375+0j)
IIIIZZIIIIIXIIIIII (-0.001186752611934375+0j)
XYYZZIZIIIIXZIZIII (-0.0061420914306730846+0j)
XXXIIIIIIIZXZIZIII (-0.0061420914306730846+0j)
XYYZZIZIIIZXIIIIII (0.0061420914306730846+0j)
XXXIIIIIIIIXIIIIII (0.0061420914306730846+0j)
IIZIIIIIIXXXZIZIII (0.0028759108791557722+0j)
IIIZZIZIZYYXZIZIII (0.0028759108791557722+0j)
IIZIIIIIIYXYZIZIII (0.0028759108791557722+0j)
IIIZZIZIZXYYZIZIII (-0.0028759108791557722+0j)
IIIIXYZXYYYXZIZIII (-0.014149016921732541+0j)
IIIIXXZYYYYXZIZIII (0.014149016921732541+0j)
IIIIXYZXYXYYZIZIII (0.014149016921732541+0j)
IIIIXXZYYXYYZIZIII (-0.014149016921732541+0j)
IIIIYIZXYYYXZIZIII (0.0015089958047602844+0j)
IIIIXZZYYYYXZIZIII (-0.0015089958047602844+0j)
IIIIYIZXYXYYZIZIII (-0.0015089958047602844+0j)
IIIIXZZYYXYYZIZIII (0.0015089958047602844+0j)
IIZIIIIZYYXXZIZIII (0.008431327479009902+0j)
IIIZZIIIXYYXZIZIII (-0.008431327479009902+0j)
IIZIIIIZYXXYZIZIII (-0.008431327479009902+0j)
IIIZZIIIXXYYZIZIII (0.008431327479009902+0j)
IIIYYXXIXYYXZIZIII (0.0008245547348613445+0j)
IIIXYYXIXYYXZIZIII (-0.0008245547348613445+0j)
IIIYYXXIXXYYZIZIII (-0.0008245547348613445+0j)
IIIXYYXIXXYYZIZIII (0.0008245547348613445+0j)
IIIYYZXIXYYXZIZIII (-8.793894604718868e-05+0j)
IIIXXIXIXYYXZIZIII (-8.793894604718868e-05+0j)
IIIYYZXIXXYYZIZIII (8.793894604718868e-05+0j)
IIIXXIXIXXYYZIZIII (8.793894604718868e-05+0j)
YIYZZIYIXYXXZIZIII (0.011046415858463847+0j)
XZXIIIXIXYYXZIZIII (0.011046415858463847+0j)
YIYZZIYIXXXYZIZIII (-0.011046415858463847+0j)
XZXIIIXIXXYYZIZIII (-0.011046415858463847+0j)
IIIIIIIIIZZZZIZIII (0.14086648662928175+0j)
IIIIIIIIZZZZZIZIII (0.178320081787625+0j)
IIIIIIZIXZZZZIZIII (0.0018929370377097049+0j)
IIIIIIIZXIZZZIZIII (-0.0018929370377097049+0j)
YIYIIIXIXZIZZIZIII (2.347754619162658e-05+0j)
XZYIIIXIYIIZZIZIII (-2.347754619162658e-05+0j)
IIIIIIIZIIZZZIZIII (0.1453151470622587+0j)
IIIYZIYXZIZZZIZIII (0.007085952001464092+0j)
IIIXZIYYZIZZZIZIII (-0.007085952001464092+0j)
IIIIIIZZZIZZZIZIII (0.132084512161714+0j)
YIYIIIXZZIIZZIZIII (0.007649856793061916+0j)
XZYIIIYIIIIZZIZIII (-0.007649856793061916+0j)
IIIIIZIIIIZZZIZIII (0.1331281114706036+0j)
IIIIZXIIIIZZZIZIII (0.001186752611934374+0j)
IIIIIXIIIIZZZIZIII (-0.001186752611934374+0j)
IIIIZZIIIIZZZIZIII (0.1441290652270677+0j)
IIIZIIIIIIZZZIZIII (0.13293968523849467+0j)
IIZZZIZIIIIZZIZIII (0.1361269502275547+0j)
IZIIIIIIIIZZZIZIII (0.14841113308890075+0j)
ZZIIIIIIIIZZZIZIII (0.15191290248774558+0j)
XYYIIIIIIXXZZIZIII (-0.0028759108791557714+0j)
XXYIIIIIZYXZZIZIII (0.0028759108791557714+0j)
XYYIIIIIIYYIIIIIII (-0.0028759108791557714+0j)
XXYIIIIIZXYIIIIIII (-0.0028759108791557714+0j)
IIIIXYZXYYYZZIZIII (0.0015089958047602833+0j)
IIIIXXZYYYYZZIZIII (-0.0015089958047602833+0j)
IIIIXYZXYXXIIIIIII (0.0015089958047602833+0j)
IIIIXXZYYXXIIIIIII (-0.0015089958047602833+0j)
IIIIYIZXYYYZZIZIII (0.01414901692173255+0j)
IIIIXZZYYYYZZIZIII (-0.01414901692173255+0j)
IIIIYIZXYXXIIIIIII (0.01414901692173255+0j)
IIIIXZZYYXXIIIIIII (-0.01414901692173255+0j)
XYYIIIIZYYXZZIZIII (-0.008431327479009902+0j)
XXYIIIZIXYXZZIZIII (-0.008431327479009902+0j)
XYYIIIIZYXYIIIIIII (0.008431327479009902+0j)
XXYIIIZIXXYIIIIIII (0.008431327479009902+0j)
IIIYYXXIXYYZZIZIII (-8.793894604718853e-05+0j)
IIIXYYXIXYYZZIZIII (8.793894604718853e-05+0j)
IIIYYXXIXXXIIIIIII (-8.793894604718853e-05+0j)
IIIXYYXIXXXIIIIIII (8.793894604718853e-05+0j)
IIIYYZXIXYYZZIZIII (-0.0008245547348613443+0j)
IIIXXIXIXYYZZIZIII (-0.0008245547348613443+0j)
IIIYYZXIXXXIIIIIII (-0.0008245547348613443+0j)
IIIXXIXIXXXIIIIIII (-0.0008245547348613443+0j)
ZXIIIIXIXYYZZIZIII (-0.011046415858463844+0j)
IXIIIIXIXYYZZIZIII (0.011046415858463844+0j)
ZXIIIIXIXXXIIIIIII (-0.011046415858463844+0j)
IXIIIIXIXXXIIIIIII (0.011046415858463844+0j)
IIIIIIIIZIIIIIIIII (0.2170620036744616+0j)
IIIIIIZIXIIIIIIIII (0.004882208615265068+0j)
IIIIIIIZXZIIIIIIII (-0.004882208615265068+0j)
YIYIIIXIXIZIIIIIII (-0.003555190094267809+0j)
XZYIIIXIYZZIIIIIII (0.003555190094267809+0j)
IIIIIIIZIZIIIIIIII (0.1755533389925047+0j)
IIIYZIYXZZIIIIIIII (0.022063233824010577+0j)
IIIXZIYYZZIIIIIIII (-0.022063233824010577+0j)
IIIIIIZZZZIIIIIIII (0.13771117338762456+0j)
YIYIIIXZZZZIIIIIII (0.012821611344357617+0j)
XZYIIIYIIZZIIIIIII (-0.012821611344357617+0j)
IIIIIZIIIZIIIIIIII (0.15144717691347506+0j)
IIIIZZIIIZIIIIIIII (0.15144717691347526+0j)
IIIZIIIIIZIIIIIIII (0.14664051966934166+0j)
IIZZZIZIIZZIIIIIII (0.15191290248774564+0j)
IZIIIIIIIZIIIIIIII (0.15191290248774558+0j)
ZZIIIIIIIZIIIIIIII (0.18628020221302907+0j)
IIIIIIIZZZIIIIIIII (0.18184218909684127+0j)
IIIYZIYXIZIIIIIIII (0.016299813290948408+0j)
IIIXZIYYIZIIIIIIII (-0.016299813290948408+0j)
IIIIIIZZIZIIIIIIII (0.1578549902331414+0j)
YIYIIIXZIZZIIIIIII (0.009863451752189173+0j)
XZYIIIYIZZZIIIIIII (-0.009863451752189173+0j)
IIIIIZIIZZIIIIIIII (0.16652395583568178+0j)
IIIIZZIIZZIIIIIIII (0.166523955835682+0j)
IIIZIIIIZZIIIIIIII (0.1656357855424571+0j)
IIZZZIZIZZZIIIIIII (0.1748260922177339+0j)
IZIIIIIIZZIIIIIIII (0.17482609221773385+0j)
ZZIIIIIIZZIIIIIIII (0.20855379680534172+0j)
IIIIIIZZXZIIIIIIII (0.0020576292850909912+0j)
IIIIIIIIXIIIIIIIII (-0.0020576292850909912+0j)
YIYIIIXZXZZIIIIIII (-0.006000982033088428+0j)
XZYIIIXZYIZIIIIIII (0.006000982033088428+0j)
IIIYZIYXXZIIIIIIII (-0.0032445497452893057+0j)
IIIXZIXYYZIIIIIIII (0.0041417728435421625+0j)
IIIYZIXXYZIIIIIIII (-0.0008972230982528564+0j)
IIIXZIYXYIIIIIIIII (-0.0008972230982528564+0j)
IIIYZIYYYIIIIIIIII (-0.0041417728435421625+0j)
IIIXZIXXXIIIIIIIII (0.0032445497452893057+0j)
IIZIXXZYYZZIIIIIII (-0.006476199410346927+0j)
IIIZYYIYYZIIIIIIII (-0.00490933836535121+0j)
IIZIXYZXYZZIIIIIII (0.0015668610449957173+0j)
IIIZYXIYXIIIIIIIII (0.0015668610449957173+0j)
IIZIXXZXXIZIIIIIII (-0.00490933836535121+0j)
IIIZYYIXXIIIIIIIII (-0.006476199410346927+0j)
XYYIXXZYYZZIIIIIII (-0.0006906881089380937+0j)
XXYIXYZYYZZIIIIIII (0.0005235820296521745+0j)
XYYIXYZXYZZIIIIIII (0.00016710607928591923+0j)
XXYIXXZYXIZIIIIIII (-0.00016710607928591923+0j)
XYYIXXZXXIZIIIIIII (-0.0005235820296521745+0j)
XXYIXYZXXIZIIIIIII (0.0006906881089380937+0j)
IIZIXZZYYZZIIIIIII (0.0006906881089380934+0j)
IIIZXIIYYZIIIIIIII (-0.0005235820296521739+0j)
IIZIYIZXYZZIIIIIII (-0.00016710607928591955+0j)
IIIZYZIYXIIIIIIIII (-0.00016710607928591955+0j)
IIZIXZZXXIZIIIIIII (0.0005235820296521739+0j)
IIIZXIIXXIIIIIIIII (-0.0006906881089380934+0j)
XYYIXZZYYZZIIIIIII (-0.006476199410346931+0j)
XXYIYIZYYZZIIIIIII (0.004909338365351211+0j)
XYYIYIZXYZZIIIIIII (0.0015668610449957182+0j)
XXYIXZZYXIZIIIIIII (-0.0015668610449957182+0j)
XYYIXZZXXIZIIIIIII (-0.004909338365351211+0j)
XXYIYIZXXIZIIIIIII (0.006476199410346931+0j)
YIYXZIZYYZZIIIIIII (0.005825045051519881+0j)
XZYYZIZYYZZIIIIIII (-0.004460092242880329+0j)
YIYYZIZXYZZIIIIIII (-0.0013649528086395538+0j)
XZYXZIZYXIZIIIIIII (0.0013649528086395538+0j)
YIYXZIZXXIZIIIIIII (0.004460092242880329+0j)
XZYYZIZXXIZIIIIIII (-0.005825045051519881+0j)
YIYIIIYZYZZIIIIIII (-0.0019324195525094114+0j)
XZYIIIYZXIZIIIIIII (-0.0019324195525094114+0j)
IIIIIZZIXZIIIIIIII (0.004771477127308435+0j)
IIIIIZIZXIIIIIIIII (-0.004771477127308435+0j)
IIIIZZZIXZIIIIIIII (0.004771477127308443+0j)
IIIIZZIZXIIIIIIIII (-0.004771477127308443+0j)
IIIZIIZIXZIIIIIIII (0.004548252145711697+0j)
IIIZIIIZXIIIIIIIII (-0.004548252145711697+0j)
IIZZZIIIXZZIIIIIII (0.006462536427530496+0j)
IIZZZIZZXIZIIIIIII (-0.006462536427530496+0j)
IZIIIIZIXZIIIIIIII (0.0064625364275305+0j)
IZIIIIIZXIIIIIIIII (-0.0064625364275305+0j)
ZZIIIIZIXZIIIIIIII (0.008415275430084355+0j)
ZZIIIIIZXIIIIIIIII (-0.008415275430084355+0j)
YIYIIZXIXZZIIIIIII (0.0006388445727941474+0j)
XZYIIZXIYIZIIIIIII (-0.0006388445727941474+0j)
IIZXYYXIXZZIIIIIII (0.00020914770901732662+0j)
IIIXXYYIXZIIIIIIII (-0.0009122986748411346+0j)
IIZYYXXIXZZIIIIIII (0.0007031509658238079+0j)
IIIYXYYIYIIIIIIIII (-0.0007031509658238079+0j)
IIZXYXXIYIZIIIIIII (-0.0009122986748411346+0j)
IIIXXXYIYIIIIIIIII (0.00020914770901732662+0j)
XYYXYYXIXZZIIIIIII (2.230564973016691e-05+0j)
XXYYYYXIXZZIIIIIII (-9.729685678085034e-05+0j)
XYYYYXXIXZZIIIIIII (7.499120705068346e-05+0j)
XXYXYYXIYIZIIIIIII (7.499120705068346e-05+0j)
XYYXYXXIYIZIIIIIII (-9.729685678085034e-05+0j)
XXYYYXXIYIZIIIIIII (2.230564973016691e-05+0j)
YIYIZZXIXZZIIIIIII (0.000638844572794148+0j)
XZYIZZXIYIZIIIIIII (-0.000638844572794148+0j)
IIZXXIXIXZZIIIIIII (2.230564973016688e-05+0j)
IIIXYIYIXZIIIIIIII (9.72968567808501e-05+0j)
IIZYYZXIXZZIIIIIII (-7.499120705068319e-05+0j)
IIIYYIYIYIIIIIIIII (7.499120705068319e-05+0j)
