Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
YIYZZIIXXIIIII (-0.003837468784054027+0j)
XZXIIIIXXIIIII (-0.003837468784054027+0j)
ZXIIIIIYYZIIII (-0.003816538999371392+0j)
IXIIIIIYYZIIII (0.003816538999371392+0j)
ZXIIIIIXXIIIII (-0.003816538999371392+0j)
IXIIIIIXXIIIII (0.003816538999371392+0j)
IIIIIIZIZIZIII (0.20705128273101278+0j)
IIXIXYYIZIZIII (0.0020536201422871317+0j)
IIXIXXXZIIIIII (0.0020536201422871317+0j)
IIXIYIYIZIZIII (-0.0037582546954757546+0j)
IIXIXZXZIIIIII (-0.0037582546954757546+0j)
IIXYZIYIZIZIII (1.7601991030685704e-07+0j)
IIXXZIXZIIIIII (1.7601991030685704e-07+0j)
YIZIIIYIZIZIII (0.0023513351848226272+0j)
XZZIIIXZIIIIII (0.0023513351848226272+0j)
IIIIIZIZIIIIII (0.15976824449246138+0j)
IIIIZXIZIIIIII (0.017883919179258006+0j)
IIIIIXIZIIIIII (-0.017883919179258006+0j)
IIIYYXIZIIIIII (5.112768069924534e-07+0j)
IIIXYYIZIIIIII (-5.112768069924534e-07+0j)
YIYIXXIZIIIIII (0.013573725247795982+0j)
XZYIXYIZIIIIII (-0.013573725247795982+0j)
IIIIZZIZIIIIII (0.1564434285774385+0j)
IIIYYZIZIIIIII (-1.3257644970849411e-07+0j)
IIIXXIIZIIIIII (-1.3257644970849411e-07+0j)
YIYIXZIZIIIIII (-0.0011886698043006988+0j)
XZYIYIIZIIIIII (0.0011886698043006988+0j)
IIIZIIIZIIIIII (0.1507880754132511+0j)
YIYXZIIZIIIIII (2.929502255638594e-07+0j)
XZYYZIIZIIIIII (-2.929502255638594e-07+0j)
IIZZZIIZIIIIII (0.08482858605657893+0j)
XYYZZIIZIIIIII (0.06632120922067884+0j)
XXXIIIIZIIIIII (0.06632120922067884+0j)
IZIIIIIZIIIIII (0.08410316269794291+0j)
ZZIIIIIZIIIIII (0.1727975744200364+0j)
IIIIIZZZZIZIII (0.2449397365523112+0j)
IIIIZXZZZIZIII (-0.029241774513573515+0j)
IIIIIXZZZIZIII (0.029241774513573515+0j)
IIIYYXZZZIZIII (-5.235734141802161e-07+0j)
IIIXYYZZZIZIII (5.235734141802161e-07+0j)
YIYIXXZZZIZIII (0.05018702075392923+0j)
XZYIXYZZZIZIII (-0.05018702075392923+0j)
IIIIZZZZZIZIII (0.21728369728221733+0j)
IIIYYZZZZIZIII (-1.4241860451352588e-06+0j)
IIIXXIZZZIZIII (-1.4241860451352588e-06+0j)
YIYIXZZZZIZIII (0.07276478743877461+0j)
XZYIYIZZZIZIII (-0.07276478743877461+0j)
IIIZIIZZZIZIII (0.2723616823743067+0j)
YIYXZIZZZIZIII (-1.7159695069479771e-06+0j)
XZYYZIZZZIZIII (1.7159695069479771e-06+0j)
IIZZZIZZZIZIII (0.14659412501238792+0j)
XYYZZIZZZIZIII (0.12645726289424772+0j)
XXXIIIZZZIZIII (0.12645726289424772+0j)
IZIIIIZZZIZIII (0.14521093171041638+0j)
ZZIIIIZZZIZIII (0.20089884844916917+0j)
IIXIYZYZZIZIII (-0.0011935186673747772+0j)
IIXIXIXIIIIIII (-0.0011935186673747772+0j)
IIXYZZYZZIZIII (2.62231330672017e-07+0j)
IIXXZZXIIIIIII (2.62231330672017e-07+0j)
YIZIIZYZZIZIII (0.001454365003921214+0j)
XZZIIZXIIIIIII (0.001454365003921214+0j)
IIXIYXYZZIZIII (0.006751027279035267+0j)
IIXIYYXIIIIIII (-0.006751027279035267+0j)
YIZIIXYZZIZIII (-0.006972754586825249+0j)
XZZIZYYZZIZIII (0.005783130497000168+0j)
YIZIZXYZZIZIII (0.0011896240898250808+0j)
XZZIIXXIIIIIII (-0.0011896240898250808+0j)
YIZIIYXIIIIIII (0.005783130497000168+0j)
XZZIZXXIIIIIII (0.006972754586825249+0j)
IIXZXYYZZIZIII (0.011567649070449645+0j)
IIXZXXXIIIIIII (0.011567649070449645+0j)
IIYZYYYZZIZIII (-0.005818663308900854+0j)
IIYZYXXIIIIIII (-0.005818663308900854+0j)
XYZZYYYZZIZIII (0.005780513030368815+0j)
XXIIXYYZZIZIII (0.005780513030368825+0j)
XYZZYXXIIIIIII (0.005780513030368825+0j)
XXIIXXXIIIIIII (0.005780513030368815+0j)
IZXIXYYZZIZIII (0.005755435885480691+0j)
IZXIXXXIIIIIII (0.005755435885480691+0j)
ZZXIXYYZZIZIII (0.00560611836891079+0j)
ZZXIXXXIIIIIII (0.00560611836891079+0j)
IIXYIXYZZIZIII (-5.0696449872601286e-08+0j)
IIXXIYYZZIZIII (-1.968263007856193e-07+0j)
IIXYZXYZZIZIII (2.475227506582206e-07+0j)
IIXXIXXIIIIIII (-2.475227506582206e-07+0j)
IIXYZYXIIIIIII (-1.968263007856193e-07+0j)
IIXXZXXIIIIIII (5.0696449872601286e-08+0j)
YIZIZZYZZIZIII (-0.0023599181182039916+0j)
XZZIZZXIIIIIII (-0.0023599181182039916+0j)
IIXZYIYZZIZIII (-0.004051826561833089+0j)
IIXZXZXIIIIIII (-0.004051826561833089+0j)
YIZXXIYZZIZIII (2.06737965667548e-08+0j)
XZZYXIYZZIZIII (-1.0483416618246269e-07+0j)
YIZYYZYZZIZIII (-8.416036961570793e-08+0j)
XZZXXIXIIIIIII (-8.416036961570793e-08+0j)
YIZXYZXIIIIIII (-1.0483416618246269e-07+0j)
XZZYYZXIIIIIII (2.06737965667548e-08+0j)
IIYZXIYZZIZIII (-0.0020149721718130077+0j)
IIYZYZXIIIIIII (0.0020149721718130077+0j)
XYZZXIYZZIZIII (0.002048024435757835+0j)
XXIIYIYZZIZIII (-0.0020480244357578303+0j)
XYZZYZXIIIIIII (-0.0020480244357578303+0j)
XXIIXZXIIIIIII (-0.002048024435757835+0j)
IZXIYIYZZIZIII (-0.001992570819633008+0j)
IZXIXZXIIIIIII (-0.001992570819633008+0j)
ZZXIYIYZZIZIII (-0.005536594182573447+0j)
ZZXIXZXIIIIIII (-0.005536594182573447+0j)
YIZYYXYZZIZIII (-4.6644387108657504e-08+0j)
XZZYYYYZZIZIII (2.3100612041166014e-07+0j)
YIZXYYYZZIZIII (-1.8436173330300264e-07+0j)
XZZYYXXIIIIIII (1.8436173330300264e-07+0j)
YIZXYXXIIIIIII (-2.3100612041166014e-07+0j)
XZZXYYXIIIIIII (4.6644387108657504e-08+0j)
IIXYIZYZZIZIII (2.461414663621184e-07+0j)
IIXXIZXIIIIIII (2.461414663621184e-07+0j)
YIZZIIYZZIZIII (-0.003543478226078931+0j)
XZZZIIXIIIIIII (-0.003543478226078931+0j)
IIYXIIYZZIZIII (3.52333193919236e-05+0j)
IIYYIIXIIIIIII (-3.52333193919236e-05+0j)
XYZXIIYZZIZIII (3.5059885549497234e-05+0j)
XXIYZIYZZIZIII (-3.505988554949233e-05+0j)
XYZYIIXIIIIIII (-3.505988554949233e-05+0j)
XXIXZIXIIIIIII (-3.5059885549497234e-05+0j)
IZXYZIYZZIZIII (3.561680546264066e-05+0j)
IZXXZIXIIIIIII (3.561680546264066e-05+0j)
ZZXYZIYZZIZIII (3.110511559118674e-07+0j)
ZZXXZIXIIIIIII (3.110511559118674e-07+0j)
YIIZZIYZZIZIII (-0.0018073021352915891+0j)
XZIZZIXIIIIIII (-0.0018073021352915891+0j)
ZXYIIIYZZIZIII (-0.001745697225771899+0j)
ZYXZZIYZZIZIII (0.001745697225771919+0j)
IYYIIIXIIIIIII (0.001745697225771919+0j)
IXXZZIXIIIIIII (0.001745697225771899+0j)
YZZIIIYZZIZIII (-0.0017882076471246399+0j)
XIZIIIXIIIIIII (-0.0017882076471246399+0j)
IIIIZIIIIIIIII (0.13126664577848549+0j)
IIIYYIIIIIIIII (-6.60254245287346e-07+0j)
IIIXXZIIIIIIII (-6.60254245287346e-07+0j)
YIYIXIIIIIIIII (0.02298913444261535+0j)
XZYIYZIIIIIIII (-0.02298913444261535+0j)
IIIZIZIIIIIIII (0.1530644841772618+0j)
YIYXZZIIIIIIII (-4.978068228749428e-07+0j)
XZYYZZIIIIIIII (4.978068228749428e-07+0j)
IIZZZZIIIIIIII (0.08645831620197439+0j)
XYYZZZIIIIIIII (0.06697143422151619+0j)
XXXIIZIIIIIIII (0.06697143422151619+0j)
IZIIIZIIIIIIII (0.08572578066294345+0j)
ZZIIIZIIIIIIII (0.13617516125799534+0j)
IIIYXYIIIIIIII (2.3831099222537704e-07+0j)
IIIXXXIIIIIIII (2.3831099222537704e-07+0j)
YIYIYYIIIIIIII (-0.031013073738466283+0j)
XZYIYXIIIIIIII (-0.031013073738466283+0j)
IIIZZXIIIIIIII (-0.007635451252828048+0j)
IIIZIXIIIIIIII (0.007635451252828048+0j)
YIYXIXIIIIIIII (4.402771151007422e-07+0j)
XZYYIXIIIIIIII (-2.5716042006482015e-07+0j)
YIYYZYIIIIIIII (1.8311669503592213e-07+0j)
XZYXIYIIIIIIII (-1.8311669503592213e-07+0j)
YIYXZXIIIIIIII (-2.5716042006482015e-07+0j)
XZYYZXIIIIIIII (4.402771151007422e-07+0j)
IIZZIXIIIIIIII (-0.004241938492331933+0j)
IIZZZXIIIIIIII (0.004241938492331933+0j)
XYYZIXIIIIIIII (-0.003412122685408324+0j)
XXXIZXIIIIIIII (-0.0034121226854083586+0j)
XYYZZXIIIIIIII (0.0034121226854083586+0j)
XXXIIXIIIIIIII (0.003412122685408324+0j)
IZIIZXIIIIIIII (-0.004204616592933336+0j)
IZIIIXIIIIIIII (0.004204616592933336+0j)
ZZIIZXIIIIIIII (0.0037794303900879553+0j)
ZZIIIXIIIIIIII (-0.0037794303900879553+0j)
YIYZXXIIIIIIII (0.019153446244886994+0j)
XZYZXYIIIIIIII (-0.019153446244886994+0j)
IIZXXXIIIIIIII (-0.0003413542744775801+0j)
IIZYXYIIIIIIII (-0.0003413542744775801+0j)
XYYXXXIIIIIIII (0.0003428885285054621+0j)
XXXYYXIIIIIIII (-0.0003428885285055194+0j)
XYYYXYIIIIIIII (0.0003428885285055194+0j)
XXXXYYIIIIIIII (0.0003428885285054621+0j)
IZIYYXIIIIIIII (0.0003451047993987417+0j)
IZIXYYIIIIIIII (-0.0003451047993987417+0j)
ZZIYYXIIIIIIII (3.1299914019840875e-07+0j)
ZZIXYYIIIIIIII (-3.1299914019840875e-07+0j)
YIXZYXIIIIIIII (0.009690233164529107+0j)
XZXZYYIIIIIIII (-0.009690233164529107+0j)
ZXZIXXIIIIIIII (-0.00951510904809173+0j)
ZYIZYXIIIIIIII (-0.009515109048091736+0j)
IYZIXYIIIIIIII (-0.009515109048091736+0j)
IXIZYYIIIIIIII (0.00951510904809173+0j)
YZYIXXIIIIIIII (0.00958615661881222+0j)
XIYIXYIIIIIIII (-0.00958615661881222+0j)
IIIZZZIIIIIIII (0.15645227530723108+0j)
YIYXIZIIIIIIII (-7.942983791698064e-07+0j)
XZYYIZIIIIIIII (7.942983791698064e-07+0j)
IIZZIZIIIIIIII (0.08813289224903337+0j)
XYYZIZIIIIIIII (0.06869404453024945+0j)
XXXIZZIIIIIIII (0.06869404453024945+0j)
IZIIZZIIIIIIII (0.08738151474722057+0j)
ZZIIZZIIIIIIII (0.11553262576510255+0j)
YIYZXZIIIIIIII (0.037529343532239495+0j)
XZYZYIIIIIIIII (-0.037529343532239495+0j)
IIZXXZIIIIIIII (0.00010450795322626083+0j)
IIZYYIIIIIIIII (0.00010450795322626083+0j)
XYYXXZIIIIIIII (-0.00010420056606834072+0j)
XXXYYZIIIIIIII (0.00010420056606828548+0j)
XYYYYIIIIIIIII (-0.00010420056606828548+0j)
XXXXXIIIIIIIII (0.00010420056606834072+0j)
IZIYYZIIIIIIII (-0.00010564770211658654+0j)
IZIXXIIIIIIIII (-0.00010564770211658654+0j)
ZZIYYZIIIIIIII (-1.0766603748996278e-06+0j)
ZZIXXIIIIIIIII (-1.0766603748996278e-06+0j)
YIXZYZIIIIIIII (0.019363105403380865+0j)
XZXZXIIIIIIIII (0.019363105403380865+0j)
ZXZIXZIIIIIIII (-0.018265861226615734+0j)
ZYIZYZIIIIIIII (-0.018265861226615828+0j)
IYZIYIIIIIIIII (-0.018265861226615828+0j)
IXIZXIIIIIIIII (-0.018265861226615734+0j)
YZYIXZIIIIIIII (0.01916331287011587+0j)
XIYIYIIIIIIIII (-0.01916331287011587+0j)
IIZIZIIIIIIIII (0.10241188102465049+0j)
XYYIZIIIIIIIII (0.08249448832396737+0j)
XXXZIIIIIIIIII (0.08249448832396737+0j)
IZIZIIIIIIIIII (0.10150955385824101+0j)
ZZIZIIIIIIIIII (0.14311302303591764+0j)
YIXYIIIIIIIIII (-1.9435646461701058e-05+0j)
XZXXIIIIIIIIII (-1.9435646461701058e-05+0j)
ZYIYIIIIIIIIII (-1.85925768856867e-05+0j)
ZXZXZIIIIIIIII (-1.85925768856867e-05+0j)
IXIXIIIIIIIIII (-1.85925768856867e-05+0j)
IYZYZIIIIIIIII (-1.85925768856867e-05+0j)
YZYXZIIIIIIIII (-1.9638738947463732e-05+0j)
XIYYZIIIIIIIII (1.9638738947463732e-05+0j)
IZZZZIIIIIIIII (0.019408764980239204+0j)
ZZZZZIIIIIIIII (0.0809700727095335+0j)
YXYZZIIIIIIIII (0.062483740436624816+0j)
YYXIIIIIIIIIII (-0.062483740436624816+0j)
ZIIIIIIIIIIIII (0.08028662369857152+0j)
