Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIIXZXIZIIIIII (5.112768069924534e-07+0j)
YZZZZYIZIIIIII (0.013573725247795982+0j)
XZZZZXIZIIIIII (0.013573725247795982+0j)
IIIIZIIZIIIIII (0.1564434285774385+0j)
IIIYYIIZIIIIII (-1.3257644970849411e-07+0j)
IIIXXIIZIIIIII (-1.3257644970849411e-07+0j)
YZZZYIIZIIIIII (-0.0011886698043006988+0j)
XZZZXIIZIIIIII (-0.0011886698043006988+0j)
IIIZIIIZIIIIII (0.1507880754132511+0j)
YZZYIIIZIIIIII (2.929502255638594e-07+0j)
XZZXIIIZIIIIII (2.929502255638594e-07+0j)
IIZIIIIZIIIIII (0.08482858605657893+0j)
IYYIIIIZIIIIII (0.06632120922067884+0j)
IXXIIIIZIIIIII (0.06632120922067884+0j)
IZIIIIIZIIIIII (0.08410316269794291+0j)
ZIIIIIIZIIIIII (0.1727975744200364+0j)
IIIIIZZIIIIIII (0.2449397365523112+0j)
IIIIYYZIIIIIII (0.029241774513573515+0j)
IIIIXXZIIIIIII (0.029241774513573515+0j)
IIIYZYZIIIIIII (-5.235734141802161e-07+0j)
IIIXZXZIIIIIII (-5.235734141802161e-07+0j)
YZZZZYZIIIIIII (0.05018702075392923+0j)
XZZZZXZIIIIIII (0.05018702075392923+0j)
IIIIZIZIIIIIII (0.21728369728221733+0j)
IIIYYIZIIIIIII (-1.4241860451352588e-06+0j)
IIIXXIZIIIIIII (-1.4241860451352588e-06+0j)
YZZZYIZIIIIIII (0.07276478743877461+0j)
XZZZXIZIIIIIII (0.07276478743877461+0j)
IIIZIIZIIIIIII (0.2723616823743067+0j)
YZZYIIZIIIIIII (-1.7159695069479771e-06+0j)
XZZXIIZIIIIIII (-1.7159695069479771e-06+0j)
IIZIIIZIIIIIII (0.14659412501238792+0j)
IYYIIIZIIIIIII (0.12645726289424772+0j)
IXXIIIZIIIIIII (0.12645726289424772+0j)
IZIIIIZIIIIIII (0.14521093171041638+0j)
ZIIIIIZIIIIIII (0.20089884844916917+0j)
IIIIYIYIIIIIII (-0.0011935186673747772+0j)
IIIIXIXIIIIIII (-0.0011935186673747772+0j)
IIIYZIYIIIIIII (2.62231330672017e-07+0j)
IIIXZIXIIIIIII (2.62231330672017e-07+0j)
YZZZZIYIIIIIII (0.001454365003921214+0j)
XZZZZIXIIIIIII (0.001454365003921214+0j)
IIIIZYYIIIIIII (0.006751027279035267+0j)
IIIIZXXIIIIIII (0.006751027279035267+0j)
YZZZYYYIIIIIII (0.006972754586825249+0j)
XZZZXYYIIIIIII (0.005783130497000168+0j)
YZZZXXYIIIIIII (0.0011896240898250808+0j)
XZZZYYXIIIIIII (0.0011896240898250808+0j)
YZZZYXXIIIIIII (0.005783130497000168+0j)
XZZZXXXIIIIIII (0.006972754586825249+0j)
IIIZIYYIIIIIII (0.011567649070449645+0j)
IIIZIXXIIIIIII (0.011567649070449645+0j)
IIZIIYYIIIIIII (0.005818663308900854+0j)
IIZIIXXIIIIIII (0.005818663308900854+0j)
IYYIIYYIIIIIII (0.005780513030368815+0j)
IXXIIYYIIIIIII (0.005780513030368825+0j)
IYYIIXXIIIIIII (0.005780513030368825+0j)
IXXIIXXIIIIIII (0.005780513030368815+0j)
IZIIIYYIIIIIII (0.005755435885480691+0j)
IZIIIXXIIIIIII (0.005755435885480691+0j)
ZIIIIYYIIIIIII (0.00560611836891079+0j)
ZIIIIXXIIIIIII (0.00560611836891079+0j)
IIIYXXYIIIIIII (-5.0696449872601286e-08+0j)
IIIXXYYIIIIIII (-1.968263007856193e-07+0j)
IIIYYYYIIIIIII (-2.475227506582206e-07+0j)
IIIXXXXIIIIIII (-2.475227506582206e-07+0j)
IIIYYXXIIIIIII (-1.968263007856193e-07+0j)
IIIXYYXIIIIIII (-5.0696449872601286e-08+0j)
YZZZIZYIIIIIII (-0.0023599181182039916+0j)
XZZZIZXIIIIIII (-0.0023599181182039916+0j)
IIIZYZYIIIIIII (-0.004051826561833089+0j)
IIIZXZXIIIIIII (-0.004051826561833089+0j)
YZZYYZYIIIIIII (-2.06737965667548e-08+0j)
XZZXYZYIIIIIII (-1.0483416618246269e-07+0j)
YZZXXZYIIIIIII (8.416036961570793e-08+0j)
XZZYYZXIIIIIII (8.416036961570793e-08+0j)
YZZYXZXIIIIIII (-1.0483416618246269e-07+0j)
XZZXXZXIIIIIII (-2.06737965667548e-08+0j)
IIZIYZYIIIIIII (-0.0020149721718130077+0j)
IIZIXZXIIIIIII (-0.0020149721718130077+0j)
IYYIYZYIIIIIII (-0.002048024435757835+0j)
IXXIYZYIIIIIII (-0.0020480244357578303+0j)
IYYIXZXIIIIIII (-0.0020480244357578303+0j)
IXXIXZXIIIIIII (-0.002048024435757835+0j)
IZIIYZYIIIIIII (-0.001992570819633008+0j)
IZIIXZXIIIIIII (-0.001992570819633008+0j)
ZIIIYZYIIIIIII (-0.005536594182573447+0j)
ZIIIXZXIIIIIII (-0.005536594182573447+0j)
YZZXIXYIIIIIII (4.6644387108657504e-08+0j)
XZZXIYYIIIIIII (-2.3100612041166014e-07+0j)
YZZYIYYIIIIIII (-1.8436173330300264e-07+0j)
XZZXIXXIIIIIII (-1.8436173330300264e-07+0j)
YZZYIXXIIIIIII (-2.3100612041166014e-07+0j)
XZZYIYXIIIIIII (4.6644387108657504e-08+0j)
IIIYIZYIIIIIII (2.461414663621184e-07+0j)
IIIXIZXIIIIIII (2.461414663621184e-07+0j)
YZZIZZYIIIIIII (-0.003543478226078931+0j)
XZZIZZXIIIIIII (-0.003543478226078931+0j)
IIZYZZYIIIIIII (3.52333193919236e-05+0j)
IIZXZZXIIIIIII (3.52333193919236e-05+0j)
IYYYZZYIIIIIII (-3.5059885549497234e-05+0j)
IXXYZZYIIIIIII (-3.505988554949233e-05+0j)
IYYXZZXIIIIIII (-3.505988554949233e-05+0j)
IXXXZZXIIIIIII (-3.5059885549497234e-05+0j)
IZIYZZYIIIIIII (3.561680546264066e-05+0j)
IZIXZZXIIIIIII (3.561680546264066e-05+0j)
ZIIYZZYIIIIIII (3.110511559118674e-07+0j)
ZIIXZZXIIIIIII (3.110511559118674e-07+0j)
YZIZZZYIIIIIII (-0.0018073021352915891+0j)
XZIZZZXIIIIIII (-0.0018073021352915891+0j)
YYYZZZYIIIIIII (0.001745697225771899+0j)
YXXZZZYIIIIIII (0.001745697225771919+0j)
XYYZZZXIIIIIII (0.001745697225771919+0j)
XXXZZZXIIIIIII (0.001745697225771899+0j)
YIZZZZYIIIIIII (-0.0017882076471246399+0j)
XIZZZZXIIIIIII (-0.0017882076471246399+0j)
IIIIZZIIIIIIII (0.13126664577848549+0j)
IIIYYZIIIIIIII (-6.60254245287346e-07+0j)
IIIXXZIIIIIIII (-6.60254245287346e-07+0j)
YZZZYZIIIIIIII (0.02298913444261535+0j)
XZZZXZIIIIIIII (0.02298913444261535+0j)
IIIZIZIIIIIIII (0.1530644841772618+0j)
YZZYIZIIIIIIII (-4.978068228749428e-07+0j)
XZZXIZIIIIIIII (-4.978068228749428e-07+0j)
IIZIIZIIIIIIII (0.08645831620197439+0j)
IYYIIZIIIIIIII (0.06697143422151619+0j)
IXXIIZIIIIIIII (0.06697143422151619+0j)
IZIIIZIIIIIIII (0.08572578066294345+0j)
ZIIIIZIIIIIIII (0.13617516125799534+0j)
IIIYIYIIIIIIII (2.3831099222537704e-07+0j)
IIIXIXIIIIIIII (2.3831099222537704e-07+0j)
YZZZIYIIIIIIII (0.031013073738466283+0j)
XZZZIXIIIIIIII (0.031013073738466283+0j)
IIIZYYIIIIIIII (0.007635451252828048+0j)
IIIZXXIIIIIIII (0.007635451252828048+0j)
YZZYYYIIIIIIII (-4.402771151007422e-07+0j)
XZZXYYIIIIIIII (-2.5716042006482015e-07+0j)
YZZXXYIIIIIIII (-1.8311669503592213e-07+0j)
XZZYYXIIIIIIII (-1.8311669503592213e-07+0j)
YZZYXXIIIIIIII (-2.5716042006482015e-07+0j)
XZZXXXIIIIIIII (-4.402771151007422e-07+0j)
IIZIYYIIIIIIII (0.004241938492331933+0j)
IIZIXXIIIIIIII (0.004241938492331933+0j)
IYYIYYIIIIIIII (0.003412122685408324+0j)
IXXIYYIIIIIIII (0.0034121226854083586+0j)
IYYIXXIIIIIIII (0.0034121226854083586+0j)
IXXIXXIIIIIIII (0.003412122685408324+0j)
IZIIYYIIIIIIII (0.004204616592933336+0j)
IZIIXXIIIIIIII (0.004204616592933336+0j)
ZIIIYYIIIIIIII (-0.0037794303900879553+0j)
ZIIIXXIIIIIIII (-0.0037794303900879553+0j)
YZZIZYIIIIIIII (0.019153446244886994+0j)
XZZIZXIIIIIIII (0.019153446244886994+0j)
IIZYZYIIIIIIII (0.0003413542744775801+0j)
IIZXZXIIIIIIII (0.0003413542744775801+0j)
IYYYZYIIIIIIII (-0.0003428885285054621+0j)
IXXYZYIIIIIIII (-0.0003428885285055194+0j)
IYYXZXIIIIIIII (-0.0003428885285055194+0j)
IXXXZXIIIIIIII (-0.0003428885285054621+0j)
IZIYZYIIIIIIII (0.0003451047993987417+0j)
IZIXZXIIIIIIII (0.0003451047993987417+0j)
ZIIYZYIIIIIIII (3.1299914019840875e-07+0j)
ZIIXZXIIIIIIII (3.1299914019840875e-07+0j)
YZIZZYIIIIIIII (0.009690233164529107+0j)
XZIZZXIIIIIIII (0.009690233164529107+0j)
YYYZZYIIIIIIII (-0.00951510904809173+0j)
YXXZZYIIIIIIII (-0.009515109048091736+0j)
XYYZZXIIIIIIII (-0.009515109048091736+0j)
XXXZZXIIIIIIII (-0.00951510904809173+0j)
YIZZZYIIIIIIII (0.00958615661881222+0j)
XIZZZXIIIIIIII (0.00958615661881222+0j)
IIIZZIIIIIIIII (0.15645227530723108+0j)
YZZYZIIIIIIIII (-7.942983791698064e-07+0j)
XZZXZIIIIIIIII (-7.942983791698064e-07+0j)
IIZIZIIIIIIIII (0.08813289224903337+0j)
IYYIZIIIIIIIII (0.06869404453024945+0j)
IXXIZIIIIIIIII (0.06869404453024945+0j)
IZIIZIIIIIIIII (0.08738151474722057+0j)
ZIIIZIIIIIIIII (0.11553262576510255+0j)
YZZIYIIIIIIIII (0.037529343532239495+0j)
XZZIXIIIIIIIII (0.037529343532239495+0j)
IIZYYIIIIIIIII (-0.00010450795322626083+0j)
IIZXXIIIIIIIII (-0.00010450795322626083+0j)
IYYYYIIIIIIIII (0.00010420056606834072+0j)
IXXYYIIIIIIIII (0.00010420056606828548+0j)
IYYXXIIIIIIIII (0.00010420056606828548+0j)
IXXXXIIIIIIIII (0.00010420056606834072+0j)
IZIYYIIIIIIIII (-0.00010564770211658654+0j)
IZIXXIIIIIIIII (-0.00010564770211658654+0j)
ZIIYYIIIIIIIII (-1.0766603748996278e-06+0j)
ZIIXXIIIIIIIII (-1.0766603748996278e-06+0j)
YZIZYIIIIIIIII (0.019363105403380865+0j)
XZIZXIIIIIIIII (0.019363105403380865+0j)
YYYZYIIIIIIIII (-0.018265861226615734+0j)
YXXZYIIIIIIIII (-0.018265861226615828+0j)
XYYZXIIIIIIIII (-0.018265861226615828+0j)
XXXZXIIIIIIIII (-0.018265861226615734+0j)
YIZZYIIIIIIIII (0.01916331287011587+0j)
XIZZXIIIIIIIII (0.01916331287011587+0j)
IIZZIIIIIIIIII (0.10241188102465049+0j)
IYYZIIIIIIIIII (0.08249448832396737+0j)
IXXZIIIIIIIIII (0.08249448832396737+0j)
IZIZIIIIIIIIII (0.10150955385824101+0j)
ZIIZIIIIIIIIII (0.14311302303591764+0j)
YZIYIIIIIIIIII (-1.9435646461701058e-05+0j)
XZIXIIIIIIIIII (-1.9435646461701058e-05+0j)
YXXYIIIIIIIIII (-1.85925768856867e-05+0j)
YYYYIIIIIIIIII (-1.85925768856867e-05+0j)
XXXXIIIIIIIIII (-1.85925768856867e-05+0j)
XYYXIIIIIIIIII (-1.85925768856867e-05+0j)
YIZYIIIIIIIIII (-1.9638738947463732e-05+0j)
XIZXIIIIIIIIII (-1.9638738947463732e-05+0j)
IZZIIIIIIIIIII (0.019408764980239204+0j)
ZIZIIIIIIIIIII (0.0809700727095335+0j)
ZYYIIIIIIIIIII (0.062483740436624816+0j)
ZXXIIIIIIIIIII (0.062483740436624816+0j)
ZZIIIIIIIIIIII (0.08028662369857152+0j)
