Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
IIIIIYZZYIYZZYIIII (-0.0006934736257900553+0j)
IIIIIXZZXIYZZYIIII (-0.0006934736257900553+0j)
IIIIIYZZYIXZZXIIII (-0.0006934736257900553+0j)
IIIIIXZZXIXZZXIIII (-0.0006934736257900553+0j)
IIIIIIYYIIYZZYIIII (-0.00202618267958047+0j)
IIIIIIXXIIYZZYIIII (-0.00202618267958047+0j)
IIIIIIYYIIXZZXIIII (-0.00202618267958047+0j)
IIIIIIXXIIXZZXIIII (-0.00202618267958047+0j)
IIYZZZZYIIYZZYIIII (-0.0010455310474578592+0j)
IIXZZZZXIIYZZYIIII (-0.0010455310474578592+0j)
IIYZZZZYIIXZZXIIII (-0.0010455310474578592+0j)
IIXZZZZXIIXZZXIIII (-0.0010455310474578592+0j)
IIIIIYYIIIYZZYIIII (0.025412273773132314+0j)
IIIIIXXIIIYZZYIIII (0.025412273773132314+0j)
IIIIIYYIIIXZZXIIII (0.025412273773132314+0j)
IIIIIXXIIIXZZXIIII (0.025412273773132314+0j)
IIYZZYIIIIYZZYIIII (-0.03188399889815551+0j)
IIXZZXIIIIYZZYIIII (-0.03188399889815551+0j)
IIYZZYIIIIXZZXIIII (-0.03188399889815551+0j)
IIXZZXIIIIXZZXIIII (-0.03188399889815551+0j)
IYZZYIIIIIYZZYIIII (0.04157862595874034+0j)
IXZZXIIIIIYZZYIIII (0.04157862595874034+0j)
IYZZYIIIIIXZZXIIII (0.04157862595874034+0j)
IXZZXIIIIIXZZXIIII (0.04157862595874034+0j)
YZZZYIIIIIYZZYIIII (-0.0018302218293805676+0j)
XZZZXIIIIIYZZYIIII (-0.0018302218293805676+0j)
YZZZYIIIIIXZZXIIII (-0.0018302218293805676+0j)
XZZZXIIIIIXZZXIIII (-0.0018302218293805676+0j)
IYZYIIIIIIYZZYIIII (0.0018302218293805572+0j)
IXZXIIIIIIYZZYIIII (0.0018302218293805572+0j)
IYZYIIIIIIXZZXIIII (0.0018302218293805572+0j)
IXZXIIIIIIXZZXIIII (0.0018302218293805572+0j)
YZZYIIIIIIYZZYIIII (0.033191505467190845+0j)
XZZXIIIIIIYZZYIIII (0.033191505467190845+0j)
YZZYIIIIIIXZZXIIII (0.033191505467190845+0j)
XZZXIIIIIIXZZXIIII (0.033191505467190845+0j)
IIIIIIIYYYZZZYIIII (-0.0029834921366779536+0j)
IIIIIIIXXYZZZYIIII (-0.0029834921366779536+0j)
IIIIIIIYYXZZZXIIII (-0.0029834921366779536+0j)
IIIIIIIXXXZZZXIIII (-0.0029834921366779536+0j)
IIIIIYZZYYZZZYIIII (3.394966797077203e-05+0j)
IIIIIXZZXYZZZYIIII (3.394966797077203e-05+0j)
IIIIIYZZYXZZZXIIII (3.394966797077203e-05+0j)
IIIIIXZZXXZZZXIIII (3.394966797077203e-05+0j)
IIIIIIYYIYZZZYIIII (9.919372080159008e-05+0j)
IIIIIIXXIYZZZYIIII (9.919372080159008e-05+0j)
IIIIIIYYIXZZZXIIII (9.919372080159008e-05+0j)
IIIIIIXXIXZZZXIIII (9.919372080159008e-05+0j)
IIYZZZZYIYZZZYIIII (5.1184977473206715e-05+0j)
IIXZZZZXIYZZZYIIII (5.1184977473206715e-05+0j)
IIYZZZZYIXZZZXIIII (5.1184977473206715e-05+0j)
IIXZZZZXIXZZZXIIII (5.1184977473206715e-05+0j)
IIIIIYYIIYZZZYIIII (-0.0012440822907969845+0j)
IIIIIXXIIYZZZYIIII (-0.0012440822907969845+0j)
IIIIIYYIIXZZZXIIII (-0.0012440822907969845+0j)
IIIIIXXIIXZZZXIIII (-0.0012440822907969845+0j)
IIYZZYIIIYZZZYIIII (0.0015609118154127513+0j)
IIXZZXIIIYZZZYIIII (0.0015609118154127513+0j)
IIYZZYIIIXZZZXIIII (0.0015609118154127513+0j)
IIXZZXIIIXZZZXIIII (0.0015609118154127513+0j)
IYZZYIIIIYZZZYIIII (-0.0018302218293805676+0j)
IXZZXIIIIYZZZYIIII (-0.0018302218293805676+0j)
IYZZYIIIIXZZZXIIII (-0.0018302218293805676+0j)
IXZZXIIIIXZZZXIIII (-0.0018302218293805676+0j)
YZZZYIIIIYZZZYIIII (0.0042831605147821555+0j)
XZZZXIIIIYZZZYIIII (0.0042831605147821555+0j)
YZZZYIIIIXZZZXIIII (0.0042831605147821555+0j)
XZZZXIIIIXZZZXIIII (0.0042831605147821555+0j)
IYZYIIIIIYZZZYIIII (0.004103959976767351+0j)
IXZXIIIIIYZZZYIIII (0.004103959976767351+0j)
IYZYIIIIIXZZZXIIII (0.004103959976767351+0j)
IXZXIIIIIXZZZXIIII (0.004103959976767351+0j)
YZZYIIIIIYZZZYIIII (-0.0018302218293805657+0j)
XZZXIIIIIYZZZYIIII (-0.0018302218293805657+0j)
YZZYIIIIIXZZZXIIII (-0.0018302218293805657+0j)
XZZXIIIIIXZZZXIIII (-0.0018302218293805657+0j)
IIIIIIIIIIIZZIIIII (0.11074579074002465+0j)
IIIIIIIIIIZIZIIIII (0.11473944715891594+0j)
IIIIIIIIIYYIZIIIII (0.0013389343278679769+0j)
IIIIIIIIIXXIZIIIII (0.0013389343278679769+0j)
IIIIIIIIIZIIZIIIII (0.08745522501977221+0j)
IIIIIIIIZIIIZIIIII (0.15111911817273485+0j)
IIIIIIYZYIIIZIIIII (0.0006643142655695791+0j)
IIIIIIXZXIIIZIIIII (0.0006643142655695791+0j)
IIYZZZZZYIIIZIIIII (-0.0021240937811870496+0j)
IIXZZZZZXIIIZIIIII (-0.0021240937811870496+0j)
IIIIIIIZIIIIZIIIII (0.15113123336739745+0j)
IIIIIYZYIIIIZIIIII (0.001884046663970408+0j)
IIIIIXZXIIIIZIIIII (0.001884046663970408+0j)
IIIIIIZIIIIIZIIIII (0.1327128326617379+0j)
IIYZZZYIIIIIZIIIII (-0.012431851272252922+0j)
IIXZZZXIIIIIZIIIII (-0.012431851272252922+0j)
IIIIIZIIIIIIZIIIII (0.11222990619051952+0j)
IIIIZIIIIIIIZIIIII (0.11865803958725851+0j)
IIIZIIIIIIIIZIIIII (0.12916055194795126+0j)
IIZIIIIIIIIIZIIIII (0.11645829653653467+0j)
IZIIIIIIIIIIZIIIII (0.1190226076736981+0j)
YYIIIIIIIIIIZIIIII (-0.0004912875015125837+0j)
XXIIIIIIIIIIZIIIII (-0.0004912875015125837+0j)
ZIIIIIIIIIIIZIIIII (0.12903385097851255+0j)
IIIYZZZZYIIYYIIIII (-0.0007058942480013084+0j)
IIIXZZZZXIIYYIIIII (-0.0007058942480013084+0j)
IIIYZZZZYIIXXIIIII (-0.0007058942480013084+0j)
IIIXZZZZXIIXXIIIII (-0.0007058942480013084+0j)
IYZZZZZYIIIYYIIIII (-4.673265275977002e-05+0j)
IXZZZZZXIIIYYIIIII (-4.673265275977002e-05+0j)
IYZZZZZYIIIXXIIIII (-4.673265275977002e-05+0j)
IXZZZZZXIIIXXIIIII (-4.673265275977002e-05+0j)
YZZZZZZYIIIYYIIIII (-0.0009545855405716119+0j)
XZZZZZZXIIIYYIIIII (-0.0009545855405716119+0j)
YZZZZZZYIIIXXIIIII (-0.0009545855405716119+0j)
XZZZZZZXIIIXXIIIII (-0.0009545855405716119+0j)
IIIYZZYIIIIYYIIIII (-0.0010577081856617291+0j)
IIIXZZXIIIIYYIIIII (-0.0010577081856617291+0j)
IIIYZZYIIIIXXIIIII (-0.0010577081856617291+0j)
IIIXZZXIIIIXXIIIII (-0.0010577081856617291+0j)
IYZZZYIIIIIYYIIIII (-0.0003074936883558917+0j)
IXZZZXIIIIIYYIIIII (-0.0003074936883558917+0j)
IYZZZYIIIIIXXIIIII (-0.0003074936883558917+0j)
IXZZZXIIIIIXXIIIII (-0.0003074936883558917+0j)
YZZZZYIIIIIYYIIIII (-0.0062810264640969235+0j)
XZZZZXIIIIIYYIIIII (-0.0062810264640969235+0j)
YZZZZYIIIIIXXIIIII (-0.0062810264640969235+0j)
XZZZZXIIIIIXXIIIII (-0.0062810264640969235+0j)
IIYYIIIIIIIYYIIIII (0.005712505796510017+0j)
IIXXIIIIIIIYYIIIII (0.005712505796510017+0j)
IIYYIIIIIIIXXIIIII (0.005712505796510017+0j)
IIXXIIIIIIIXXIIIII (0.005712505796510017+0j)
IIIIIIIYYIYZYIIIII (0.0029834921366779367+0j)
IIIIIIIXXIYZYIIIII (0.0029834921366779367+0j)
IIIIIIIYYIXZXIIIII (0.0029834921366779367+0j)
IIIIIIIXXIXZXIIIII (0.0029834921366779367+0j)
IIIIIYZZYIYZYIIIII (-3.394966797077089e-05+0j)
IIIIIXZZXIYZYIIIII (-3.394966797077089e-05+0j)
IIIIIYZZYIXZXIIIII (-3.394966797077089e-05+0j)
IIIIIXZZXIXZXIIIII (-3.394966797077089e-05+0j)
IIIIIIYYIIYZYIIIII (-9.919372080158871e-05+0j)
IIIIIIXXIIYZYIIIII (-9.919372080158871e-05+0j)
IIIIIIYYIIXZXIIIII (-9.919372080158871e-05+0j)
IIIIIIXXIIXZXIIIII (-9.919372080158871e-05+0j)
IIYZZZZYIIYZYIIIII (-5.1184977473206715e-05+0j)
IIXZZZZXIIYZYIIIII (-5.1184977473206715e-05+0j)
IIYZZZZYIIXZXIIIII (-5.1184977473206715e-05+0j)
IIXZZZZXIIXZXIIIII (-5.1184977473206715e-05+0j)
IIIIIYYIIIYZYIIIII (0.001244082290796977+0j)
IIIIIXXIIIYZYIIIII (0.001244082290796977+0j)
IIIIIYYIIIXZXIIIII (0.001244082290796977+0j)
IIIIIXXIIIXZXIIIII (0.001244082290796977+0j)
IIYZZYIIIIYZYIIIII (-0.0015609118154127444+0j)
IIXZZXIIIIYZYIIIII (-0.0015609118154127444+0j)
IIYZZYIIIIXZXIIIII (-0.0015609118154127444+0j)
IIXZZXIIIIXZXIIIII (-0.0015609118154127444+0j)
IYZZYIIIIIYZYIIIII (0.0018302218293805572+0j)
IXZZXIIIIIYZYIIIII (0.0018302218293805572+0j)
IYZZYIIIIIXZXIIIII (0.0018302218293805572+0j)
IXZZXIIIIIXZXIIIII (0.0018302218293805572+0j)
YZZZYIIIIIYZYIIIII (0.004103959976767351+0j)
XZZZXIIIIIYZYIIIII (0.004103959976767351+0j)
YZZZYIIIIIXZXIIIII (0.004103959976767351+0j)
XZZZXIIIIIXZXIIIII (0.004103959976767351+0j)
IYZYIIIIIIYZYIIIII (0.004283160514782155+0j)
IXZXIIIIIIYZYIIIII (0.004283160514782155+0j)
IYZYIIIIIIXZXIIIII (0.004283160514782155+0j)
IXZXIIIIIIXZXIIIII (0.004283160514782155+0j)
YZZYIIIIIIYZYIIIII (0.001830221829380561+0j)
XZZXIIIIIIYZYIIIII (0.001830221829380561+0j)
YZZYIIIIIIXZXIIIII (0.001830221829380561+0j)
XZZXIIIIIIXZXIIIII (0.001830221829380561+0j)
IIIIIIIYYYZZYIIIII (0.06094236654448116+0j)
IIIIIIIXXYZZYIIIII (0.06094236654448116+0j)
IIIIIIIYYXZZXIIIII (0.06094236654448116+0j)
IIIIIIIXXXZZXIIIII (0.06094236654448116+0j)
IIIIIYZZYYZZYIIIII (-0.0006934736257900593+0j)
IIIIIXZZXYZZYIIIII (-0.0006934736257900593+0j)
IIIIIYZZYXZZXIIIII (-0.0006934736257900593+0j)
IIIIIXZZXXZZXIIIII (-0.0006934736257900593+0j)
IIIIIIYYIYZZYIIIII (-0.0020261826795804736+0j)
IIIIIIXXIYZZYIIIII (-0.0020261826795804736+0j)
IIIIIIYYIXZZXIIIII (-0.0020261826795804736+0j)
IIIIIIXXIXZZXIIIII (-0.0020261826795804736+0j)
IIYZZZZYIYZZYIIIII (-0.0010455310474578579+0j)
IIXZZZZXIYZZYIIIII (-0.0010455310474578579+0j)
IIYZZZZYIXZZXIIIII (-0.0010455310474578579+0j)
IIXZZZZXIXZZXIIIII (-0.0010455310474578579+0j)
IIIIIYYIIYZZYIIIII (0.025412273773132314+0j)
IIIIIXXIIYZZYIIIII (0.025412273773132314+0j)
IIIIIYYIIXZZXIIIII (0.025412273773132314+0j)
IIIIIXXIIXZZXIIIII (0.025412273773132314+0j)
IIYZZYIIIYZZYIIIII (-0.03188399889815551+0j)
IIXZZXIIIYZZYIIIII (-0.03188399889815551+0j)
IIYZZYIIIXZZXIIIII (-0.03188399889815551+0j)
IIXZZXIIIXZZXIIIII (-0.03188399889815551+0j)
IYZZYIIIIYZZYIIIII (0.033191505467190845+0j)
IXZZXIIIIYZZYIIIII (0.033191505467190845+0j)
IYZZYIIIIXZZXIIIII (0.033191505467190845+0j)
IXZZXIIIIXZZXIIIII (0.033191505467190845+0j)
YZZZYIIIIYZZYIIIII (-0.0018302218293805657+0j)
XZZZXIIIIYZZYIIIII (-0.0018302218293805657+0j)
YZZZYIIIIXZZXIIIII (-0.0018302218293805657+0j)
XZZZXIIIIXZZXIIIII (-0.0018302218293805657+0j)
IYZYIIIIIYZZYIIIII (0.001830221829380561+0j)
IXZXIIIIIYZZYIIIII (0.001830221829380561+0j)
IYZYIIIIIXZZXIIIII (0.001830221829380561+0j)
IXZXIIIIIXZZXIIIII (0.001830221829380561+0j)
YZZYIIIIIYZZYIIIII (0.04157862595874034+0j)
XZZXIIIIIYZZYIIIII (0.04157862595874034+0j)
YZZYIIIIIXZZXIIIII (0.04157862595874034+0j)
XZZXIIIIIXZZXIIIII (0.04157862595874034+0j)
IIIIIIIIIIZZIIIIII (0.11326114393875654+0j)
IIIIIIIIIZIZIIIIII (0.11326114393875657+0j)
IIIIIIIIZIIZIIIIII (0.15407981110213748+0j)
IIIIIIYZYIIZIIIIII (0.0017514359313500173+0j)
IIIIIIXZXIIZIIIIII (0.0017514359313500173+0j)
IIYZZZZZYIIZIIIIII (8.510377213342578e-06+0j)
IIXZZZZZXIIZIIIIII (8.510377213342578e-06+0j)
IIIIIIIZIIIZIIIIII (0.15407030061554974+0j)
IIIIIYZYIIIZIIIIII (0.0012648145836421931+0j)
IIIIIXZXIIIZIIIIII (0.0012648145836421931+0j)
IIIIIIZIIIIZIIIIII (0.12369877119922479+0j)
IIYZZZYIIIIZIIIIII (-0.005757008969943812+0j)
IIXZZZXIIIIZIIIIII (-0.005757008969943812+0j)
IIIIIZIIIIIZIIIIII (0.12207476173135792+0j)
IIIIZIIIIIIZIIIIII (0.11645829653653463+0j)
IIIZIIIIIIIZIIIIII (0.11645829653653467+0j)
IIZIIIIIIIIZIIIIII (0.13060632564787836+0j)
IZIIIIIIIIIZIIIIII (0.12038354656673224+0j)
ZIIIIIIIIIIZIIIIII (0.12038354656673227+0j)
IYZZZZZZYIYYIIIIII (-0.0016525197930568807+0j)
IXZZZZZZXIYYIIIIII (-0.0016525197930568807+0j)
IYZZZZZZYIXXIIIIII (-0.0016525197930568807+0j)
IXZZZZZZXIXXIIIIII (-0.0016525197930568807+0j)
IIIIYZZYIIYYIIIIII (-0.0013359320945139298+0j)
IIIIXZZXIIYYIIIIII (-0.0013359320945139298+0j)
IIIIYZZYIIXXIIIIII (-0.0013359320945139298+0j)
IIIIXZZXIIXXIIIIII (-0.0013359320945139298+0j)
IIIYZZZYIIYYIIIIII (-6.540183988767242e-05+0j)
IIIXZZZXIIYYIIIIII (-6.540183988767242e-05+0j)
IIIYZZZYIIXXIIIIII (-6.540183988767242e-05+0j)
IIIXZZZXIIXXIIIIII (-6.540183988767242e-05+0j)
IYZZZZYIIIYYIIIIII (-0.005143407029184672+0j)
IXZZZZXIIIYYIIIIII (-0.005143407029184672+0j)
IYZZZZYIIIXXIIIIII (-0.005143407029184672+0j)
IXZZZZXIIIXXIIIIII (-0.005143407029184672+0j)
IIIIYYIIIIYYIIIIII (-0.0074312135126374515+0j)
IIIIXXIIIIYYIIIIII (-0.0074312135126374515+0j)
IIIIYYIIIIXXIIIIII (-0.0074312135126374515+0j)
IIIIXXIIIIXXIIIIII (-0.0074312135126374515+0j)
IIIYZYIIIIYYIIIIII (-0.00036380220096550285+0j)
IIIXZXIIIIYYIIIIII (-0.00036380220096550285+0j)
IIIYZYIIIIXXIIIIII (-0.00036380220096550285+0j)
IIIXZXIIIIXXIIIIII (-0.00036380220096550285+0j)
IYYIIIIIIIYYIIIIII (0.007122402627975697+0j)
IXXIIIIIIIYYIIIIII (0.007122402627975697+0j)
IYYIIIIIIIXXIIIIII (0.007122402627975697+0j)
IXXIIIIIIIXXIIIIII (0.007122402627975697+0j)
YZZZZZZZYYZYIIIIII (-0.0016525197930568817+0j)
XZZZZZZZXYZYIIIIII (-0.0016525197930568817+0j)
YZZZZZZZYXZXIIIIII (-0.0016525197930568817+0j)
XZZZZZZZXXZXIIIIII (-0.0016525197930568817+0j)
IIIIYZZYIYZYIIIIII (6.540183988767268e-05+0j)
IIIIXZZXIYZYIIIIII (6.540183988767268e-05+0j)
IIIIYZZYIXZXIIIIII (6.540183988767268e-05+0j)
IIIIXZZXIXZXIIIIII (6.540183988767268e-05+0j)
IIIYZZZYIYZYIIIIII (-0.0013359320945139303+0j)
IIIXZZZXIYZYIIIIII (-0.0013359320945139303+0j)
IIIYZZZYIXZXIIIIII (-0.0013359320945139303+0j)
IIIXZZZXIXZXIIIIII (-0.0013359320945139303+0j)
YZZZZZYIIYZYIIIIII (-0.005143407029184674+0j)
XZZZZZXIIYZYIIIIII (-0.005143407029184674+0j)
YZZZZZYIIXZXIIIIII (-0.005143407029184674+0j)
XZZZZZXIIXZXIIIIII (-0.005143407029184674+0j)
IIIIYYIIIYZYIIIIII (0.00036380220096550475+0j)
IIIIXXIIIYZYIIIIII (0.00036380220096550475+0j)
IIIIYYIIIXZXIIIIII (0.00036380220096550475+0j)
IIIIXXIIIXZXIIIIII (0.00036380220096550475+0j)
IIIYZYIIIYZYIIIIII (-0.0074312135126374515+0j)
IIIXZXIIIYZYIIIIII (-0.0074312135126374515+0j)
IIIYZYIIIXZXIIIIII (-0.0074312135126374515+0j)
IIIXZXIIIXZXIIIIII (-0.0074312135126374515+0j)
YZYIIIIIIYZYIIIIII (0.007122402627975698+0j)
XZXIIIIIIYZYIIIIII (0.007122402627975698+0j)
YZYIIIIIIXZXIIIIII (0.007122402627975698+0j)
XZXIIIIIIXZXIIIIII (0.007122402627975698+0j)
IIIIIIIIIZZIIIIIII (0.1163914874077054+0j)
IIIIIIIIZIZIIIIIII (0.1597740588787506+0j)
IIIIIIYZYIZIIIIIII (0.001597803574445784+0j)
IIIIIIXZXIZIIIIIII (0.001597803574445784+0j)
IIYZZZZZYIZIIIIIII (-0.001192741713559902+0j)
IIXZZZZZXIZIIIIIII (-0.001192741713559902+0j)
IIIIIIIZIIZIIIIIII (0.15978328073908118+0j)
IIIIIYZYIIZIIIIIII (0.001913322512529+0j)
IIIIIXZXIIZIIIIIII (0.001913322512529+0j)
IIIIIIZIIIZIIIIIII (0.12917588260257762+0j)
IIYZZZYIIIZIIIIIII (-0.0076128310486487496+0j)
IIXZZZXIIIZIIIIIII (-0.0076128310486487496+0j)
IIIIIZIIIIZIIIIIII (0.11778618326370402+0j)
IIIIZIIIIIZIIIIIII (0.1290338509785125+0j)
IIIYYIIIIIZIIIIIII (-0.0004912875015125693+0j)
IIIXXIIIIIZIIIIIII (-0.0004912875015125693+0j)
IIIZIIIIIIZIIIIIII (0.1190226076736981+0j)
IIZIIIIIIIZIIIIIII (0.12038354656673224+0j)
IZIIIIIIIIZIIIIIII (0.13291553641760384+0j)
ZIIIIIIIIIZIIIIIII (0.12189950374433822+0j)
IIIIZIIIIYYIIIIIII (0.000491287501512594+0j)
IIIIZIIIIXXIIIIIII (0.000491287501512594+0j)
IIIYYIIIIYYIIIIIII (0.0050056216524072055+0j)
IIIXXIIIIYYIIIIIII (0.0050056216524072055+0j)
IIIYYIIIIXXIIIIIII (0.0050056216524072055+0j)
IIIXXIIIIXXIIIIIII (0.0050056216524072055+0j)
IIIZIIIIIYYIIIIIII (-0.0004912875015125837+0j)
IIIZIIIIIXXIIIIIII (-0.0004912875015125837+0j)
YYIIIIIIIYYIIIIIII (0.0055080163366328224+0j)
XXIIIIIIIYYIIIIIII (0.0055080163366328224+0j)
YYIIIIIIIXXIIIIIII (0.0055080163366328224+0j)
XXIIIIIIIXXIIIIIII (0.0055080163366328224+0j)
IIIIIIIIZZIIIIIIII (0.15977405887875068+0j)
IIIIIIYZYZIIIIIIII (0.0015978035744457872+0j)
IIIIIIXZXZIIIIIIII (0.0015978035744457872+0j)
IIYZZZZZYZIIIIIIII (-0.0011927417135599013+0j)
IIXZZZZZXZIIIIIIII (-0.0011927417135599013+0j)
IIIIIIIZIZIIIIIIII (0.15978328073908124+0j)
IIIIIYZYIZIIIIIIII (0.001913322512529011+0j)
IIIIIXZXIZIIIIIIII (0.001913322512529011+0j)
IIIIIIZIIZIIIIIIII (0.12917588260257765+0j)
IIYZZZYIIZIIIIIIII (-0.007612831048648745+0j)
IIXZZZXIIZIIIIIIII (-0.007612831048648745+0j)
IIIIIZIIIZIIIIIIII (0.11778618326370406+0j)
IIIIZIIIIZIIIIIIII (0.1190226076736981+0j)
IIIYYIIIIZIIIIIIII (0.0004912875015126161+0j)
IIIXXIIIIZIIIIIIII (0.0004912875015126161+0j)
IIIZIIIIIZIIIIIIII (0.12903385097851255+0j)
IIZIIIIIIZIIIIIIII (0.12038354656673227+0j)
IZIIIIIIIZIIIIIIII (0.12189950374433822+0j)
ZIIIIIIIIZIIIIIIII (0.13291553641760384+0j)
IIIIIIIZZIIIIIIIII (0.10479090573311328+0j)
IIIIIYZYZIIIIIIIII (0.0016498339836929499+0j)
IIIIIXZXZIIIIIIIII (0.0016498339836929499+0j)
IIIIIIZIZIIIIIIIII (0.16133692256832707+0j)
IIYZZZYIZIIIIIIIII (-0.017204367783438236+0j)
IIXZZZXIZIIIIIIIII (-0.017204367783438236+0j)
IIIIIZIIZIIIIIIIII (0.14005122006251805+0j)
IIIIZIIIZIIIIIIIII (0.1487351921805507+0j)
IIIZIIIIZIIIIIIIII (0.14873519218055078+0j)
IIZIIIIIZIIIIIIIII (0.15088370406921048+0j)
IZIIIIIIZIIIIIIIII (0.15644905498389772+0j)
ZIIIIIIIZIIIIIIIII (0.1564490549838978+0j)
IIIIIIYIYIIIIIIIII (-0.001236312752842611+0j)
IIIIIIXIXIIIIIIIII (-0.001236312752842611+0j)
IIYZZZZIYIIIIIIIII (-0.003697700633154438+0j)
IIXZZZZIXIIIIIIIII (-0.003697700633154438+0j)
IIIIIYYYYIIIIIIIII (0.038223336633539315+0j)
IIIIIXXYYIIIIIIIII (0.03825761443074021+0j)
IIIIIYXXYIIIIIIIII (-3.427779720090174e-05+0j)
IIIIIXYYXIIIIIIIII (-3.427779720090174e-05+0j)
IIIIIYYXXIIIIIIIII (0.03825761443074021+0j)
IIIIIXXXXIIIIIIIII (0.038223336633539315+0j)
IIYZZYIYYIIIIIIIII (-0.04774560589871446+0j)
IIXZZXIYYIIIIIIIII (-0.04785798264167296+0j)
IIYZZXIXYIIIIIIIII (0.00011237674295849417+0j)
IIXZZYIYXIIIIIIIII (0.00011237674295849417+0j)
IIYZZYIXXIIIIIIIII (-0.04785798264167296+0j)
IIXZZXIXXIIIIIIIII (-0.04774560589871446+0j)
IYZZYIIYYIIIIIIIII (0.05821020014163489+0j)
IXZZXIIYYIIIIIIIII (0.05806571993746247+0j)
IYZZXIIXYIIIIIIIII (0.00014448020417241227+0j)
IXZZYIIYXIIIIIIIII (0.00014448020417241227+0j)
IYZZYIIXXIIIIIIIII (0.05806571993746247+0j)
IXZZXIIXXIIIIIIIII (0.05821020014163489+0j)
YZZZYIIYYIIIIIIIII (-0.0028497363040579995+0j)
XZZZXIIYYIIIIIIIII (-0.002842663136777247+0j)
YZZZXIIXYIIIIIIIII (-7.073167280751986e-06+0j)
XZZZYIIYXIIIIIIIII (-7.073167280751986e-06+0j)
YZZZYIIXXIIIIIIIII (-0.002842663136777247+0j)
XZZZXIIXXIIIIIIIII (-0.0028497363040579995+0j)
IYZYIIIYYIIIIIIIII (0.002849736304057983+0j)
IXZXIIIYYIIIIIIIII (0.0028426631367772315+0j)
IYZXIIIXYIIIIIIIII (7.073167280751823e-06+0j)
IXZYIIIYXIIIIIIIII (7.073167280751823e-06+0j)
IYZYIIIXXIIIIIIIII (0.0028426631367772315+0j)
IXZXIIIXXIIIIIIIII (0.002849736304057983+0j)
YZZYIIIYYIIIIIIIII (0.0582102001416349+0j)
XZZXIIIYYIIIIIIIII (0.058065719937462484+0j)
YZZXIIIXYIIIIIIIII (0.00014448020417241053+0j)
XZZYIIIYXIIIIIIIII (0.00014448020417241053+0j)
YZZYIIIXXIIIIIIIII (0.058065719937462484+0j)
XZZXIIIXXIIIIIIIII (0.0582102001416349+0j)
IIYZZZIZYIIIIIIIII (-0.0037788603947393443+0j)
IIXZZZIZXIIIIIIIII (-0.0037788603947393443+0j)
IIIIIZYZYIIIIIIIII (0.0017337490556414178+0j)
IIIIIZXZXIIIIIIIII (0.0017337490556414178+0j)
IIIIZIYZYIIIIIIIII (0.0046673715642225975+0j)
IIIIZIXZXIIIIIIIII (0.0046673715642225975+0j)
IIIZIIYZYIIIIIIIII (0.0046673715642226036+0j)
IIIZIIXZXIIIIIIIII (0.0046673715642226036+0j)
IIZIIIYZYIIIIIIIII (0.005523205926757513+0j)
IIZIIIXZXIIIIIIIII (0.005523205926757513+0j)
IZIIIIYZYIIIIIIIII (0.004940271792629765+0j)
IZIIIIXZXIIIIIIIII (0.004940271792629765+0j)
ZIIIIIYZYIIIIIIIII (0.0049402717926297695+0j)
ZIIIIIXZXIIIIIIIII (0.0049402717926297695+0j)
IIYZZIZZYIIIIIIIII (0.0005668574456344414+0j)
IIXZZIZZXIIIIIIIII (0.0005668574456344414+0j)
IYZZYYZZYIIIIIIIII (-0.003874948439889843+0j)
IXZZXYZZYIIIIIIIII (-0.004379657319252777+0j)
IYZZXXZZYIIIIIIIII (0.0005047088793629336+0j)
IXZZYYZZXIIIIIIIII (0.0005047088793629336+0j)
IYZZYXZZXIIIIIIIII (-0.004379657319252777+0j)
IXZZXXZZXIIIIIIIII (-0.003874948439889843+0j)
YZZZYYZZYIIIIIIIII (0.00018970182577346623+0j)
XZZZXYZZYIIIIIIIII (0.00021441033412769622+0j)
YZZZXXZZYIIIIIIIII (-2.470850835422998e-05+0j)
XZZZYYZZXIIIIIIIII (-2.470850835422998e-05+0j)
YZZZYXZZXIIIIIIIII (0.00021441033412769622+0j)
XZZZXXZZXIIIIIIIII (0.00018970182577346623+0j)
IYZYIYZZYIIIIIIIII (-0.0001897018257734644+0j)
IXZXIYZZYIIIIIIIII (-0.00021441033412769424+0j)
IYZXIXZZYIIIIIIIII (2.4708508354229847e-05+0j)
IXZYIYZZXIIIIIIIII (2.4708508354229847e-05+0j)
IYZYIXZZXIIIIIIIII (-0.00021441033412769424+0j)
IXZXIXZZXIIIIIIIII (-0.0001897018257734644+0j)
YZZYIYZZYIIIIIIIII (-0.003874948439889847+0j)
XZZXIYZZYIIIIIIIII (-0.004379657319252782+0j)
YZZXIXZZYIIIIIIIII (0.0005047088793629344+0j)
XZZYIYZZXIIIIIIIII (0.0005047088793629344+0j)
YZZYIXZZXIIIIIIIII (-0.004379657319252782+0j)
XZZXIXZZXIIIIIIIII (-0.003874948439889847+0j)
IIYZIZZZYIIIIIIIII (-0.002829988029188357+0j)
IIXZIZZZXIIIIIIIII (-0.002829988029188357+0j)
IIYIZZZZYIIIIIIIII (-0.002829988029188358+0j)
IIXIZZZZXIIIIIIIII (-0.002829988029188358+0j)
IZYZZZZZYIIIIIIIII (-0.0028452615066167824+0j)
IZXZZZZZXIIIIIIIII (-0.0028452615066167824+0j)
ZIYZZZZZYIIIIIIIII (-0.002845261506616783+0j)
