Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
IIIIYIYZZIIXYYIIII (0.0010577081856617291+0j)
IIIIXZXIIIIXYYIIII (0.0010577081856617291+0j)
XYYIXXZIIIZYYXIIII (-0.006281026464096923+0j)
XXYIXYZIIIZYYXIIII (0.006281026464096923+0j)
XYYIXXZIIIZXYYIIII (0.006281026464096923+0j)
XXYIXYZIIIZXYYIIII (-0.006281026464096923+0j)
YIYIXXZIIIZYYXIIII (0.00030749368835589333+0j)
XZYIXYZIIIZYYXIIII (-0.00030749368835589333+0j)
YIYIXXZIIIZXYYIIII (-0.00030749368835589333+0j)
XZYIXYZIIIZXYYIIII (0.00030749368835589333+0j)
IIZIXZZIIIZYYXIIII (-0.0057125057965100165+0j)
IIIZXIIIIIIYYXIIII (0.0057125057965100165+0j)
IIZIXZZIIIZXYYIIII (0.0057125057965100165+0j)
IIIZXIIIIIIXYYIIII (-0.0057125057965100165+0j)
IIIIIIIYYZZIXXZIII (-0.060942366544481145+0j)
IIIIIIIXXIZIXXZIII (-0.060942366544481145+0j)
IIIIIIIYYZIZYYIIII (-0.060942366544481145+0j)
IIIIIIIXXIIZYYIIII (-0.060942366544481145+0j)
IIIIXYYIXZZIXXZIII (0.0006934736257900553+0j)
IIIIXXYIYIZIXXZIII (-0.0006934736257900553+0j)
IIIIXYYIXZIZYYIIII (0.0006934736257900553+0j)
IIIIXXYIYIIZYYIIII (-0.0006934736257900553+0j)
IIIIIIZXZIZIXXZIII (-0.00202618267958047+0j)
IIIIIIIXIIZIXXZIII (0.00202618267958047+0j)
IIIIIIZXZIIZYYIIII (-0.00202618267958047+0j)
IIIIIIIXIIIZYYIIII (0.00202618267958047+0j)
IIZIIIXXZIIIXXZIII (-0.0010455310474578592+0j)
IIIZZIYYZIZIXXZIII (-0.0010455310474578592+0j)
IIZIIIXXZIZZYYIIII (-0.0010455310474578592+0j)
IIIZZIYYZIIZYYIIII (-0.0010455310474578592+0j)
IIIIXYYZZIZIXXZIII (-0.025412273773132314+0j)
IIIIXXXIIIZIXXZIII (-0.025412273773132314+0j)
IIIIXYYZZIIZYYIIII (-0.025412273773132314+0j)
IIIIXXXIIIIZYYIIII (-0.025412273773132314+0j)
IIZIXXZIIIIIXXZIII (-0.03188399889815551+0j)
IIIZYYIIIIZIXXZIII (-0.03188399889815551+0j)
IIZIXXZIIIZZYYIIII (-0.03188399889815551+0j)
IIIZYYIIIIIZYYIIII (-0.03188399889815551+0j)
XYYIXZZIIIIIXXZIII (-0.04157862595874034+0j)
XXYIYIZIIIIIXXZIII (0.04157862595874034+0j)
XYYIXZZIIIZZYYIIII (-0.04157862595874034+0j)
XXYIYIZIIIZZYYIIII (0.04157862595874034+0j)
YIYIXZZIIIIIXXZIII (0.0018302218293805676+0j)
XZYIYIZIIIIIXXZIII (-0.0018302218293805676+0j)
YIYIXZZIIIZZYYIIII (0.0018302218293805676+0j)
XZYIYIZIIIZZYYIIII (-0.0018302218293805676+0j)
XYYXZIZIIIIIXXZIII (-0.0018302218293805572+0j)
XXYYZIZIIIIIXXZIII (0.0018302218293805572+0j)
XYYXZIZIIIZZYYIIII (-0.0018302218293805572+0j)
XXYYZIZIIIZZYYIIII (0.0018302218293805572+0j)
YIYXZIZIIIIIXXZIII (-0.033191505467190845+0j)
XZYYZIZIIIIIXXZIII (0.033191505467190845+0j)
YIYXZIZIIIZZYYIIII (-0.033191505467190845+0j)
XZYYZIZIIIZZYYIIII (0.033191505467190845+0j)
IIIIIIXYZXYIXXZIII (0.0029834921366779536+0j)
IIIIIIXXIYYIXXZIII (-0.0029834921366779536+0j)
IIIIIIXYZYYIXYZIII (0.0029834921366779536+0j)
IIIIIIXXIXYIXYZIII (0.0029834921366779536+0j)
IIIIXYZIIXYIXXZIII (-3.394966797077203e-05+0j)
IIIIXXZIZYYIXXZIII (3.394966797077203e-05+0j)
IIIIXYZIIYYIXYZIII (-3.394966797077203e-05+0j)
IIIIXXZIZXYIXYZIII (-3.394966797077203e-05+0j)
IIIIIIYXYYYIXXZIII (9.919372080159008e-05+0j)
IIIIIIXXXYYIXXZIII (9.919372080159008e-05+0j)
IIIIIIYXYXYIXYZIII (-9.919372080159008e-05+0j)
IIIIIIXXXXYIXYZIII (-9.919372080159008e-05+0j)
IIZIIIIXYYXIXXZIII (-5.1184977473206715e-05+0j)
IIIZZIZYYYYIXXZIII (-5.1184977473206715e-05+0j)
IIZIIIIXYXXIXYZIII (5.1184977473206715e-05+0j)
IIIZZIZYYXYIXYZIII (5.1184977473206715e-05+0j)
IIIIXYZZYYYIXXZIII (-0.0012440822907969845+0j)
IIIIXXIIXYYIXXZIII (-0.0012440822907969845+0j)
IIIIXYZZYXYIXYZIII (0.0012440822907969845+0j)
IIIIXXIIXXYIXYZIII (0.0012440822907969845+0j)
IIZIXXYIXYXIXXZIII (-0.0015609118154127513+0j)
IIIZYYXIXYYIXXZIII (-0.0015609118154127513+0j)
IIZIXXYIXXXIXYZIII (0.0015609118154127513+0j)
IIIZYYXIXXYIXYZIII (0.0015609118154127513+0j)
XYYIXZYIXYXIXXZIII (-0.0018302218293805676+0j)
XXYIYIYIXYXIXXZIII (0.0018302218293805676+0j)
XYYIXZYIXXXIXYZIII (0.0018302218293805676+0j)
XXYIYIYIXXXIXYZIII (-0.0018302218293805676+0j)
YIYIXZYIXYXIXXZIII (0.0042831605147821555+0j)
XZYIYIYIXYXIXXZIII (-0.0042831605147821555+0j)
YIYIXZYIXXXIXYZIII (-0.0042831605147821555+0j)
XZYIYIYIXXXIXYZIII (0.0042831605147821555+0j)
XYYXZIYIXYXIXXZIII (0.004103959976767351+0j)
XXYYZIYIXYXIXXZIII (-0.004103959976767351+0j)
XYYXZIYIXXXIXYZIII (-0.004103959976767351+0j)
XXYYZIYIXXXIXYZIII (0.004103959976767351+0j)
YIYXZIYIXYXIXXZIII (-0.0018302218293805657+0j)
XZYYZIYIXYXIXXZIII (0.0018302218293805657+0j)
YIYXZIYIXXXIXYZIII (0.0018302218293805657+0j)
XZYYZIYIXXXIXYZIII (-0.0018302218293805657+0j)
IIIIIIIIIIIZZZIIII (0.11074579074002465+0j)
IIIIIIIIIIZZIZZIII (0.11473944715891594+0j)
IIIIIIXIXYYZIZZIII (0.0013389343278679769+0j)
IIIIIIXIXXXIZZIIII (0.0013389343278679769+0j)
IIIIIIIIIZIIZZIIII (0.08745522501977221+0j)
IIIIIIIIZZIIZZIIII (0.15111911817273485+0j)
IIIIIIZIXZIIZZIIII (-0.0006643142655695791+0j)
IIIIIIIZXIIIZZIIII (0.0006643142655695791+0j)
IIZIIIXIXZZIZZIIII (0.0021240937811870496+0j)
IIIZZIYIYIIIZZIIII (0.0021240937811870496+0j)
IIIIIIIZIIIIZZIIII (0.15113123336739745+0j)
IIIIXYYXZIIIZZIIII (0.001884046663970408+0j)
IIIIXXYYZIIIZZIIII (-0.001884046663970408+0j)
IIIIIIZZZIIIZZIIII (0.1327128326617379+0j)
IIZIIIXZZIZIZZIIII (0.012431851272252922+0j)
IIIZZIXIIIIIZZIIII (-0.012431851272252922+0j)
IIIIIZIIIIIIZZIIII (0.11222990619051952+0j)
IIIIZZIIIIIIZZIIII (0.11865803958725851+0j)
IIIZIIIIIIIIZZIIII (0.12916055194795126+0j)
IIZZZIZIIIZIZZIIII (0.11645829653653467+0j)
IZIIIIIIIIIIZZIIII (0.1190226076736981+0j)
ZXIIIIIIIIIIZZIIII (0.0004912875015125837+0j)
IXIIIIIIIIIIZZIIII (-0.0004912875015125837+0j)
ZZIIIIIIIIIIZZIIII (0.12903385097851255+0j)
IIIYZIYIXZIYYZIIII (-0.0007058942480013084+0j)
IIIXZIYIYIIYYZIIII (0.0007058942480013084+0j)
IIIYZIYIXZIXXIIIII (-0.0007058942480013084+0j)
IIIXZIYIYIIXXIIIII (0.0007058942480013084+0j)
XYYIIIXXZIZYYZIIII (-4.673265275977002e-05+0j)
XXYIIIXYZIZYYZIIII (4.673265275977002e-05+0j)
XYYIIIXXZIZXXIIIII (-4.673265275977002e-05+0j)
XXYIIIXYZIZXXIIIII (4.673265275977002e-05+0j)
YIYIIIXXZIZYYZIIII (-0.0009545855405716119+0j)
XZYIIIXYZIZYYZIIII (0.0009545855405716119+0j)
YIYIIIXXZIZXXIIIII (-0.0009545855405716119+0j)
XZYIIIXYZIZXXIIIII (0.0009545855405716119+0j)
IIIYZIYZZIIYYZIIII (-0.0010577081856617291+0j)
IIIXZIXIIIIYYZIIII (-0.0010577081856617291+0j)
IIIYZIYZZIIXXIIIII (-0.0010577081856617291+0j)
IIIXZIXIIIIXXIIIII (-0.0010577081856617291+0j)
XYYIXXZIIIZYYZIIII (-0.0003074936883558917+0j)
XXYIXYZIIIZYYZIIII (0.0003074936883558917+0j)
XYYIXXZIIIZXXIIIII (-0.0003074936883558917+0j)
XXYIXYZIIIZXXIIIII (0.0003074936883558917+0j)
YIYIXXZIIIZYYZIIII (-0.0062810264640969235+0j)
XZYIXYZIIIZYYZIIII (0.0062810264640969235+0j)
YIYIXXZIIIZXXIIIII (-0.0062810264640969235+0j)
XZYIXYZIIIZXXIIIII (0.0062810264640969235+0j)
IIZXZIZIIIZYYZIIII (-0.005712505796510017+0j)
IIIXIIIIIIIYYZIIII (0.005712505796510017+0j)
IIZXZIZIIIZXXIIIII (-0.005712505796510017+0j)
IIIXIIIIIIIXXIIIII (0.005712505796510017+0j)
IIIIIIIYYZZIXZZIII (-0.0029834921366779367+0j)
IIIIIIIXXIZIXZZIII (-0.0029834921366779367+0j)
IIIIIIIYYZIZXIIIII (0.0029834921366779367+0j)
IIIIIIIXXIIZXIIIII (0.0029834921366779367+0j)
IIIIXYYIXZZIXZZIII (3.394966797077089e-05+0j)
IIIIXXYIYIZIXZZIII (-3.394966797077089e-05+0j)
IIIIXYYIXZIZXIIIII (-3.394966797077089e-05+0j)
IIIIXXYIYIIZXIIIII (3.394966797077089e-05+0j)
IIIIIIZXZIZIXZZIII (-9.919372080158871e-05+0j)
IIIIIIIXIIZIXZZIII (9.919372080158871e-05+0j)
IIIIIIZXZIIZXIIIII (9.919372080158871e-05+0j)
IIIIIIIXIIIZXIIIII (-9.919372080158871e-05+0j)
IIZIIIXXZIIIXZZIII (-5.1184977473206715e-05+0j)
IIIZZIYYZIZIXZZIII (-5.1184977473206715e-05+0j)
IIZIIIXXZIZZXIIIII (5.1184977473206715e-05+0j)
IIIZZIYYZIIZXIIIII (5.1184977473206715e-05+0j)
IIIIXYYZZIZIXZZIII (-0.001244082290796977+0j)
IIIIXXXIIIZIXZZIII (-0.001244082290796977+0j)
IIIIXYYZZIIZXIIIII (0.001244082290796977+0j)
IIIIXXXIIIIZXIIIII (0.001244082290796977+0j)
IIZIXXZIIIIIXZZIII (-0.0015609118154127444+0j)
IIIZYYIIIIZIXZZIII (-0.0015609118154127444+0j)
IIZIXXZIIIZZXIIIII (0.0015609118154127444+0j)
IIIZYYIIIIIZXIIIII (0.0015609118154127444+0j)
XYYIXZZIIIIIXZZIII (-0.0018302218293805572+0j)
XXYIYIZIIIIIXZZIII (0.0018302218293805572+0j)
XYYIXZZIIIZZXIIIII (0.0018302218293805572+0j)
XXYIYIZIIIZZXIIIII (-0.0018302218293805572+0j)
YIYIXZZIIIIIXZZIII (-0.004103959976767351+0j)
XZYIYIZIIIIIXZZIII (0.004103959976767351+0j)
YIYIXZZIIIZZXIIIII (0.004103959976767351+0j)
XZYIYIZIIIZZXIIIII (-0.004103959976767351+0j)
XYYXZIZIIIIIXZZIII (-0.004283160514782155+0j)
XXYYZIZIIIIIXZZIII (0.004283160514782155+0j)
XYYXZIZIIIZZXIIIII (0.004283160514782155+0j)
XXYYZIZIIIZZXIIIII (-0.004283160514782155+0j)
YIYXZIZIIIIIXZZIII (-0.001830221829380561+0j)
XZYYZIZIIIIIXZZIII (0.001830221829380561+0j)
YIYXZIZIIIZZXIIIII (0.001830221829380561+0j)
XZYYZIZIIIZZXIIIII (-0.001830221829380561+0j)
IIIIIIXYZXYIXZZIII (-0.06094236654448116+0j)
IIIIIIXXIYYIXZZIII (0.06094236654448116+0j)
IIIIIIXYZYYIYIZIII (-0.06094236654448116+0j)
IIIIIIXXIXYIYIZIII (-0.06094236654448116+0j)
IIIIXYZIIXYIXZZIII (0.0006934736257900593+0j)
IIIIXXZIZYYIXZZIII (-0.0006934736257900593+0j)
IIIIXYZIIYYIYIZIII (0.0006934736257900593+0j)
IIIIXXZIZXYIYIZIII (0.0006934736257900593+0j)
IIIIIIYXYYYIXZZIII (-0.0020261826795804736+0j)
IIIIIIXXXYYIXZZIII (-0.0020261826795804736+0j)
IIIIIIYXYXYIYIZIII (0.0020261826795804736+0j)
IIIIIIXXXXYIYIZIII (0.0020261826795804736+0j)
IIZIIIIXYYXIXZZIII (0.0010455310474578579+0j)
IIIZZIZYYYYIXZZIII (0.0010455310474578579+0j)
IIZIIIIXYXXIYIZIII (-0.0010455310474578579+0j)
IIIZZIZYYXYIYIZIII (-0.0010455310474578579+0j)
IIIIXYZZYYYIXZZIII (0.025412273773132314+0j)
IIIIXXIIXYYIXZZIII (0.025412273773132314+0j)
IIIIXYZZYXYIYIZIII (-0.025412273773132314+0j)
IIIIXXIIXXYIYIZIII (-0.025412273773132314+0j)
IIZIXXYIXYXIXZZIII (0.03188399889815551+0j)
IIIZYYXIXYYIXZZIII (0.03188399889815551+0j)
IIZIXXYIXXXIYIZIII (-0.03188399889815551+0j)
IIIZYYXIXXYIYIZIII (-0.03188399889815551+0j)
XYYIXZYIXYXIXZZIII (0.033191505467190845+0j)
XXYIYIYIXYXIXZZIII (-0.033191505467190845+0j)
XYYIXZYIXXXIYIZIII (-0.033191505467190845+0j)
XXYIYIYIXXXIYIZIII (0.033191505467190845+0j)
YIYIXZYIXYXIXZZIII (-0.0018302218293805657+0j)
XZYIYIYIXYXIXZZIII (0.0018302218293805657+0j)
YIYIXZYIXXXIYIZIII (0.0018302218293805657+0j)
XZYIYIYIXXXIYIZIII (-0.0018302218293805657+0j)
XYYXZIYIXYXIXZZIII (0.001830221829380561+0j)
XXYYZIYIXYXIXZZIII (-0.001830221829380561+0j)
XYYXZIYIXXXIYIZIII (-0.001830221829380561+0j)
XXYYZIYIXXXIYIZIII (0.001830221829380561+0j)
YIYXZIYIXYXIXZZIII (0.04157862595874034+0j)
XZYYZIYIXYXIXZZIII (-0.04157862595874034+0j)
YIYXZIYIXXXIYIZIII (-0.04157862595874034+0j)
XZYYZIYIXXXIYIZIII (0.04157862595874034+0j)
IIIIIIIIIIZIZIZIII (0.11326114393875654+0j)
IIIIIIIIIZIZIIIIII (0.11326114393875657+0j)
IIIIIIIIZZIZIIIIII (0.15407981110213748+0j)
IIIIIIZIXZIZIIIIII (-0.0017514359313500173+0j)
IIIIIIIZXIIZIIIIII (0.0017514359313500173+0j)
IIZIIIXIXZZZIIIIII (-8.510377213342578e-06+0j)
IIIZZIYIYIIZIIIIII (-8.510377213342578e-06+0j)
IIIIIIIZIIIZIIIIII (0.15407030061554974+0j)
IIIIXYYXZIIZIIIIII (0.0012648145836421931+0j)
IIIIXXYYZIIZIIIIII (-0.0012648145836421931+0j)
IIIIIIZZZIIZIIIIII (0.12369877119922479+0j)
IIZIIIXZZIZZIIIIII (0.005757008969943812+0j)
IIIZZIXIIIIZIIIIII (-0.005757008969943812+0j)
IIIIIZIIIIIZIIIIII (0.12207476173135792+0j)
IIIIZZIIIIIZIIIIII (0.11645829653653463+0j)
IIIZIIIIIIIZIIIIII (0.11645829653653467+0j)
IIZZZIZIIIZZIIIIII (0.13060632564787836+0j)
IZIIIIIIIIIZIIIIII (0.12038354656673224+0j)
ZZIIIIIIIIIZIIIIII (0.12038354656673227+0j)
XYYIIIXIXZIXZIZIII (0.0016525197930568807+0j)
XXYIIIXIYIIXZIZIII (-0.0016525197930568807+0j)
XYYIIIXIXZZXIIIIII (-0.0016525197930568807+0j)
XXYIIIXIYIZXIIIIII (0.0016525197930568807+0j)
IIIIYIYXZIZXZIZIII (0.0013359320945139298+0j)
IIIIXZYYZIZXZIZIII (-0.0013359320945139298+0j)
IIIIYIYXZIIXIIIIII (-0.0013359320945139298+0j)
IIIIXZYYZIIXIIIIII (0.0013359320945139298+0j)
IIIYZIYXZIZXZIZIII (6.540183988767242e-05+0j)
IIIXZIYYZIZXZIZIII (-6.540183988767242e-05+0j)
IIIYZIYXZIIXIIIIII (-6.540183988767242e-05+0j)
IIIXZIYYZIIXIIIIII (6.540183988767242e-05+0j)
XYYIIIXZZIIXZIZIII (0.005143407029184672+0j)
XXYIIIYIIIIXZIZIII (-0.005143407029184672+0j)
XYYIIIXZZIZXIIIIII (-0.005143407029184672+0j)
XXYIIIYIIIZXIIIIII (0.005143407029184672+0j)
IIIIZXIIIIZXZIZIII (-0.0074312135126374515+0j)
IIIIIXIIIIZXZIZIII (0.0074312135126374515+0j)
IIIIZXIIIIIXIIIIII (0.0074312135126374515+0j)
IIIIIXIIIIIXIIIIII (-0.0074312135126374515+0j)
IIIYYXIIIIZXZIZIII (0.00036380220096550285+0j)
IIIXYYIIIIZXZIZIII (-0.00036380220096550285+0j)
IIIYYXIIIIIXIIIIII (-0.00036380220096550285+0j)
IIIXYYIIIIIXIIIIII (0.00036380220096550285+0j)
XYYZZIZIIIIXZIZIII (-0.007122402627975697+0j)
XXXIIIIIIIZXZIZIII (-0.007122402627975697+0j)
XYYZZIZIIIZXIIIIII (0.007122402627975697+0j)
XXXIIIIIIIIXIIIIII (0.007122402627975697+0j)
YIYIIIIIIXXXZIZIII (0.0016525197930568817+0j)
XZYIIIIIZYXXZIZIII (-0.0016525197930568817+0j)
YIYIIIIIIYXYZIZIII (0.0016525197930568817+0j)
XZYIIIIIZXXYZIZIII (0.0016525197930568817+0j)
IIIIYIZXYYYXZIZIII (6.540183988767268e-05+0j)
IIIIXZZYYYYXZIZIII (-6.540183988767268e-05+0j)
IIIIYIZXYXYYZIZIII (-6.540183988767268e-05+0j)
IIIIXZZYYXYYZIZIII (6.540183988767268e-05+0j)
IIIYZIZXYYYXZIZIII (-0.0013359320945139303+0j)
IIIXZIZYYYYXZIZIII (0.0013359320945139303+0j)
IIIYZIZXYXYYZIZIII (0.0013359320945139303+0j)
IIIXZIZYYXYYZIZIII (-0.0013359320945139303+0j)
YIYIIIIZYYXXZIZIII (-0.005143407029184674+0j)
XZYIIIZIXYXXZIZIII (-0.005143407029184674+0j)
YIYIIIIZYXXYZIZIII (0.005143407029184674+0j)
XZYIIIZIXXXYZIZIII (0.005143407029184674+0j)
IIIIZXXIXYYXZIZIII (-0.00036380220096550475+0j)
IIIIIXXIXYYXZIZIII (0.00036380220096550475+0j)
IIIIZXXIXXYYZIZIII (0.00036380220096550475+0j)
IIIIIXXIXXYYZIZIII (-0.00036380220096550475+0j)
IIIYYXXIXYYXZIZIII (-0.0074312135126374515+0j)
IIIXYYXIXYYXZIZIII (0.0074312135126374515+0j)
IIIYYXXIXXYYZIZIII (0.0074312135126374515+0j)
IIIXYYXIXXYYZIZIII (-0.0074312135126374515+0j)
YIYZZIYIXYXXZIZIII (0.007122402627975698+0j)
XZXIIIXIXYYXZIZIII (0.007122402627975698+0j)
YIYZZIYIXXXYZIZIII (-0.007122402627975698+0j)
XZXIIIXIXXYYZIZIII (-0.007122402627975698+0j)
IIIIIIIIIZZZZIZIII (0.1163914874077054+0j)
IIIIIIIIZZZZZIZIII (0.1597740588787506+0j)
IIIIIIZIXZZZZIZIII (-0.001597803574445784+0j)
IIIIIIIZXIZZZIZIII (0.001597803574445784+0j)
IIZIIIXIXZIZZIZIII (0.001192741713559902+0j)
IIIZZIYIYIZZZIZIII (0.001192741713559902+0j)
IIIIIIIZIIZZZIZIII (0.15978328073908118+0j)
IIIIXYYXZIZZZIZIII (0.001913322512529+0j)
IIIIXXYYZIZZZIZIII (-0.001913322512529+0j)
IIIIIIZZZIZZZIZIII (0.12917588260257762+0j)
IIZIIIXZZIIZZIZIII (0.0076128310486487496+0j)
IIIZZIXIIIZZZIZIII (-0.0076128310486487496+0j)
IIIIIZIIIIZZZIZIII (0.11778618326370402+0j)
IIIIZZIIIIZZZIZIII (0.1290338509785125+0j)
IIIYYZIIIIZZZIZIII (-0.0004912875015125693+0j)
IIIXXIIIIIZZZIZIII (-0.0004912875015125693+0j)
IIIZIIIIIIZZZIZIII (0.1190226076736981+0j)
IIZZZIZIIIIZZIZIII (0.12038354656673224+0j)
IZIIIIIIIIZZZIZIII (0.13291553641760384+0j)
ZZIIIIIIIIZZZIZIII (0.12189950374433822+0j)
IIIIZZXIXYYZZIZIII (0.000491287501512594+0j)
IIIIZZXIXXXIIIIIII (0.000491287501512594+0j)
IIIYYZXIXYYZZIZIII (0.0050056216524072055+0j)
IIIXXIXIXYYZZIZIII (0.0050056216524072055+0j)
IIIYYZXIXXXIIIIIII (0.0050056216524072055+0j)
IIIXXIXIXXXIIIIIII (0.0050056216524072055+0j)
IIIZIIXIXYYZZIZIII (-0.0004912875015125837+0j)
IIIZIIXIXXXIIIIIII (-0.0004912875015125837+0j)
ZXIIIIXIXYYZZIZIII (-0.0055080163366328224+0j)
IXIIIIXIXYYZZIZIII (0.0055080163366328224+0j)
ZXIIIIXIXXXIIIIIII (-0.0055080163366328224+0j)
IXIIIIXIXXXIIIIIII (0.0055080163366328224+0j)
IIIIIIIIZIIIIIIIII (0.15977405887875068+0j)
IIIIIIZIXIIIIIIIII (-0.0015978035744457872+0j)
IIIIIIIZXZIIIIIIII (0.0015978035744457872+0j)
IIZIIIXIXIZIIIIIII (0.0011927417135599013+0j)
IIIZZIYIYZIIIIIIII (0.0011927417135599013+0j)
IIIIIIIZIZIIIIIIII (0.15978328073908124+0j)
IIIIXYYXZZIIIIIIII (0.001913322512529011+0j)
IIIIXXYYZZIIIIIIII (-0.001913322512529011+0j)
IIIIIIZZZZIIIIIIII (0.12917588260257765+0j)
IIZIIIXZZZZIIIIIII (0.007612831048648745+0j)
IIIZZIXIIZIIIIIIII (-0.007612831048648745+0j)
IIIIIZIIIZIIIIIIII (0.11778618326370406+0j)
IIIIZZIIIZIIIIIIII (0.1190226076736981+0j)
IIIYYZIIIZIIIIIIII (0.0004912875015126161+0j)
IIIXXIIIIZIIIIIIII (0.0004912875015126161+0j)
IIIZIIIIIZIIIIIIII (0.12903385097851255+0j)
IIZZZIZIIZZIIIIIII (0.12038354656673227+0j)
IZIIIIIIIZIIIIIIII (0.12189950374433822+0j)
ZZIIIIIIIZIIIIIIII (0.13291553641760384+0j)
IIIIIIIZZZIIIIIIII (0.10479090573311328+0j)
IIIIXYYXIZIIIIIIII (0.0016498339836929499+0j)
IIIIXXYYIZIIIIIIII (-0.0016498339836929499+0j)
IIIIIIZZIZIIIIIIII (0.16133692256832707+0j)
IIZIIIXZIZZIIIIIII (0.017204367783438236+0j)
IIIZZIXIZZIIIIIIII (-0.017204367783438236+0j)
IIIIIZIIZZIIIIIIII (0.14005122006251805+0j)
IIIIZZIIZZIIIIIIII (0.1487351921805507+0j)
IIIZIIIIZZIIIIIIII (0.14873519218055078+0j)
IIZZZIZIZZZIIIIIII (0.15088370406921048+0j)
IZIIIIIIZZIIIIIIII (0.15644905498389772+0j)
ZZIIIIIIZZIIIIIIII (0.1564490549838978+0j)
IIIIIIZZXZIIIIIIII (0.001236312752842611+0j)
IIIIIIIIXIIIIIIIII (-0.001236312752842611+0j)
IIZIIIXZXZZIIIIIII (0.003697700633154438+0j)
IIIZZIYZYIIIIIIIII (0.003697700633154438+0j)
IIIIXYYXXZIIIIIIII (-0.038223336633539315+0j)
IIIIXXXYYZIIIIIIII (0.03825761443074021+0j)
IIIIXYXXYZIIIIIIII (-3.427779720090174e-05+0j)
IIIIXXYXYIIIIIIIII (-3.427779720090174e-05+0j)
IIIIXYYYYIIIIIIIII (-0.03825761443074021+0j)
IIIIXXXXXIIIIIIIII (0.038223336633539315+0j)
IIZIXXZYYZZIIIIIII (0.04774560589871446+0j)
IIIZYYIYYZIIIIIIII (0.04785798264167296+0j)
IIZIXYZXYZZIIIIIII (0.00011237674295849417+0j)
IIIZYXIYXIIIIIIIII (0.00011237674295849417+0j)
IIZIXXZXXIZIIIIIII (0.04785798264167296+0j)
IIIZYYIXXIIIIIIIII (0.04774560589871446+0j)
XYYIXZZYYZZIIIIIII (0.05821020014163489+0j)
XXYIYIZYYZZIIIIIII (-0.05806571993746247+0j)
XYYIYIZXYZZIIIIIII (-0.00014448020417241227+0j)
XXYIXZZYXIZIIIIIII (0.00014448020417241227+0j)
XYYIXZZXXIZIIIIIII (0.05806571993746247+0j)
XXYIYIZXXIZIIIIIII (-0.05821020014163489+0j)
YIYIXZZYYZZIIIIIII (-0.0028497363040579995+0j)
XZYIYIZYYZZIIIIIII (0.002842663136777247+0j)
YIYIYIZXYZZIIIIIII (7.073167280751986e-06+0j)
XZYIXZZYXIZIIIIIII (-7.073167280751986e-06+0j)
YIYIXZZXXIZIIIIIII (-0.002842663136777247+0j)
XZYIYIZXXIZIIIIIII (0.0028497363040579995+0j)
XYYXZIZYYZZIIIIIII (0.002849736304057983+0j)
XXYYZIZYYZZIIIIIII (-0.0028426631367772315+0j)
XYYYZIZXYZZIIIIIII (-7.073167280751823e-06+0j)
XXYXZIZYXIZIIIIIII (7.073167280751823e-06+0j)
XYYXZIZXXIZIIIIIII (0.0028426631367772315+0j)
XXYYZIZXXIZIIIIIII (-0.002849736304057983+0j)
YIYXZIZYYZZIIIIIII (0.0582102001416349+0j)
XZYYZIZYYZZIIIIIII (-0.058065719937462484+0j)
YIYYZIZXYZZIIIIIII (-0.00014448020417241053+0j)
XZYXZIZYXIZIIIIIII (0.00014448020417241053+0j)
YIYXZIZXXIZIIIIIII (0.058065719937462484+0j)
XZYYZIZXXIZIIIIIII (-0.0582102001416349+0j)
IIZIIIYZYZZIIIIIII (-0.0037788603947393443+0j)
IIIZZIXZXIIIIIIIII (-0.0037788603947393443+0j)
IIIIIZZIXZIIIIIIII (-0.0017337490556414178+0j)
IIIIIZIZXIIIIIIIII (0.0017337490556414178+0j)
IIIIZZZIXZIIIIIIII (-0.0046673715642225975+0j)
IIIIZZIZXIIIIIIIII (0.0046673715642225975+0j)
IIIZIIZIXZIIIIIIII (-0.0046673715642226036+0j)
IIIZIIIZXIIIIIIIII (0.0046673715642226036+0j)
IIZZZIIIXZZIIIIIII (-0.005523205926757513+0j)
IIZZZIZZXIZIIIIIII (0.005523205926757513+0j)
IZIIIIZIXZIIIIIIII (-0.004940271792629765+0j)
IZIIIIIZXIIIIIIIII (0.004940271792629765+0j)
ZZIIIIZIXZIIIIIIII (-0.0049402717926297695+0j)
ZZIIIIIZXIIIIIIIII (0.0049402717926297695+0j)
IIZIIZXIXZZIIIIIII (-0.0005668574456344414+0j)
IIIZZZYIYIIIIIIIII (-0.0005668574456344414+0j)
XYYIIXXIXZZIIIIIII (0.003874948439889843+0j)
XXYIZYXIXZZIIIIIII (-0.004379657319252777+0j)
XYYIZXXIXZZIIIIIII (0.0005047088793629336+0j)
XXYIIXXIYIZIIIIIII (0.0005047088793629336+0j)
XYYIIYXIYIZIIIIIII (0.004379657319252777+0j)
XXYIZXXIYIZIIIIIII (0.003874948439889843+0j)
YIYIIXXIXZZIIIIIII (-0.00018970182577346623+0j)
XZYIZYXIXZZIIIIIII (0.00021441033412769622+0j)
YIYIZXXIXZZIIIIIII (-2.470850835422998e-05+0j)
XZYIIXXIYIZIIIIIII (-2.470850835422998e-05+0j)
YIYIIYXIYIZIIIIIII (-0.00021441033412769622+0j)
XZYIZXXIYIZIIIIIII (-0.00018970182577346623+0j)
XYYXYYXIXZZIIIIIII (-0.0001897018257734644+0j)
